rep,id,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,0,0.0496817,-0.321579,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,-0.420658,-2.96116,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,0.0589596,-2.56573,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,0.657469,0.819172,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,0.0630001,-0.913021,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,0.00471534,0.643508,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,0.373016,2.17863,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,-0.285813,0.276548,0,0,False,69.0|162,84
1,8|84|sample|10|162,0,0.29693,-1.35635,0,0,True,32.0|162,84
1,8|84|sample|11|162,0,0.0180125,-1.65471,0,0,True,22.0|162,84
1,8|84|sample|12|162,0,-0.131183,-1.14115,0,0,True,22.0|162,84
1,8|84|sample|3|162,0,-0.288762,-2.44668,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,-0.424412,-1.95803,0,0,True,55.0|162,84
1,8|84|sample|5|162,0,-0.551632,-2.37475,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,-0.519396,-2.4887,0,0,True,55.0|162,84
1,8|84|sample|7|162,0,-0.185193,-1.03444,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,0.0403138,-1.27165,0,0,True,32.0|162,84
1,8|84|sample|9|162,0,-0.0714709,-1.22263,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,0,0.151823,-0.556349,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,-0.460554,0.232154,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,-0.267963,-3.4305,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,-0.172236,-3.12055,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,0.116635,1.71985,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,0,-0.16337,-0.905434,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,0,0.0969902,0.374463,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,0,0.415117,1.47776,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,0,-0.0207858,1.11045,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,0,0.41019,0.937124,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,0,0.242171,-0.250821,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,0,0.306757,0.496261,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,0,0.0305714,1.7592,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,0,-0.259526,-0.0947043,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,0,0.503766,-0.378,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,0,0.445927,-1.06807,0,0,False,69.0|274,719
1,8|719|sample|10|274,0,0.151945,-0.438889,0,0,True,32.0|274,719
1,8|719|sample|11|274,0,0.222152,-0.184864,0,0,True,22.0|274,719
1,8|719|sample|12|274,0,0.205469,-0.237804,0,0,True,22.0|274,719
1,8|719|sample|3|274,0,-0.00472925,-2.74238,0,0,True,55.0|274,719
1,8|719|sample|4|274,0,-0.0919742,-2.73572,0,0,True,55.0|274,719
1,8|719|sample|5|274,0,-0.0423987,-2.41032,0,0,True,55.0|274,719
1,8|719|sample|6|274,0,0.123677,-2.522,0,0,True,55.0|274,719
1,8|719|sample|7|274,0,0.328658,-0.678799,0,0,True,32.0|274,719
1,8|719|sample|8|274,0,0.0549978,-0.38456,0,0,True,32.0|274,719
1,8|719|sample|9|274,0,0.346586,-0.683106,0,0,True,32.0|274,719
1,8|719|vc|1|2|274,0,-0.454167,0.652335,0,0,False,69.0|274,719
1,8|719|vc|2|2|274,0,0.711862,2.20096,0,0,False,69.0|274,719
1,8|719|vc|3|2|274,0,0.755611,0.84742,0,0,False,69.0|274,719
1,8|719|vc|4|2|274,0,0.291596,2.68378,0,0,False,69.0|274,719
1,8|719|vc|5|2|274,0,0.0387956,4.12483,0,0,False,69.0|274,719
1,8|719|vc|6|2|274,0,0.544511,-0.950199,0,0,False,69.0|274,719
1,8|719|vc|7|2|274,0,-0.157273,-1.42818,0,0,False,69.0|274,719
1,8|719|vc|8|2|274,0,-0.00921669,4.3398,0,0,False,69.0|274,719
1,8|488|cc|1|1|322,0,-0.0510139,-3.15274,0,0,False,69.0|322,488
1,8|488|cc|2|1|322,0,-0.228314,1.49436,0,0,False,69.0|322,488
1,8|488|cc|3|1|322,0,-0.389561,-2.39553,0,0,False,69.0|322,488
1,8|488|cc|4|1|322,0,0.54981,0.751728,0,0,False,69.0|322,488
1,8|488|cc|5|1|322,0,0.512437,1.51828,0,0,False,69.0|322,488
1,8|488|cc|6|1|322,0,-0.632079,-3.75766,0,0,False,69.0|322,488
1,8|488|cc|7|1|322,0,0.125074,-0.562595,0,0,False,69.0|322,488
1,8|488|cc|8|1|322,0,-0.278433,1.44451,0,0,False,69.0|322,488
1,8|488|sample|10|322,0,-0.885063,0.638304,0,0,True,32.0|322,488
