rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-4.7381e-08,1.49721e-08,5.27545e-09,-1.18339e-07,-9.27613,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.17827e-07,4.86489e-08,-1.8122e-08,-2.5551e-07,-13.448,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-5.05825e-08,4.09091e-09,8.65503e-10,-4.65803e-07,-17.4254,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-4.68717e-08,8.31442e-08,-1.05999e-09,-1.26765e-07,-15.415,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-1.40251e-07,3.91483e-08,-1.62284e-08,3.55993e-07,-22.8154,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,7.80128e-08,-4.41196e-08,4.13341e-09,1.19741e-07,-18.9395,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-8.08941e-08,-7.2474e-08,-5.63727e-09,-3.16378e-07,-18.1395,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-3.24653e-08,1.50876e-07,-8.43202e-09,-2.75346e-07,-23.7952,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-7.9759e-08,2.3525e-08,-1.83069e-09,-4.3462e-07,-10.838,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-3.89264e-08,-2.13658e-08,-1.85477e-08,-1.45392e-07,-15.0401,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-4.25498e-08,-2.69793e-08,3.94788e-09,4.536e-07,-9.79885,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,5.67234e-08,-8.05903e-08,5.18484e-09,2.90562e-07,6.49503,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,5.1994e-08,4.36285e-08,-1.41602e-08,-1.84735e-07,18.2556,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,5.84987e-09,6.77082e-08,-4.74148e-09,-1.32556e-07,18.2563,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.15309e-07,4.2377e-08,1.52899e-09,1.86249e-07,31.3357,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-3.15049e-08,-2.82853e-08,1.18826e-08,1.41679e-07,3.6679,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,5.48171e-08,4.02943e-08,1.3458e-08,2.41533e-07,-22.5013,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,2.82744e-08,1.82499e-08,1.78729e-08,1.77956e-07,-4.36515,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-1.28188e-07,1.41481e-08,-1.14992e-10,-2.3524e-07,37.5261,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,7.88859e-08,-1.34387e-08,1.7472e-08,1.10684e-07,46.5742,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,5.86151e-08,3.3202e-08,2.37988e-08,2.57149e-07,1.69306,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-5.77566e-08,-8.22056e-08,-7.08421e-09,-2.44778e-07,18.7049,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,4.40632e-08,7.82165e-11,-1.33466e-08,-2.82293e-07,-0.340868,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1.58136e-07,6.43558e-09,4.17481e-09,1.17749e-07,-1.69178,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-5.64614e-09,-5.12537e-08,2.02807e-08,2.14413e-07,26.0932,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-2.0169e-08,-2.01235e-08,-1.36357e-09,8.79769e-08,13.2748,0,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,2.79833e-08,-2.47073e-08,1.19311e-08,-1.47621e-07,-40.9257,0,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,-1.74623e-09,-4.55002e-08,1.16325e-08,5.26174e-08,-42.1555,0,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,7.79983e-09,3.48082e-08,1.78518e-08,-2.01359e-07,-55.3229,0,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,2.11003e-09,8.34916e-09,-2.23763e-08,-4.27119e-07,-41.1566,0,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,7.66449e-08,4.62223e-08,2.91579e-08,-8.5648e-08,-32.2934,0,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,5.69853e-08,5.53318e-08,-4.25707e-10,3.93321e-07,-52.1074,0,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,-1.16415e-09,9.30995e-08,-1.43345e-09,-3.76e-07,-34.6313,0,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,8.59291e-08,-1.50867e-08,-9.31597e-09,-7.22487e-09,-77.6514,0,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,-3.10683e-08,2.44017e-08,-1.09279e-09,3.22221e-08,-36.186,0,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,4.20987e-08,4.91636e-08,-6.26394e-09,1.57526e-07,-36.5722,0,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,2.06492e-08,-3.35785e-09,1.83833e-08,3.05094e-07,23.7716,0,False,69.0|233,705
