rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,0,-1.12067e-08,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,0,3.8552e-08,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,0,2.99014e-08,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,0,-1.7004e-09,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,0,5.42204e-08,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,0,-3.80194e-08,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,0,-1.11918e-07,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,0,2.49009e-08,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,0,5.91672e-08,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,0,3.02923e-08,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,0,5.15699e-09,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0,1.22203e-08,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,0,-4.3459e-08,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0,1.15251e-07,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0,1.11946e-08,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0,-7.24575e-08,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0,-5.27681e-08,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,0,2.0199e-08,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0,-3.1981e-08,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,0,1.2864e-08,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,0,-1.79282e-08,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0,2.91358e-08,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,0,-2.50556e-08,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0,-4.75002e-08,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,0,-7.95311e-09,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,0,6.40298e-08,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,0,0,-6.53896e-08,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,0,0,-1.61114e-08,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0,0,0,2.15448e-08,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0,0,0,-1.08936e-08,65.0|322,152
