id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,-0.343692,0,0,-3.31885e-07,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,0.0310861,0,0,-7.01618e-07,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,0.117535,0,0,-2.46898e-07,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,-0.166752,0,0,3.84942e-07,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,-0.224245,0,0,-3.77364e-08,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,0.260553,0,0,-7.55511e-07,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,0.210404,0,0,-1.69025e-07,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,0.238583,0,0,2.53836e-07,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,-0.253946,0,0,-7.63261e-07,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,-0.115898,0,0,-8.90664e-07,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-0.145816,0,0,2.11734e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-8.47026e-05,0,0,-1.27403e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,0.828107,0,0,1.60098e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0.219082,0,0,-1.18813e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0.0184798,0,0,2.58745e-09,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-0.290488,0,0,3.21942e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0.0813128,0,0,2.52958e-08,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-0.232956,0,0,-8.58985e-08,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-0.0238887,0,0,1.5351e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,0.029379,0,0,1.52565e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-0.449825,0,0,2.55935e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0.157758,0,0,2.11649e-07,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,0.102391,0,0,-1.70607e-07,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0.255442,0,0,2.19163e-07,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-0.403475,0,0,-1.29549e-07,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,0.325309,0,0,-1.91401e-07,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,0,-0.981128,0,0,-0.106462,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,0,-0.498825,0,0,0.176876,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,0,2.4308,0,0,4.29501,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,0,-0.207093,0,0,3.77589,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,0,-1.15716,0,0,-0.112776,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0,0,-0.938194,0,0,-0.0670635,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0,0,-0.0272218,0,0,0.323429,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0,0,-0.412755,0,0,0.424394,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0,0,0.451205,0,0,3.85624,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0,0,-0.0874744,0,0,3.41616,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0,0,0.319026,0,0,2.71786e-07,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0,0,0.0312051,0,0,-1.85484e-07,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0,0,-0.0663074,0,0,1.32889e-07,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0,0,-0.288951,0,0,2.70858e-07,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0,0,0.173875,0,0,-1.93862e-07,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0,0,0.156463,0,0,-2.35806e-07,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0,0,-0.27098,0,0,-1.00403e-07,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0,0,0.554456,0,0,3.39835e-08,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0,0,0.251303,0,0,2.34353e-07,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0,0,0.0623334,0,0,-2.12886e-07,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0,0,-0.21824,0,0,2.53615e-07,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0,0,-0.130955,0,0,7.19351e-08,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0,0,-0.128452,0,0,-1.19732e-07,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0,0,0.668079,0,0,1.79838e-07,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0,0,0.487297,0,0,-1.41029e-07,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0,0,0.165037,0,0,-2.11204e-07,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0,0,-0.167559,0,0,-1.85406e-06,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0,0,-0.319966,0,0,-1.19666e-07,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0,0,0.234372,0,0,-1.16042e-06,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0,0,-0.608752,0,0,-1.38534e-06,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0,0,0.122635,0,0,-2.09085e-06,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0,0,-0.492885,0,0,-1.91587e-06,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0,0,-0.119399,0,0,-1.60851e-06,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0,0,-0.370579,0,0,-1.12571e-06,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,0,0,-0.1276,0,0,-4.28666e-07,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,0,0,-0.0713033,0,0,-1.06114e-06,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,0,0,-0.185417,0,0,1.51016e-09,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0,0,0.308892,0,0,-2.09558e-07,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,0,0,-0.343159,0,0,2.89655e-07,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0,0,0.0668867,0,0,-8.43957e-08,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,0,0,-0.405874,0,0,-2.26583e-07,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,0,0,0.203697,0,0,3.3915e-08,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,0,0,-0.0167638,0,0,2.06764e-07,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,0,0,0.245886,0,0,-1.99992e-07,69.0|276,1056
