id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,2.4215e-09,0,0.0670851,0,0,0,1.06581e-14,0,-2.57139e-07,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,7.99708e-09,0,-0.0607081,0,0,0,-7.10543e-15,0,2.74127e-07,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,3.00763e-09,0,0.0283879,0,0,0,3.55271e-15,0,5.37073e-07,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,1.91029e-09,0,0.0517262,0,0,0,7.10543e-15,0,5.62754e-07,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,-1.22404e-09,0,-0.0342205,0,0,0,-1.06581e-14,0,-9.51838e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-1.68644e-10,0,-0.324769,0,0,0,3.55271e-15,0,-3.91678e-07,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,-3.86379e-09,0,-0.0282482,0,0,0,7.10543e-15,0,1.25916e-08,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,2.88209e-09,0,-0.495143,0,0,0,7.10543e-15,0,3.61983e-07,0,0,False,69.0|162,84
8|84|sample|10|162,0,-9.91409e-09,0,0.828924,0,0,0,-1.86517e-13,0,0.916765,0,0,True,32.0|162,84
8|84|sample|11|162,0,-6.4034e-09,0,0.564856,0,0,0,-3.21521e-13,0,0.61249,0,0,True,22.0|162,84
8|84|sample|12|162,0,7.60829e-09,0,0.87454,0,0,0,-3.6593e-13,0,0.871717,0,0,True,22.0|162,84
8|84|sample|3|162,0,1.29054e-08,0,-0.0948794,0,0,0,5.86198e-14,0,-0.0285812,0,0,True,55.0|162,84
8|84|sample|4|162,0,-1.31339e-08,0,0.0534209,0,0,0,1.24345e-14,0,0.105747,0,0,True,55.0|162,84
8|84|sample|5|162,0,3.0532e-09,0,-0.257674,0,0,0,-1.26121e-13,0,-0.21569,0,0,True,55.0|162,84
8|84|sample|6|162,0,2.22813e-09,0,-0.346663,0,0,0,-2.00728e-13,0,-0.311116,0,0,True,55.0|162,84
8|84|sample|7|162,0,-3.62876e-09,0,0.719665,0,0,0,2.41585e-13,0,0.752168,0,0,True,32.0|162,84
8|84|sample|8|162,0,3.48536e-09,0,0.716947,0,0,0,-1.61648e-13,0,0.809564,0,0,True,32.0|162,84
8|84|sample|9|162,0,1.30996e-08,0,0.905162,0,0,0,-1.24345e-14,0,0.932106,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,-2.68769e-09,0,0.182746,0,0,0,0.0,0,-4.11125e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,1.46109e-10,0,0.0839105,0,0,0,-1.42109e-14,0,-2.426e-07,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,-5.46902e-09,0,-0.0687458,0,0,0,-7.10543e-15,0,3.22473e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,-5.01009e-09,0,0.238949,0,0,0,-1.06581e-14,0,-3.112e-07,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,8.78051e-09,0,0.0571093,0,0,0,-3.55271e-15,0,1.71988e-07,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,-3.96173e-09,0,-0.270847,0,0,0,7.10543e-15,0,2.56178e-07,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,-2.79222e-09,0,0.228584,0,0,0,0.0,0,2.58321e-07,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,-4.50935e-09,0,0.269219,0,0,0,1.06581e-14,0,-1.82926e-07,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,1.75854e-09,0,0.358881,0,0,0,1.06581e-14,0,-1.18802e-07,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,-1.92163e-09,0,0.272414,0,0,0,-1.06581e-14,0,-9.14979e-08,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,6.56334e-09,0,0.319537,0,0,0,3.55271e-15,0,-3.08481e-07,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,-3.15374e-09,0,0.15956,0,0,0,3.55271e-15,0,2.07327e-07,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,-1.07229e-09,0,0.21153,0,0,0,7.10543e-15,0,-2.66382e-07,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,-1.01068e-09,0,0.0285264,0,0,0,1.06581e-14,0,-1.13951e-08,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,-7.94352e-09,0,0.534296,0,0,0,1.06581e-14,0,1.38741e-08,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,3.0918e-09,0,0.348786,0,0,0,3.55271e-15,0,2.68297e-07,0,0,False,69.0|274,719
8|719|sample|10|274,0,1.41001e-08,0,1.70042,0,0,0,-1.40332e-13,0,1.76662,0,0,True,32.0|274,719
