id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0.126636,0,5.7371e-07,0,0,3.32146e-07,0,-1.01119e-12,0,0,False,69.0|162,84
8|84|cc|2|1|162,-0.13955,0,1.32944e-06,0,0,-3.98842e-07,0,7.76712e-13,0,0,False,69.0|162,84
8|84|cc|3|1|162,0.333625,0,2.22171e-06,0,0,-2.98356e-07,0,-3.12195e-13,0,0,False,69.0|162,84
8|84|cc|4|1|162,-0.114488,0,6.69318e-07,0,0,-2.15894e-07,0,2.14939e-13,0,0,False,69.0|162,84
8|84|cc|5|1|162,0.354085,0,2.00928e-06,0,0,5.16781e-07,0,5.14255e-13,0,0,False,69.0|162,84
8|84|cc|6|1|162,-0.61662,0,-2.74191e-06,0,0,2.93737e-07,0,2.15561e-12,0,0,False,69.0|162,84
8|84|cc|7|1|162,-0.352395,0,2.02377e-07,0,0,-1.54516e-07,0,-8.52651e-13,0,0,False,69.0|162,84
8|84|cc|8|1|162,-0.330233,0,2.88018e-07,0,0,-3.4742e-07,0,3.29958e-13,0,0,False,69.0|162,84
8|84|sample|10|162,0.218541,0,3.60144e-06,0,0,-0.00885458,0,-5.18696e-13,0,0,True,32.0|162,84
8|84|sample|11|162,-0.204813,0,1.16519e-06,0,0,0.0198192,0,-2.2915e-13,0,0,True,22.0|162,84
8|84|sample|12|162,0.0406215,0,4.53312e-07,0,0,-0.106186,0,1.2701e-12,0,0,True,22.0|162,84
8|84|sample|3|162,-0.348664,0,3.41527e-07,0,0,0.224805,0,-2.47091e-12,0,0,True,55.0|162,84
8|84|sample|4|162,0.213596,0,9.001e-07,0,0,0.197681,0,-4.26326e-13,0,0,True,55.0|162,84
8|84|sample|5|162,0.238654,0,-2.47908e-06,0,0,0.0438329,0,7.05214e-13,0,0,True,55.0|162,84
8|84|sample|6|162,0.251674,0,3.09008e-08,0,0,0.0518955,0,2.88658e-12,0,0,True,55.0|162,84
8|84|sample|7|162,-0.363693,0,-1.28217e-06,0,0,0.112054,0,-4.28013e-11,0,0,True,32.0|162,84
8|84|sample|8|162,0.235401,0,-1.7002e-06,0,0,0.101457,0,-4.63878e-11,0,0,True,32.0|162,84
8|84|sample|9|162,-0.0851639,0,9.11701e-07,0,0,0.0331925,0,7.08766e-13,0,0,True,32.0|162,84
8|84|vc|1|2|162,-0.221291,0,9.40161e-07,0,0,-8.10547e-08,0,1.92024e-12,0,0,False,69.0|162,84
8|84|vc|2|2|162,0.372586,0,3.21123e-07,0,0,-3.72152e-07,0,7.37188e-13,0,0,False,69.0|162,84
8|84|vc|3|2|162,-0.10111,0,-1.77248e-06,0,0,4.32463e-07,0,-6.47482e-13,0,0,False,69.0|162,84
8|84|vc|4|2|162,0.323218,0,1.74964e-06,0,0,2.6925e-07,0,1.99218e-12,0,0,False,69.0|162,84
8|84|vc|5|2|162,-0.0568686,0,-1.27602e-06,0,0,-3.99179e-07,0,9.07718e-13,0,0,False,69.0|162,84
