id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.65465,0.919328,2.54408,-2.12506,1.66094,0.919328,2.52784,-2.12506,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.65465,0.919328,3.59468,-2.12506,1.66094,0.919328,3.59125,-2.12506,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.65465,0.919328,2.37594,-2.12506,1.66094,0.919328,2.38653,-2.12506,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.65465,0.919328,2.26945,-2.12506,1.66094,0.919328,2.27151,-2.12506,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.65465,0.919328,2.92542,-2.12506,1.66094,0.919328,2.96123,-2.12506,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.65465,0.919328,3.11017,-2.12506,1.66094,0.919328,3.10836,-2.12506,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.65465,0.919328,2.47165,-2.12506,1.66094,0.919328,2.4912,-2.12506,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.65465,0.919328,2.2867,-2.12506,1.66094,0.919328,2.29647,-2.12506,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.65465,0.919328,3.11537,-2.12506,1.66094,0.919328,3.12268,-2.12506,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.65465,0.919328,2.89064,-2.12506,1.66094,0.919328,2.91223,-2.12506,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.65465,1.77819,6.02746,-2.96159,1.66094,1.77819,1.00303,-2.96159,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.65465,1.77819,7.23541,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.65465,1.77819,8.56552,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.65465,1.77819,7.15664,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.65465,1.77819,7.08372,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.65465,1.77819,11.8601,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.65465,1.77819,8.4986,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.65465,1.77819,5.94404,-2.96159,1.66094,1.77819,0.999999,-2.96159,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.65465,1.77819,8.13097,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.65465,1.77819,6.97121,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.65465,1.77819,8.24025,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.65465,1.77819,4.43327,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.65465,1.77819,3.68323,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.65465,1.77819,6.92051,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.65465,1.77819,8.12664,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1.65465,1.77819,5.98961,-2.96159,1.66094,1.77819,1,-2.96159,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,1.07489,0.678761,2.88219,-2.1247,1.07447,0.678761,2.86859,-2.1247,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,1.07489,0.678761,2.74522,-2.1247,1.07447,0.678761,2.73168,-2.1247,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,1.07489,0.678761,2.71657,-2.1247,1.07447,0.678761,2.68801,-2.1247,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,1.07489,0.678761,2.83178,-2.1247,1.07447,0.678761,2.80981,-2.1247,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,1.0749,0.577346,4.61864,-4.04614,1.07447,0.577346,4.63137,-4.04614,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,1.0749,0.577346,4.30453,-4.04614,1.07447,0.577346,4.31809,-4.04614,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,1.0749,0.577346,4.33446,-4.04614,1.07447,0.577346,4.36493,-4.04614,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,1.0749,0.577346,4.04623,-4.04614,1.07447,0.577346,4.03143,-4.04614,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,1.0749,0.664759,3.29385,5.67446,1.07447,0.664759,3.29396,5.67446,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,1.0749,0.664759,3.1036,5.67446,1.07447,0.664759,3.09817,5.67446,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,1.0749,1.4033,6.21795,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,1.0749,1.4033,4.67282,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,1.0749,1.4033,7.0748,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,1.0749,1.4033,6.43964,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,1.0749,1.4033,4.8248,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,1.0749,1.4033,4.83252,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,1.0749,1.4033,5.58096,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,1.0749,1.4033,7.22496,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,1.0749,1.4033,6.5792,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,1.0749,1.4033,10.0901,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,1.0749,1.4033,5.35204,-2.89379,1.07447,1.4033,1,-2.89379,69.0|322,152
