id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0.00499302,435.463,1.31666,1.92628,4703.57,11.5084,0.00478733,437.956,1.3516,1.83039,4699.03,11.5075,True,70.0|274,411
9|411|sample|3|274,0.00499302,435.463,1.41171,3.17391,4703.57,11.5084,0.00478733,437.956,1.41606,3.0678,4699.03,11.5075,True,70.0|274,411
9|411|sample|5|274,0.00499302,435.463,1.28441,1.7813,4703.57,11.5084,0.00478733,437.956,1.29566,1.74526,4699.03,11.5075,True,70.0|274,411
9|411|sample|6|274,0.00499302,435.463,1.24287,1.72629,4703.57,11.5084,0.00478733,437.956,1.25876,1.75089,4699.03,11.5075,True,70.0|274,411
9|411|sample|8|274,0.00499302,435.463,1.34875,2.40917,4703.57,11.5084,0.00478733,437.956,1.33762,2.40255,4699.03,11.5075,True,70.0|274,411
9|411|sample|7|274,0.00499302,435.463,1.38857,2.52196,4703.57,11.5084,0.00478733,437.956,1.37521,2.48244,4699.03,11.5075,True,70.0|274,411
9|411|sample|9|274,0.00499302,435.463,1.29914,1.95359,4703.57,11.5084,0.00478733,437.956,1.34097,1.87797,4699.03,11.5075,True,70.0|274,411
9|411|sample|10|274,0.00499302,435.463,1.31968,1.64405,4703.57,11.5084,0.00478733,437.956,1.30803,1.64268,4699.03,11.5075,True,70.0|274,411
9|411|sample|12|274,0.00499302,435.463,1.35383,2.63247,4703.57,11.5084,0.00478733,437.956,1.31175,2.70619,4699.03,11.5075,True,70.0|274,411
9|411|sample|11|274,0.00499302,435.463,1.29963,2.53136,4703.57,11.5084,0.00478733,437.956,1.28683,2.54321,4699.03,11.5075,True,70.0|274,411
9|411|cc|1|1|274,0.00499306,435.463,1.98451,0.0648907,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|cc|2|1|274,0.00499306,435.463,1.97563,0.05792,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|cc|3|1|274,0.00499306,435.463,1.96325,0.0602542,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|cc|4|1|274,0.00499306,435.463,1.99864,0.0618474,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|cc|5|1|274,0.00499306,435.463,1.93286,0.063073,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|cc|6|1|274,0.00499306,435.463,1.98224,0.0594846,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|cc|7|1|274,0.00499306,435.463,1.93589,0.0615249,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|cc|8|1|274,0.00499306,435.463,1.96663,0.0680556,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|vc|1|2|274,0.00499306,435.463,1.94808,0.0628462,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|vc|2|2|274,0.00499306,435.463,1.99138,0.0582014,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|vc|3|2|274,0.00499306,435.463,1.94907,0.0672029,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|vc|4|2|274,0.00499306,435.463,1.92673,0.0708468,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|vc|5|2|274,0.00499306,435.463,1.94367,0.0501164,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|vc|6|2|274,0.00499306,435.463,1.92301,0.0612523,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|vc|7|2|274,0.00499306,435.463,1.91701,0.0625958,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
9|411|vc|8|2|274,0.00499306,435.463,2.03996,0.0651213,4703.57,11.5084,0.00478736,437.956,1.95203,0.0374286,4699.03,11.5075,False,69.0|274,411
14|783|sample|3|71,0.00499302,435.463,0.687168,0.103118,4703.57,11.5084,0.00478733,437.956,0.694558,0.0953647,4699.03,11.5075,True,6.0|71,783
14|783|sample|4|71,0.00499302,435.463,0.666257,0.110948,4703.57,11.5084,0.00478733,437.956,0.649632,0.109243,4699.03,11.5075,True,6.0|71,783
14|783|sample|5|71,0.00499302,435.463,0.632972,0.309651,4703.57,11.5084,0.00478733,437.956,0.64134,0.296938,4699.03,11.5075,True,6.0|71,783
14|783|sample|6|71,0.00499302,435.463,0.594138,0.354989,4703.57,11.5084,0.00478733,437.956,0.630176,0.315283,4699.03,11.5075,True,6.0|71,783
14|783|sample|7|71,0.00499302,435.463,1.32396,18.0226,4703.57,11.5084,0.00478733,437.956,1.26528,19.4876,4699.03,11.5075,True,6.0|71,783
