parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
f_pop,0.270220254687641,,0,0,nan,nan
beta_f_mab_virus_22_0_276,-0.751847708577723,,nan,nan,nan,nan
beta_f_mab_virus_22_0_292,0.0209798717820654,,1608512.52839733,7666932120.01594,-3.15263e+06,3.15263e+06
beta_f_mab_virus_22_0_322,-0.180918114304325,,nan,nan,nan,nan
beta_f_mab_virus_28_0_103,-8.7871197011453e-11,,0.0716616231653239,81553029436.9196,-0.140454,0.140454
beta_f_mab_virus_28_0_276,-1.44732088901316,,nan,nan,nan,nan
beta_f_mab_virus_28_0_292,-1.33432595891997,,1608512.52839733,120548694.840599,-3.15263e+06,3.15263e+06
beta_f_mab_virus_28_0_322,-1.0235478539337,,nan,nan,nan,nan
beta_f_mab_virus_32_0_292,-2.42824392680061,,1608512.52839735,66241801.7664594,-3.15263e+06,3.15262e+06
beta_f_mab_virus_55_0_292,1.99899727100062e-11,,1608512.52839734,8.04659692002574e+18,-3.15263e+06,3.15263e+06
beta_f_mab_virus_65_0_103,0.105116864481151,,0.0719135547079451,68.4129564393928,-0.0358311,0.246065
beta_f_mab_virus_65_0_276,-0.572128797225043,,nan,nan,nan,nan
beta_f_mab_virus_65_0_292,-0.0891480500610716,,1608512.52839732,1804315997.14789,-3.15263e+06,3.15263e+06
beta_f_mab_virus_65_0_322,-5.86726034363595e-12,,nan,nan,nan,nan
beta_f_mab_virus_69_0_103,-1.0059769752172e-10,,nan,nan,nan,nan
beta_f_mab_virus_69_0_274,9.22954025065431e-14,,nan,nan,nan,nan
beta_f_mab_virus_69_0_276,4.0006638625163e-09,,nan,nan,nan,nan
beta_f_mab_virus_69_0_292,2.53670136059213e-10,,nan,nan,nan,nan
beta_f_mab_virus_69_0_322,-2.41647801288118e-11,,nan,nan,nan,nan
beta_f_mab_virus_70_0_274,0.0474033502928028,,nan,nan,nan,nan
beta_f_run_id_1159,0.15895724125898,,1423655.47680916,895621656.197268,-2.79031e+06,2.79031e+06
beta_f_run_id_1197,-2.31260848078171,,nan,nan,nan,nan
beta_f_run_id_152,-0.307622363690821,,nan,nan,nan,nan
beta_f_run_id_411,0.590309829146566,,nan,nan,nan,nan
beta_f_run_id_462,-9.85209711243082e-09,,1423655.47680915,1.44502785606209e+16,-2.79031e+06,2.79031e+06
h_pop,1.76399727445292,,nan,nan,nan,nan
beta_h_mab_virus_22_0_276,0.180366160188567,,3.96213917552341e-07,0.000219671981228692,0.180365,0.180367
beta_h_mab_virus_22_0_292,0.0502191852542104,,1.06441609136365e-07,0.00021195407412039,0.050219,0.0502194
beta_h_mab_virus_22_0_322,-0.597676300853646,,nan,nan,nan,nan
beta_h_mab_virus_28_0_103,0.28102616113768,,9.89655984185499e-07,0.000352157955750123,0.281024,0.281028
beta_h_mab_virus_28_0_276,0.15992053827249,,nan,nan,nan,nan
beta_h_mab_virus_28_0_292,0.151178693142266,,nan,nan,nan,nan
beta_h_mab_virus_28_0_322,-0.618330941221039,,nan,nan,nan,nan
beta_h_mab_virus_32_0_292,0.325274182429224,,nan,nan,nan,nan
beta_h_mab_virus_55_0_292,-1.37345904501893,,nan,nan,nan,nan
beta_h_mab_virus_65_0_103,-0.00356872422206411,,2.30140376498622e-07,0.00644881369862507,-0.00356918,-0.00356827
beta_h_mab_virus_65_0_276,0.189380148744755,,2.20619416180738e-07,0.000116495534322389,0.18938,0.189381
beta_h_mab_virus_65_0_292,0.136234425609636,,nan,nan,nan,nan
beta_h_mab_virus_65_0_322,-0.612054362931782,,5.30286332538165e-07,8.6640397431048e-05,-0.612055,-0.612053
beta_h_mab_virus_69_0_103,4.82090114658894,,nan,nan,nan,nan
beta_h_mab_virus_69_0_274,2.5969010951683,,1.39010363050156e-07,5.35293251286289e-06,2.5969,2.5969
beta_h_mab_virus_69_0_276,-1.89057634204075,,1.70801422475056e-07,9.03435733733382e-06,-1.89058,-1.89058
beta_h_mab_virus_69_0_292,-4.94525861063161,,1.68660910433143e-07,3.41055794474623e-06,-4.94526,-4.94526
beta_h_mab_virus_69_0_322,1.63755153152855,,nan,nan,nan,nan
beta_h_mab_virus_70_0_274,-0.25452171919444,,2.80097630214618e-07,0.000110048616322853,-0.254522,-0.254521
L_gap_pop,-25.8200002596761,,1.63316512592217e-07,6.32519407241344e-07,-25.82,-25.82
beta_L_gap_run_id_1159,0.0652502013924483,,1.62899560485914e-07,0.00024965372827917,0.0652499,0.0652505
beta_L_gap_run_id_1197,1.75083027334055,,2.50577466536999e-07,1.43119221978554e-05,1.75083,1.75083
beta_L_gap_run_id_152,-2.30971927331022,,1.72807498916034e-07,7.48175334175446e-06,-2.30972,-2.30972
beta_L_gap_run_id_411,-1.98080938235262,,1.16660593791947e-07,5.8895416606614e-06,-1.98081,-1.98081
beta_L_gap_run_id_462,-4.51288930758058,,1.86645320227752e-07,4.13582757091409e-06,-4.51289,-4.51289
eta_alpha_pop,0.0417904123192194,,0.0450888887523278,107.892902343037,-0.0465822,0.130163
beta_eta_alpha_run_id_1159,-3.67165402969678e-08,,0.0550524692793529,149939152.311416,-0.107901,0.107901
beta_eta_alpha_run_id_1197,-0.0191905439534701,,0.0548031466862977,285.573701397807,-0.126603,0.0882216
beta_eta_alpha_run_id_152,-1.58528731282149e-15,,0.0620557540819968,3.91447995452322e+15,-0.121627,0.121627
beta_eta_alpha_run_id_411,-9.75267845538336e-07,,0.0643532655892076,6598522.22993012,-0.126131,0.126129
beta_eta_alpha_run_id_462,-0.0474616085915888,,0.0540824843261368,113.94996067563,-0.153461,0.0585381
omega_h,6.78265701432132e-08,3.84504959987814e-06,nan,nan,nan,nan
omega_L_gap,3.0350441535446e-08,-1.17546247986857e-07,2.61391542928903e-08,86.1244613603485,8.74988e-09,1.05276e-07
acc,40.6332085399346,,27.9071142013611,68.6805576131989,13.8947,118.827
bcc,2.22044604925031e-16,,0.0394327693455495,1.77589405330804e+16,2.9561e-21,1.66786e-11
asample,27.6981790763634,,10.024159570567,36.1906807769947,14.4226,53.1934
bsample,0.173817009873642,,0.00712267289898901,4.09779969415358,0.160419,0.188334
avc,2.22044604925031e-16,,1493.65516539137,6.72682484627657e+20,5.51948e-22,8.9327e-11
bvc,0.0445195330621638,,0.0157144442426223,35.2978640200017,0.0235051,0.0843216
