rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.88666e-08,-1.67141e-08,2.14692e-08,-0.492522,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,3.81915e-08,-6.92239e-10,-1.29973e-08,-1.16865,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,6.57747e-09,-4.9242e-08,-2.78004e-08,-0.266141,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-3.91374e-08,2.58131e-08,-2.95524e-08,-0.374223,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,4.56857e-08,2.20075e-08,8.12883e-09,-0.773687,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-7.48332e-08,3.83595e-08,-7.97414e-08,-0.898312,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-1.59853e-08,1.76684e-08,9.90885e-09,-0.0820635,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-9.35397e-08,-3.4064e-08,2.8091e-08,-0.162306,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,9.7767e-08,-4.86942e-08,2.58577e-08,-0.961916,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-1.06505e-07,-1.04668e-08,2.8075e-08,-0.841565,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-6.69752e-08,7.12589e-10,-1.88038e-08,-0.949838,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.76806e-08,4.5771e-08,8.95045e-09,1.30804,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-4.84652e-08,-2.55568e-10,2.20903e-08,2.26209,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-6.46687e-08,-1.25299e-08,-4.41536e-09,2.7863,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,6.4203e-08,-5.4275e-08,-1.66182e-08,0.465899,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-3.8388e-08,-3.02509e-09,-3.56349e-08,1.15994,0,False,69.0|274,411
