rep,id,eta_L_gap,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-4.37685e-08,1.47438,-0.714692,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.29747e-08,1.58884,-1.0476,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-1.00059e-07,1.31524,-0.622287,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,3.82167e-08,1.32785,-0.589681,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.89826e-07,1.70742,-0.614302,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,7.69291e-08,1.72298,-0.646129,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.32011e-07,1.44118,-0.574146,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-1.1179e-07,1.53286,-0.287136,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-4.34694e-08,1.93313,-0.597173,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-6.32219e-09,1.91795,-0.513335,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-9.4128e-08,0.658264,2.02852,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-5.54511e-08,-2.65921,1.4046,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-1.02564e-07,1.8404,1.83096,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,6.27574e-08,-0.797563,-3.86823,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,3.1475e-08,-0.281153,1.04067,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-3.09415e-08,2.60322,1.71403,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-7.18149e-08,1.72801,7.09189,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-7.91654e-08,0.774901,-2.95028,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-6.58658e-08,0.784471,-1.25171,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,6.2008e-08,-0.407882,5.07384,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,5.64605e-08,-1.51197,0.288148,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-2.08438e-08,-0.676777,-4.29928,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-3.21236e-08,-0.6967,5.76876,0,0,False,69.0|274,411
