rep,id,U,L,L_gap,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,52967,768.839,0.781135,0.159,0.0244399,0.172299,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,52967,768.839,0.407286,0.159,0.00284856,0.172299,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,52967,768.839,2.16696,0.159,0.173282,0.172299,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,52967,768.839,0.801893,0.159,4.70651,0.172299,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,52967,768.839,0.396463,0.159,0.00022272,0.172299,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,52967,768.839,0.55916,0.159,0.280164,0.172299,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,52967,768.839,3.66785,0.159,7.53309,0.172299,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,52967,768.839,1.61021,0.159,14.1567,0.172299,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,52967,768.839,0.51961,0.158999,0.0574805,0.172299,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,52967,768.839,0.750756,0.159001,0.00465988,0.172299,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,52967,766.078,0.748275,0.159,25.3319,0.172299,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,52967,766.078,1.44271,0.159,1.54443e-05,0.172299,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,52967,766.078,0.516221,0.159,1016.02,0.172299,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,52967,766.078,0.904258,0.159001,0.0314163,0.172299,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,52967,766.078,0.860828,0.159,57.2629,0.172299,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,52967,766.078,1.08107,0.159,2.03832,0.172299,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,52967,766.078,0.33311,0.159,0.420528,0.172299,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,52967,766.078,1.35021,0.159,0.000308194,0.172299,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,52967,766.078,1.22799,0.159,10.0214,0.172299,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,52967,766.078,2.6563,0.158999,3.15186e-05,0.172299,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,52967,766.078,0.997349,0.159,3.98891,0.172299,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,52967,766.078,0.666152,0.159,16541.1,0.172299,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,52967,766.078,0.678618,0.159,9.69014,0.172299,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,52967,766.078,0.789038,0.159,2080.14,0.172299,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,52967,766.078,1.77005,0.159,1.88636e-06,0.172299,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,52967,766.078,0.656228,0.159,7.4114,0.172299,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,52967,767.538,0.469777,0.159,0.00256937,1.81039,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,52967,767.538,0.480336,0.159,0.000312063,1.81039,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,52967,767.538,0.592389,0.159,0.0060857,1.81039,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,52967,767.538,1.55611,0.159,0.0143372,1.81039,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,52967,767.538,3.45577,0.159,0.00879568,1.81039,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,52967,767.538,0.503367,0.159,0.000842973,1.81039,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,52967,767.538,2.31576,0.159,2.04596e-07,1.81039,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,52967,767.538,0.916599,0.159,2.00579e-06,1.81039,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,52967,767.538,2.51115,0.159,7.83868e-08,1.81039,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,52967,767.538,1.15485,0.159,3.55759e-07,1.81039,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,52967,765.719,2.5742,0.159,8.39463e-05,1.81039,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,52967,765.719,0.382218,0.159,3.5545e-07,1.81039,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,52967,765.719,3.86931,0.159,0.00219096,1.81039,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,52967,765.719,0.730748,0.159,0.015222,1.81039,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,52967,765.719,3.26054,0.159,0.00127484,1.81039,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,52967,765.719,1.55356,0.159,1.53881,1.81039,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,52967,765.719,0.80215,0.159,295.098,1.81039,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,52967,765.719,0.259196,0.159,0.0695606,1.81039,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,52967,765.719,2.15472,0.159,0.00473173,1.81039,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,52967,765.719,0.287386,0.158999,0.0174068,1.81039,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,52967,765.719,0.966566,0.159,1.6411,1.81039,False,69.0|233,705
1,14|705|14|705|vc|4|2|233|2|233|69.0,52967,765.719,0.481692,0.159,7.9409e-05,1.81039,False,69.0|233,705
1,14|705|14|705|vc|5|2|233|2|233|69.0,52967,765.719,0.466431,0.159,1610.03,1.81039,False,69.0|233,705
1,14|705|14|705|vc|6|2|233|2|233|69.0,52967,765.719,0.153906,0.159,1.30065e-05,1.81039,False,69.0|233,705
1,14|705|14|705|vc|7|2|233|2|233|69.0,52967,765.719,1.19636,0.159,5.56341e-05,1.81039,False,69.0|233,705
1,14|705|14|705|vc|8|2|233|2|233|69.0,52967,765.719,0.517857,0.158999,1.90203,1.81039,False,69.0|233,705
1,8|152|8|152|sample|8|322|8|322|65.0,52967,768.388,1.98874,0.159,59709.7,-0.732003,True,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,52967,768.388,1.3257,0.159,269.363,-0.732003,True,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,52967,768.388,3.15122,0.159,605.917,-0.732003,True,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,52967,768.388,1.21222,0.159,4.41906,-0.732003,True,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,52967,768.484,0.815036,0.159,0.000934825,-0.732003,True,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,52967,768.484,1.13734,0.159,0.224792,-0.732003,True,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,52967,768.484,0.575756,0.159,0.158715,-0.732003,True,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,52967,768.484,1.32776,0.159,0.0504932,-0.732003,True,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,52967,768.689,0.924294,0.159,0.006229,-0.732003,True,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,52967,768.689,0.466376,0.159,289.688,-0.732003,True,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,52967,765.73,0.690203,0.159,0.00381584,-0.732003,False,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,52967,765.73,0.854937,0.159,0.382491,-0.732003,False,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,52967,765.73,0.943342,0.159,2.35347,-0.732003,False,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,52967,765.73,2.85675,0.159001,0.620279,-0.732003,False,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,52967,765.73,1.23821,0.159,276.45,-0.732003,False,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,52967,765.73,1.41906,0.159,4376.53,-0.732003,False,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,52967,765.73,0.508908,0.159,0.00158632,-0.732003,False,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,52967,765.73,0.883805,0.159,3.63255e+08,-0.732003,False,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,52967,765.73,2.64556,0.159,5.18899,-0.732003,False,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,52967,765.73,2.62694,0.159,5.55606e-05,-0.732003,False,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,52967,765.73,2.38806,0.159,5026.66,-0.732003,False,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,52967,765.73,1.04085,0.159,272.284,-0.732003,False,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,52967,765.73,3.30714,0.158999,0.733697,-0.732003,False,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,52967,765.73,2.96548,0.159,158.077,-0.732003,False,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,52967,765.73,0.516192,0.159,23760.4,-0.732003,False,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,52967,765.73,1.90059,0.159,23.0774,-0.732003,False,69.0|322,152
1,8|1159|8|1159|sample|8|292|8|292|65.0,52967,768.487,1.79338,0.159,241.425,-0.729856,True,65.0|292,1159
1,8|1159|8|1159|sample|7|292|7|292|65.0,52967,768.487,0.467154,0.159,139.19,-0.729856,True,65.0|292,1159
1,8|1159|8|1159|sample|5|292|5|292|65.0,52967,768.487,0.830305,0.159,280.589,-0.729856,True,65.0|292,1159
1,8|1159|8|1159|sample|6|292|6|292|65.0,52967,768.487,0.856474,0.159,1272.97,-0.729856,True,65.0|292,1159
1,8|1159|8|1159|sample|11|292|11|292|28.0,52967,768.508,2.57504,0.159,2.081,-0.729856,True,28.0|292,1159
1,8|1159|8|1159|sample|12|292|12|292|28.0,52967,768.508,1.39924,0.159,0.0013525,-0.729856,True,28.0|292,1159
1,8|1159|8|1159|sample|9|292|9|292|28.0,52967,768.508,0.374678,0.159,0.852958,-0.729856,True,28.0|292,1159
1,8|1159|8|1159|sample|10|292|10|292|28.0,52967,768.508,0.311448,0.158999,386.201,-0.729856,True,28.0|292,1159
1,8|1159|8|1159|sample|4|292|4|292|22.0,52967,768.147,0.765625,0.159,5051.94,-0.729856,True,22.0|292,1159
1,8|1159|8|1159|sample|3|292|3|292|22.0,52967,768.147,0.823957,0.159,581.701,-0.729856,True,22.0|292,1159
1,8|1159|8|1159|cc|1|1|292|1|292|69.0,52967,765.831,0.751566,0.159,0.0980829,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|cc|2|1|292|1|292|69.0,52967,765.831,1.02858,0.159,4.37591e-05,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|cc|3|1|292|1|292|69.0,52967,765.831,0.145475,0.159,11.4256,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|cc|4|1|292|1|292|69.0,52967,765.831,0.546459,0.159,2.30888,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|cc|5|1|292|1|292|69.0,52967,765.831,1.58262,0.159,75.2216,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|cc|6|1|292|1|292|69.0,52967,765.831,0.812617,0.159,0.000171496,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|cc|7|1|292|1|292|69.0,52967,765.831,7.06363,0.159,0.820243,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|cc|8|1|292|1|292|69.0,52967,765.831,0.793735,0.159,5.29078e-07,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|vc|1|2|292|2|292|69.0,52967,765.831,1.04364,0.159001,0.122489,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|vc|2|2|292|2|292|69.0,52967,765.831,0.916806,0.158999,0.27026,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|vc|3|2|292|2|292|69.0,52967,765.831,1.03727,0.159,0.00317969,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|vc|4|2|292|2|292|69.0,52967,765.831,10.3067,0.159,7.46632e-05,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|vc|5|2|292|2|292|69.0,52967,765.831,0.724928,0.159,0.000469766,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|vc|6|2|292|2|292|69.0,52967,765.831,1.10952,0.159,4.59198,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|vc|7|2|292|2|292|69.0,52967,765.831,3.13445,0.159,29.2385,-0.729856,False,69.0|292,1159
1,8|1159|8|1159|vc|8|2|292|2|292|69.0,52967,765.831,0.296287,0.159,534.158,-0.729856,False,69.0|292,1159
1,8|1197|8|1197|sample|7|103|7|103|65.0,52967,768.505,0.90265,0.159,0.00534982,-0.729856,True,65.0|103,1197
1,8|1197|8|1197|sample|8|103|8|103|65.0,52967,768.505,0.671338,0.159,0.0321362,-0.729856,True,65.0|103,1197
1,8|1197|8|1197|sample|6|103|6|103|65.0,52967,768.505,0.883732,0.158999,0.00421801,-0.729856,True,65.0|103,1197
1,8|1197|8|1197|sample|5|103|5|103|65.0,52967,768.505,0.534032,0.159,1.09583,-0.729856,True,65.0|103,1197
1,8|1197|8|1197|sample|12|103|12|103|28.0,52967,768.444,0.480404,0.159,1.60065e-05,-0.729856,True,28.0|103,1197
1,8|1197|8|1197|sample|10|103|10|103|28.0,52967,768.444,4.20493,0.159,393.625,-0.729856,True,28.0|103,1197
1,8|1197|8|1197|sample|9|103|9|103|28.0,52967,768.444,0.755601,0.159,0.0634993,-0.729856,True,28.0|103,1197
1,8|1197|8|1197|sample|3|103|3|103|22.0,52967,768.6,0.715315,0.159,0.215084,-0.729856,True,22.0|103,1197
1,8|1197|8|1197|sample|4|103|4|103|22.0,52967,768.6,0.986605,0.159,0.0570433,-0.729856,True,22.0|103,1197
1,8|1197|8|1197|sample|11|103|11|103|28.0,52967,768.444,0.400048,0.159,0.00481132,-0.729856,True,28.0|103,1197
1,8|1197|8|1197|cc|1|1|103|1|103|69.0,52967,765.679,0.203217,0.159,4.48245e-06,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|cc|2|1|103|1|103|69.0,52967,765.679,1.29202,0.159,137.364,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|cc|3|1|103|1|103|69.0,52967,765.679,0.696788,0.159,5.07668,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|cc|4|1|103|1|103|69.0,52967,765.679,1.14192,0.159,17.7939,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|cc|5|1|103|1|103|69.0,52967,765.679,1.9362,0.159,0.036912,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|cc|6|1|103|1|103|69.0,52967,765.679,0.74839,0.159,72.8499,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|cc|7|1|103|1|103|69.0,52967,765.679,1.44316,0.159,0.115031,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|cc|8|1|103|1|103|69.0,52967,765.679,0.786252,0.159,0.0358807,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|vc|1|2|103|2|103|69.0,52967,765.679,0.984493,0.159,2769.74,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|vc|2|2|103|2|103|69.0,52967,765.679,0.471251,0.159,4.33905,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|vc|3|2|103|2|103|69.0,52967,765.679,0.532209,0.159,0.000443993,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|vc|4|2|103|2|103|69.0,52967,765.679,1.39933,0.159,0.23809,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|vc|5|2|103|2|103|69.0,52967,765.679,6.35945,0.159,0.0128052,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|vc|6|2|103|2|103|69.0,52967,765.679,0.813203,0.159,0.000827355,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|vc|7|2|103|2|103|69.0,52967,765.679,0.487978,0.159,0.00319616,-0.729856,False,69.0|103,1197
1,8|1197|8|1197|vc|8|2|103|2|103|69.0,52967,765.679,1.2397,0.159,0.0338388,-0.729856,False,69.0|103,1197
