id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,4.24123,1.55694,0.648783,0.0933515,6.82553e-05,4.23458,1.55506,0.617407,0.093329,6.76232e-05,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,4.24123,1.55694,0.366975,0.0933515,6.82553e-05,4.23458,1.55506,0.347133,0.093329,6.76232e-05,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,4.24123,1.55694,0.699065,0.0933515,6.82553e-05,4.23458,1.55506,0.678224,0.093329,6.76232e-05,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,4.24123,1.55694,0.758153,0.0933515,6.82553e-05,4.23458,1.55506,0.728651,0.093329,6.76232e-05,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,4.24123,1.55694,0.467972,0.0933515,6.82553e-05,4.23458,1.55506,0.476739,0.093329,6.76232e-05,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,4.24123,1.55694,0.480317,0.0933515,6.82553e-05,4.23458,1.55506,0.443428,0.093329,6.76232e-05,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,4.24123,1.55694,0.643011,0.0933515,6.82553e-05,4.23458,1.55506,0.619792,0.093329,6.76232e-05,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,4.24123,1.55694,0.730642,0.0933515,6.82553e-05,4.23458,1.55506,0.71393,0.093329,6.76232e-05,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,4.24123,1.55694,0.419443,0.0933515,6.82553e-05,4.23458,1.55506,0.399651,0.093329,6.76232e-05,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,4.24123,1.55694,0.507953,0.0933515,6.82553e-05,4.23458,1.55506,0.479097,0.093329,6.76232e-05,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,4.2412,1.55692,5905.37,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,4.2412,1.55692,8554.33,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,4.2412,1.55692,3449.46,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,4.2412,1.55692,10405.2,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,4.2412,1.55692,4222.54,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,4.2412,1.55692,3852.67,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,4.2412,1.55692,7508.04,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,4.2412,1.55692,7414.93,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,4.2412,1.55692,3838.97,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,4.2412,1.55692,4268.33,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,4.2412,1.55692,3253.09,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,4.2412,1.55692,6620.57,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,4.2412,1.55692,28944.4,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,4.2412,1.55692,5959.88,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,4.2412,1.55692,5669.05,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,4.2412,1.55692,8203.91,0.0933515,6.82553e-05,4.23456,1.55504,286.286,0.093329,6.76232e-05,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,4.24127,1.55694,43.4965,0.0931011,0.000121759,4.23462,1.55506,32.8789,0.093078,0.00012139,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,4.24127,1.55694,37.4995,0.0931011,0.000121759,4.23462,1.55506,33.7554,0.093078,0.00012139,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,4.24127,1.55694,23.2078,0.0931011,0.000121759,4.23462,1.55506,20.6656,0.093078,0.00012139,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,4.24127,1.55694,22.1071,0.0931011,0.000121759,4.23462,1.55506,20.5404,0.093078,0.00012139,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,4.24127,1.55694,0.0675531,0.0931011,0.000121759,4.23462,1.55506,0.067812,0.093078,0.00012139,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,4.24127,1.55694,0.0857707,0.0931011,0.000121759,4.23462,1.55506,0.0798848,0.093078,0.00012139,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,4.24127,1.55694,34.6538,0.0931011,0.000121759,4.23462,1.55506,32.8182,0.093078,0.00012139,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,4.24127,1.55694,35.8859,0.0931011,0.000121759,4.23462,1.55506,33.8578,0.093078,0.00012139,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,4.24127,1.55694,0.020612,0.0931011,0.000121759,4.23462,1.55506,0.0196337,0.093078,0.00012139,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,4.24127,1.55694,0.0203703,0.0931011,0.000121759,4.23462,1.55506,0.0197657,0.093078,0.00012139,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,4.24117,1.55692,3548.97,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,4.24117,1.55692,2870.97,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,4.24117,1.55692,5256.03,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,4.24117,1.55692,5599.46,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,4.24117,1.55692,2698.5,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,4.24117,1.55692,3429.81,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,4.24117,1.55692,2670.61,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,4.24117,1.55692,6511.1,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,4.24117,1.55692,4447.01,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,4.24117,1.55692,3817.75,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|vc|3|2|71|2|71|69.0,4.24117,1.55692,2603.56,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|vc|4|2|71|2|71|69.0,4.24117,1.55692,7950,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|vc|5|2|71|2|71|69.0,4.24117,1.55692,9070.53,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
14|783|14|783|vc|6|2|71|2|71|69.0,4.24117,1.55692,2652.41,0.0931011,0.000121759,4.23452,1.55504,286.286,0.093078,0.00012139,False,69.0|71,783
