id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-0.0720539,-6.13635e-10,-0.600993,0,0,-0.0217048,1.26565e-14,-0.578928,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-0.241847,3.38993e-09,-1.15228,0,0,-0.0131078,9.4369e-15,-1.14522,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-0.0295124,2.16035e-09,-0.456611,0,0,-0.00226063,3.4972e-15,-0.469013,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.187761,-3.73085e-09,-0.383761,0,0,0.00172469,-5.60663e-15,-0.405125,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-0.23046,1.31164e-09,-0.849959,0,0,-0.0340698,-8.43769e-15,-0.843357,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-0.306175,3.30716e-09,-0.89777,0,0,-0.025041,-4.66294e-15,-0.914468,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-0.156293,4.40465e-09,-0.539147,0,0,-2.49295e-05,-1.33227e-14,-0.559941,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-0.156135,-6.80595e-10,-0.386957,0,0,-0.00192738,3.10862e-15,-0.406086,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-0.191565,1.41721e-10,-0.972961,0,0,-0.0298833,-2.83107e-15,-0.986609,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-0.203246,-4.2213e-09,-0.805698,0,0,-0.023777,-3.83027e-15,-0.817139,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.0433227,3.60564e-09,-0.0126957,0,0,1.87257e-08,4.10783e-15,2.71104e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.0510239,-8.61631e-10,-0.258753,0,0,2.29232e-07,1.11022e-15,2.86943e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.0690331,2.10937e-09,0.0474803,0,0,-2.13624e-07,-3.33067e-15,3.19729e-08,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0362164,-3.25522e-09,-0.0347465,0,0,2.48987e-08,3.88578e-15,-4.52347e-08,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.0898953,1.48794e-09,0.158415,0,0,3.97937e-08,6.66134e-16,-5.06851e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.0325202,1.47797e-09,0.306283,0,0,-3.01254e-08,-4.21885e-15,2.9451e-07,0,0,False,69.0|274,411
