id,importanceSampling
411|4,162.410726
411|3,161.940610
411|5,169.024825
411|6,168.729574
411|8,161.787495
411|7,161.699708
411|9,168.314677
411|10,169.051049
411|12,161.435661
411|11,161.664307
411|1,83.979606
411|2,148.128156
783|3,265.691177
783|4,259.184804
783|5,216.832904
783|6,213.829130
783|7,169.479048
783|8,168.683934
783|10,265.083148
783|9,265.320335
783|12,174.527339
783|11,174.929364
783|1,81.762342
783|2,157.351657
491|10,182.569144
491|9,182.896241
491|12,172.842124
491|11,173.883433
491|4,170.985021
491|3,169.871658
491|6,170.837824
491|5,171.169249
491|7,189.065107
491|8,187.584673
491|1,64.241087
491|2,151.285129
433|4,191.853015
433|3,184.450114
433|6,172.738699
433|5,174.427131
433|8,186.731196
433|7,186.560318
433|10,173.688882
433|9,173.673564
433|11,167.307382
433|12,175.761252
433|1,64.685341
433|2,160.993148
297|3,170.290817
297|4,170.685434
297|5,181.247905
297|6,180.772819
297|8,173.844637
297|7,174.223289
297|9,178.438919
297|10,178.268225
297|12,181.978591
297|11,194.750482
297|1,67.955487
297|2,149.421984
183|4,159.187917
183|3,159.138479
183|6,159.882553
183|5,159.865725
183|7,159.078913
183|8,159.063501
183|10,128.309140
183|9,159.971425
183|12,158.235850
183|11,158.748707
183|1,88.146216
183|2,121.917712
705|3,164.618240
705|4,165.153493
705|5,165.192104
705|6,165.446150
705|7,165.586143
705|8,165.353799
705|10,159.599401
705|9,159.564647
705|12,158.256806
705|11,158.866214
705|1,67.324940
705|2,125.664369
555|4,164.678224
555|3,164.715183
555|5,165.065720
555|6,164.855226
555|7,163.316368
555|8,163.630072
555|9,164.585862
555|10,165.327396
555|12,164.484908
555|11,165.400341
555|1,80.116066
555|2,135.816671
394|5,170.873086
394|6,169.147505
394|7,207.672822
394|8,213.416266
394|10,167.139183
394|9,165.388147
394|12,170.575027
394|11,172.443590
394|3,169.973325
394|4,169.912898
394|1,63.433490
394|2,141.091858
1099|3,158.311120
1099|4,158.410667
1099|5,159.068139
1099|6,159.016655
1099|8,158.547241
1099|7,158.571520
1099|9,158.446114
1099|10,158.463485
1099|11,158.249894
1099|12,158.129506
1099|1,67.595057
1099|2,120.216847
611|4,160.472275
611|3,160.529069
611|5,159.271378
611|6,159.610805
611|7,160.276289
611|8,161.309118
611|9,158.921902
611|10,158.818953
611|12,160.181026
611|11,160.702434
611|1,67.802020
611|2,125.268469
84|5,172.326574
84|6,173.502589
84|4,175.411914
84|3,175.168604
84|9,169.669012
84|10,169.796428
84|7,173.959230
84|8,173.452452
84|12,169.016263
84|11,169.820063
84|1,76.885876
84|2,156.730298
1042|8,167.710681
1042|7,167.465081
1042|6,169.843684
1042|5,169.462933
1042|12,166.872932
1042|11,167.013523
1042|9,170.157430
1042|10,169.445521
1042|4,168.202561
1042|3,167.822936
1042|1,82.943725
1042|2,157.900839
719|5,170.410883
719|6,170.712599
719|3,174.306762
719|4,174.505618
719|10,136.872255
719|9,168.945787
719|8,171.541130
719|7,171.578108
719|12,167.496856
719|11,167.441951
719|1,80.392894
719|2,166.230555
863|7,165.583062
863|8,165.556452
863|6,168.462820
863|5,168.193364
863|11,164.503813
863|12,164.475284
863|9,166.811123
863|10,166.877502
863|3,165.295064
863|4,165.468556
863|1,79.893867
863|2,157.270228
488|6,277.841329
488|5,280.837181
488|4,280.179398
488|3,270.517461
488|10,176.172427
488|9,175.666463
488|8,177.019677
488|7,177.610136
488|11,170.579160
488|12,170.802397
488|1,78.185162
488|2,155.381532
152|8,167.454350
152|7,167.798990
152|6,169.817886
152|5,169.362836
152|12,171.981032
152|11,170.016211
152|10,140.150336
152|9,171.598539
152|3,168.164070
152|4,168.221311
152|1,78.490596
152|2,152.910757
847|6,189.262302
847|3,189.994496
847|4,189.716262
847|10,184.422180
847|9,184.243122
847|7,185.076299
847|8,185.761280
847|12,173.820749
847|11,174.662224
847|5,192.700051
847|1,84.961320
847|2,162.924991
1241|8,171.366114
1241|7,171.941082
1241|5,174.574068
1241|6,175.147226
1241|11,173.718951
1241|12,171.609215
1241|9,174.829785
1241|10,175.730662
1241|3,148.510325
1241|4,180.681863
1241|1,78.979528
1241|2,162.966866
474|5,173.158784
474|6,173.428682
474|3,178.363278
474|4,177.928617
474|9,190.626482
474|10,190.512077
474|8,193.006614
474|7,193.538987
474|12,169.453745
474|11,170.275687
474|1,82.110300
474|2,161.473137
1056|8,167.606808
1056|7,167.428238
1056|6,169.995250
1056|5,169.969734
1056|12,180.760557
1056|11,180.137738
1056|10,179.012441
1056|9,146.792120
1056|4,135.922923
1056|3,135.874221
1056|1,78.112027
1056|2,161.661297
462|6,190.364510
462|5,190.613150
462|4,188.978338
462|3,188.109533
462|9,167.847007
462|10,168.196256
462|7,172.277338
462|8,171.785447
462|11,173.373241
462|12,171.889054
462|1,91.017103
462|2,162.043530
1159|8,170.806286
1159|7,170.681408
1159|5,173.377837
1159|6,173.293019
1159|11,166.417376
1159|12,165.660073
1159|9,172.452506
1159|10,171.912453
1159|4,172.794819
1159|3,171.976200
1159|1,81.208672
1159|2,160.757364
75|6,157.285889
75|5,157.256344
75|3,158.375711
75|4,158.370305
75|9,160.073106
75|10,160.021356
75|7,160.611770
75|8,160.512649
75|12,157.238781
75|11,157.698595
75|1,77.507210
75|2,125.877286
1017|7,158.789269
1017|8,158.685675
1017|5,159.201902
1017|6,159.270326
1017|12,158.085511
1017|11,158.117973
1017|10,158.604838
1017|9,126.697461
1017|4,157.365047
1017|3,157.127930
1017|1,87.638060
1017|2,135.600821
291|6,170.749364
291|5,170.416811
291|4,175.425118
291|3,174.826112
291|9,186.602589
291|10,186.746453
291|8,188.124104
291|7,189.720552
291|11,187.917928
291|12,181.265265
291|1,47.901102
291|2,158.588651
1197|7,181.026126
1197|8,180.773627
1197|6,183.654710
1197|5,182.221000
1197|12,181.160520
1197|10,186.221459
1197|9,153.620477
1197|3,180.510378
1197|4,181.514532
1197|11,185.065164
1197|1,80.971033
1197|2,157.640800
77|6,177.925553
77|5,177.307017
77|3,179.134968
77|4,146.844241
77|9,167.771290
77|10,135.822729
77|8,168.105804
77|7,168.129381
77|12,161.683787
77|11,161.810044
77|1,79.628513
77|2,142.167982
745|7,178.441972
745|8,175.638238
745|6,178.271497
745|5,175.682702
745|3,160.481176
745|11,168.222301
745|12,166.367812
745|10,168.546675
745|9,168.226105
745|4,160.777851
745|1,78.668270
745|2,141.396756
322|6,160.537494
322|5,160.280166
322|3,164.091501
322|4,164.266329
322|10,178.820083
322|9,177.641022
322|7,180.207051
322|8,179.652975
322|12,162.331181
322|11,162.465578
322|1,91.449903
322|2,174.953405
1043|6,162.469923
1043|7,159.559370
1043|8,159.006840
1043|5,162.149714
1043|11,160.079716
1043|12,158.982627
1043|10,161.570237
1043|9,162.336618
1043|4,160.776328
1043|3,160.792608
1043|1,72.717782
1043|2,152.900060
963|6,186.912902
963|5,186.121582
963|4,188.210321
963|3,186.926611
963|10,161.206272
963|9,160.719933
963|7,162.940270
963|8,131.171666
963|11,166.771907
963|12,133.221067
963|1,87.296492
963|2,143.659956
1260|8,180.613760
1260|7,182.473144
1260|6,178.216518
1260|5,176.867484
1260|11,160.597297
1260|12,159.380023
1260|10,161.843924
1260|9,162.363940
1260|4,165.915915
1260|3,165.150038
1260|1,90.319777
1260|2,145.052713
