rep,id,eta_L_gap,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.411854,0.239268,0.271358,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-7.23387,-0.019782,-0.51984,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.79801,-0.0894251,0.268195,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.906682,0.105148,0.326237,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-2.56276,0.107617,-0.0252527,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.18258,0.125881,-0.149538,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-5.36651,0.0468034,0.0583363,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-3.33277,-0.0533246,0.315066,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-0.785513,0.0597333,-0.298882,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,2.76582,0.332032,0.168257,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-1.29196,-0.317275,-0.250755,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,2.28902,0.9677,-0.021839,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-0.297139,0.0474907,0.914991,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-4.03351,0.780354,0.774124,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-4.11262,-0.498032,1.6172,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-6.3734,0.676868,-0.12944,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-1.8034,-0.687686,-0.204234,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-4.64318,0.439479,-0.159267,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-4.70177,0.28165,0.0922856,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-4.83538,0.703211,0.522565,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.828665,-0.112593,-1.52503,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,6.18763,0.0160161,0.28893,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.35569,-0.277837,0.106644,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-0.380297,-0.337539,-0.307697,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1.00016,-0.611429,0.417637,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-0.0347933,-0.559222,-0.571226,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,7.69898,-0.385457,3.4818,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,-0.417865,-0.987914,2.84124,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,1.92654,-0.73907,2.6712,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,3.5746,-0.77042,2.59178,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,3.12617,-0.236356,-2.10008,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,-4.88233,-0.213441,-1.87002,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,8.10181,-0.277404,3.3866,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,-3.00981,-0.802419,3.45179,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,-5.36891,0.214924,-2.82347,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0.897214,0.354146,-2.59197,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,-2.11587,-0.112952,-0.0338356,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,3.1356,-0.182061,0.639971,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,1.71987,-0.555912,-0.187919,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,-3.26738,-0.318366,-1.63714,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,2.62984,-0.987303,-1.79943,0,0,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,-1.09307,0.620012,-0.498002,0,0,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,0.927159,-0.297669,-1.24983,0,0,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,-1.70923,0.904995,1.81418,0,0,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,-2.37858,0.731764,-1.3796,0,0,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,2.58685,-0.328266,-0.310697,0,0,False,69.0|71,783
