rep,id,U_offset,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,5.69387,451.358,1.32437,1.88549,6472.19,11.6531,True,70.0|274,411
1,9|411|sample|3|274,5.69387,451.358,1.32437,3.43866,6472.19,11.6531,True,70.0|274,411
1,9|411|sample|5|274,5.69387,451.358,1.32437,1.6628,6472.19,11.6531,True,70.0|274,411
1,9|411|sample|6|274,5.69387,451.358,1.32437,1.62739,6472.19,11.6531,True,70.0|274,411
1,9|411|sample|8|274,5.69387,451.358,1.32437,2.23955,6472.19,11.6531,True,70.0|274,411
1,9|411|sample|7|274,5.69387,451.358,1.32437,3.30297,6472.19,11.6531,True,70.0|274,411
1,9|411|sample|9|274,5.69387,451.358,1.32437,1.39657,6472.19,11.6531,True,70.0|274,411
1,9|411|sample|10|274,5.69387,451.358,1.32437,1.37939,6472.19,11.6531,True,70.0|274,411
1,9|411|sample|12|274,5.69387,451.358,1.32437,3.40203,6472.19,11.6531,True,70.0|274,411
1,9|411|sample|11|274,5.69387,451.358,1.32437,2.84203,6472.19,11.6531,True,70.0|274,411
1,9|411|cc|1|1|274,5.69325,451.358,1.32431,44.3034,6472.19,11.6531,False,69.0|274,411
1,9|411|cc|2|1|274,5.69325,451.358,1.32431,75.6188,6472.19,11.6531,False,69.0|274,411
1,9|411|cc|3|1|274,5.69325,451.358,1.32431,42.7705,6472.19,11.6531,False,69.0|274,411
1,9|411|cc|4|1|274,5.69325,451.358,1.32431,3.66631,6472.19,11.6531,False,69.0|274,411
1,9|411|cc|5|1|274,5.69325,451.358,1.32431,52.9622,6472.19,11.6531,False,69.0|274,411
1,9|411|cc|6|1|274,5.69325,451.358,1.32431,16.6207,6472.19,11.6531,False,69.0|274,411
1,9|411|cc|7|1|274,5.69325,451.358,1.32431,103.067,6472.19,11.6531,False,69.0|274,411
1,9|411|cc|8|1|274,5.69325,451.358,1.32431,50.5517,6472.19,11.6531,False,69.0|274,411
1,9|411|vc|1|2|274,5.69325,451.358,1.32431,84.7432,6472.19,11.6531,False,69.0|274,411
1,9|411|vc|2|2|274,5.69325,451.358,1.32431,189.623,6472.19,11.6531,False,69.0|274,411
1,9|411|vc|3|2|274,5.69325,451.358,1.32431,265.846,6472.19,11.6531,False,69.0|274,411
1,9|411|vc|4|2|274,5.69325,451.358,1.32431,250.452,6472.19,11.6531,False,69.0|274,411
1,9|411|vc|5|2|274,5.69325,451.358,1.32431,34.816,6472.19,11.6531,False,69.0|274,411
1,9|411|vc|6|2|274,5.69325,451.358,1.32431,7.61035,6472.19,11.6531,False,69.0|274,411
1,9|411|vc|7|2|274,5.69325,451.358,1.32431,31.7792,6472.19,11.6531,False,69.0|274,411
1,9|411|vc|8|2|274,5.69325,451.358,1.32431,10.7511,6472.19,11.6531,False,69.0|274,411
1,14|783|sample|3|71,5.69587,451.358,1.32437,0.0450979,6472.19,11.6533,True,6.0|71,783
1,14|783|sample|4|71,5.69587,451.358,1.32437,0.0340465,6472.19,11.6533,True,6.0|71,783
1,14|783|sample|5|71,5.69587,451.358,1.32437,0.0729675,6472.19,11.6533,True,6.0|71,783
1,14|783|sample|6|71,5.69587,451.358,1.32437,0.0772837,6472.19,11.6533,True,6.0|71,783
1,14|783|sample|7|71,5.69587,451.358,1.32437,14.6477,6472.19,11.6533,True,6.0|71,783
1,14|783|sample|8|71,5.69587,451.358,1.32437,16.1665,6472.19,11.6533,True,6.0|71,783
1,14|783|sample|10|71,5.69587,451.358,1.32437,0.0423233,6472.19,11.6533,True,6.0|71,783
1,14|783|sample|9|71,5.69587,451.358,1.32437,0.0373672,6472.19,11.6533,True,6.0|71,783
1,14|783|sample|12|71,5.69587,451.358,1.32437,51.9356,6472.19,11.6533,True,6.0|71,783
1,14|783|sample|11|71,5.69587,451.358,1.32437,63.6671,6472.19,11.6533,True,6.0|71,783
1,14|783|cc|1|1|71,5.69306,451.358,1.32431,0.438242,6472.19,11.6533,False,69.0|71,783
1,14|783|cc|2|1|71,5.69306,451.358,1.32431,0.19945,6472.19,11.6533,False,69.0|71,783
1,14|783|cc|3|1|71,5.69306,451.358,1.32431,0.372671,6472.19,11.6533,False,69.0|71,783
1,14|783|cc|4|1|71,5.69306,451.358,1.32431,0.68189,6472.19,11.6533,False,69.0|71,783
1,14|783|cc|5|1|71,5.69306,451.358,1.32431,0.0607506,6472.19,11.6533,False,69.0|71,783
1,14|783|cc|6|1|71,5.69306,451.358,1.32431,0.907056,6472.19,11.6533,False,69.0|71,783
1,14|783|cc|7|1|71,5.69306,451.358,1.32431,0.145096,6472.19,11.6533,False,69.0|71,783
1,14|783|cc|8|1|71,5.69306,451.358,1.32431,0.529713,6472.19,11.6533,False,69.0|71,783
1,14|783|vc|1|2|71,5.69306,451.358,1.32431,0.258249,6472.19,11.6533,False,69.0|71,783
1,14|783|vc|2|2|71,5.69306,451.358,1.32431,1.07533,6472.19,11.6533,False,69.0|71,783
1,14|783|vc|3|2|71,5.69306,451.358,1.32431,0.445643,6472.19,11.6533,False,69.0|71,783
1,14|783|vc|4|2|71,5.69306,451.358,1.32431,0.342748,6472.19,11.6533,False,69.0|71,783
1,14|783|vc|5|2|71,5.69306,451.358,1.32431,0.509848,6472.19,11.6533,False,69.0|71,783
1,14|783|vc|6|2|71,5.69306,451.358,1.32431,0.271641,6472.19,11.6533,False,69.0|71,783
