rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,552056,0.660662,7623.37,-2.74127,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,552056,0.660662,7623.37,-2.74127,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,552056,0.660662,7623.37,-2.74127,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,552056,0.660662,7623.37,-2.74127,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,552056,0.660662,7623.37,-2.74127,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,552056,0.660662,7623.37,-2.74127,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,552056,0.660662,7623.37,-2.74127,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,552056,0.660662,7623.37,-2.74127,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,552056,0.660662,7623.37,-2.74127,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,552056,0.660662,7623.37,-2.74127,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,41495,0.665467,7623.41,-3.33136,69.0|274,411
