id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.60278,0.929775,2.47909,-2.26898,1.62216,0.929775,2.47909,-2.26898,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.956048,0.929775,2.47909,-2.26898,0.932913,0.929775,2.47909,-2.26898,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.76484,0.929775,2.47909,-2.26898,1.77328,0.929775,2.47909,-2.26898,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.95019,0.929775,2.47909,-2.26898,1.90452,0.929775,2.47909,-2.26898,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.25952,0.929775,2.47909,-2.26898,1.25058,0.929775,2.47909,-2.26898,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.16041,0.929775,2.47909,-2.26898,1.16792,0.929775,2.47909,-2.26898,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.63142,0.929775,2.47909,-2.26898,1.64298,0.929775,2.47909,-2.26898,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.89025,0.929775,2.47909,-2.26898,1.88727,0.929775,2.47909,-2.26898,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.11362,0.929775,2.47909,-2.26898,1.12571,0.929775,2.47909,-2.26898,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.28431,0.929775,2.47909,-2.26898,1.27727,0.929775,2.47909,-2.26898,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.13532,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.06153,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.17409,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.23728,1.7248,28.1034,-2.83615,1.02219,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.12677,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.12153,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.22717,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.00154,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.17437,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.24454,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.12249,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.25372,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.19816,1.7248,28.1034,-2.83615,1.01001,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.31393,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.18641,1.7248,28.1034,-2.83615,0.999487,1.7248,28.1034,-2.83615,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1.17468,1.7248,28.1034,-2.83615,1,1.7248,28.1034,-2.83615,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.449374,0.829621,1.79046,0.307404,0.448428,0.829621,1.79046,0.307404,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.503836,0.829621,1.79046,0.307404,0.496748,0.829621,1.79046,0.307404,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.487504,0.829621,1.79046,0.307404,0.487212,0.829621,1.79046,0.307404,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.439842,0.829621,1.79046,0.307404,0.438552,0.829621,1.79046,0.307404,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.683547,0.599481,3.84501,-4.76233,0.678268,0.599481,3.84501,-4.76233,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.821428,0.599481,3.84501,-4.76233,0.80989,0.599481,3.84501,-4.76233,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.81053,0.599481,3.84501,-4.76233,0.789656,0.599481,3.84501,-4.76233,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.951093,0.599481,3.84501,-4.76233,0.950937,0.599481,3.84501,-4.76233,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.462421,0.704369,2.15058,-2.70423,0.45824,0.704369,2.15058,-2.70423,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.516164,0.704369,2.15058,-2.70423,0.517783,0.704369,2.15058,-2.70423,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,1.20831,2.33322,1.67795,-2.31655,1,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,1.10491,2.33322,1.67795,-2.31655,1,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,1.247,2.33322,1.67795,-2.31655,1,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,1.22587,2.33322,1.67795,-2.31655,1,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,1.19132,2.33322,1.67795,-2.31655,1,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,1.1424,2.33322,1.67795,-2.31655,1,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,1.22317,2.33322,1.67795,-2.31655,1,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,1.208,2.33322,1.67795,-2.31655,1.01222,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,1.13094,2.33322,1.67795,-2.31655,1,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,1.30471,2.33322,1.67795,-2.31655,1,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,1.15569,2.33322,1.67795,-2.31655,1,2.33322,1.67795,-2.31655,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,1.11359,2.33322,1.67795,-2.31655,0.999999,2.33322,1.67795,-2.31655,69.0|322,152
