rep,id,U,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,1,0.00149161,1.43277,0.077405,0.187359,0.0710837,False,69.0|162,84
1,8|84|cc|2|1|162,1,0.00149161,1.43277,0.56574,0.187359,0.0710837,False,69.0|162,84
1,8|84|cc|3|1|162,1,0.00149161,1.43277,6.29961,0.187359,0.0710837,False,69.0|162,84
1,8|84|cc|4|1|162,1,0.00149161,1.43277,1.19659,0.187359,0.0710837,False,69.0|162,84
1,8|84|cc|5|1|162,1,0.00149161,1.43277,1.76381,0.187359,0.0710837,False,69.0|162,84
1,8|84|cc|6|1|162,1,0.00149161,1.43277,12.036,0.187359,0.0710837,False,69.0|162,84
1,8|84|cc|7|1|162,1,0.00149161,1.43277,0.531347,0.187359,0.0710837,False,69.0|162,84
1,8|84|cc|8|1|162,1,0.00149161,1.43277,4.29021,0.187359,0.0710837,False,69.0|162,84
1,8|84|sample|10|162,1,0.00149159,1.43276,2.37566,0.187359,0.0710837,True,32.0|162,84
1,8|84|sample|11|162,1,0.00149161,1.43276,1.9103,0.187359,0.0710837,True,22.0|162,84
1,8|84|sample|12|162,1,0.00149161,1.43276,2.80135,0.187359,0.0710837,True,22.0|162,84
1,8|84|sample|3|162,1,0.00149161,1.43276,0.456886,0.187359,0.0710837,True,55.0|162,84
1,8|84|sample|4|162,1,0.00149161,1.43276,0.80043,0.187359,0.0710837,True,55.0|162,84
1,8|84|sample|5|162,1,0.00149161,1.43276,0.159937,0.187359,0.0710837,True,55.0|162,84
1,8|84|sample|6|162,1,0.00149161,1.43276,0.306074,0.187359,0.0710837,True,55.0|162,84
1,8|84|sample|7|162,1,0.00149159,1.43276,2.0558,0.187359,0.0710837,True,32.0|162,84
1,8|84|sample|8|162,1,0.00149159,1.43276,3.19052,0.187359,0.0710837,True,32.0|162,84
1,8|84|sample|9|162,1,0.00149159,1.43276,2.61671,0.187359,0.0710837,True,32.0|162,84
1,8|84|vc|1|2|162,1,0.00149161,1.43277,0.201672,0.187359,0.0710837,False,69.0|162,84
1,8|84|vc|2|2|162,1,0.00149161,1.43277,14.6529,0.187359,0.0710837,False,69.0|162,84
1,8|84|vc|3|2|162,1,0.00149161,1.43277,1.48445,0.187359,0.0710837,False,69.0|162,84
1,8|84|vc|4|2|162,1,0.00149161,1.43277,3.35373,0.187359,0.0710837,False,69.0|162,84
1,8|84|vc|5|2|162,1,0.00149161,1.43277,0.785141,0.187359,0.0710837,False,69.0|162,84
1,8|84|vc|6|2|162,1,0.00149161,1.43277,9.83478,0.187359,0.0710837,False,69.0|162,84
1,8|84|vc|7|2|162,1,0.00149161,1.43277,0.307912,0.187359,0.0710837,False,69.0|162,84
1,8|84|vc|8|2|162,1,0.00149161,1.43277,27.3757,0.187359,0.0710837,False,69.0|162,84
1,8|719|cc|1|1|274,1,0.00149173,1.43277,0.0737413,0.180221,0.0710877,False,69.0|274,719
1,8|719|cc|2|1|274,1,0.00149173,1.43277,0.313594,0.180221,0.0710877,False,69.0|274,719
1,8|719|cc|3|1|274,1,0.00149173,1.43277,14.1575,0.180221,0.0710877,False,69.0|274,719
1,8|719|cc|4|1|274,1,0.00149173,1.43277,22.9469,0.180221,0.0710877,False,69.0|274,719
1,8|719|cc|5|1|274,1,0.00149173,1.43277,0.11024,0.180221,0.0710877,False,69.0|274,719
1,8|719|cc|6|1|274,1,0.00149173,1.43277,19.5006,0.180221,0.0710877,False,69.0|274,719
1,8|719|cc|7|1|274,1,0.00149173,1.43277,0.601722,0.180221,0.0710877,False,69.0|274,719
1,8|719|cc|8|1|274,1,0.00149173,1.43277,2.16305,0.180221,0.0710877,False,69.0|274,719
1,8|719|sample|10|274,1,0.00148952,1.43276,7.32388,0.180221,0.0710877,True,32.0|274,719
1,8|719|sample|11|274,1,0.00149172,1.43276,9.51124,0.180221,0.0710877,True,22.0|274,719
1,8|719|sample|12|274,1,0.00149172,1.43276,11.9708,0.180221,0.0710877,True,22.0|274,719
1,8|719|sample|3|274,1,0.0014915,1.43276,0.813606,0.180221,0.0710877,True,55.0|274,719
1,8|719|sample|4|274,1,0.0014915,1.43276,0.981953,0.180221,0.0710877,True,55.0|274,719
