id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,-0.41216,0,0,0,0,5.17664e-07,0,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0.00696164,0,0,0,0,-3.95662e-07,0,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,1.33721,0,0,0,0,7.51115e-08,0,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,-0.471428,0,0,0,0,3.22257e-07,0,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,-0.0555312,0,0,0,0,-5.80071e-08,0,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,-0.398904,0,0,0,0,-1.11249e-08,0,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,-0.619305,0,0,0,0,-2.14858e-07,0,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,-0.952638,0,0,0,0,3.61739e-07,0,0,0,0,False,69.0|162,84
8|84|sample|10|162,0.694047,0,0,0,0,-0.0441123,0,0,0,0,True,32.0|162,84
8|84|sample|11|162,-0.096993,0,0,0,0,-0.0572906,0,0,0,0,True,22.0|162,84
8|84|sample|12|162,0.720307,0,0,0,0,-0.0565908,0,0,0,0,True,22.0|162,84
8|84|sample|3|162,-0.269912,0,0,0,0,0.0386488,0,0,0,0,True,55.0|162,84
8|84|sample|4|162,0.0335297,0,0,0,0,0.0290734,0,0,0,0,True,55.0|162,84
8|84|sample|5|162,0.355753,0,0,0,0,0.0713312,0,0,0,0,True,55.0|162,84
8|84|sample|6|162,0.620483,0,0,0,0,0.0806244,0,0,0,0,True,55.0|162,84
8|84|sample|7|162,0.607266,0,0,0,0,-0.016586,0,0,0,0,True,32.0|162,84
8|84|sample|8|162,-0.090351,0,0,0,0,-0.0172148,0,0,0,0,True,32.0|162,84
8|84|sample|9|162,-0.13547,0,0,0,0,-0.0432636,0,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0.286704,0,0,0,0,1.70938e-07,0,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,-0.274097,0,0,0,0,-1.59052e-07,0,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,-0.0410667,0,0,0,0,1.2727e-07,0,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0.278622,0,0,0,0,-4.493e-08,0,0,0,0,False,69.0|162,84
8|84|vc|5|2|162,-0.53394,0,0,0,0,-5.14227e-07,0,0,0,0,False,69.0|162,84
8|84|vc|6|2|162,-0.71273,0,0,0,0,-4.53264e-09,0,0,0,0,False,69.0|162,84
8|84|vc|7|2|162,-0.471825,0,0,0,0,4.4444e-07,0,0,0,0,False,69.0|162,84
8|84|vc|8|2|162,-1.06179,0,0,0,0,-2.23532e-08,0,0,0,0,False,69.0|162,84
8|719|cc|1|1|274,-0.336522,0,0,0,0,1.93801e-07,0,0,0,0,False,69.0|274,719
8|719|cc|2|1|274,-0.0813479,0,0,0,0,-3.67803e-07,0,0,0,0,False,69.0|274,719
8|719|cc|3|1|274,-1.20451,0,0,0,0,2.51432e-07,0,0,0,0,False,69.0|274,719
8|719|cc|4|1|274,0.827762,0,0,0,0,4.78529e-07,0,0,0,0,False,69.0|274,719
8|719|cc|5|1|274,-0.847641,0,0,0,0,-6.62659e-08,0,0,0,0,False,69.0|274,719
8|719|cc|6|1|274,0.400172,0,0,0,0,-2.46768e-08,0,0,0,0,False,69.0|274,719
8|719|cc|7|1|274,0.66415,0,0,0,0,6.49154e-08,0,0,0,0,False,69.0|274,719
8|719|cc|8|1|274,-0.680182,0,0,0,0,-3.6021e-07,0,0,0,0,False,69.0|274,719
8|719|sample|10|274,-0.0660865,0,0,0,0,-0.0416163,0,0,0,0,True,32.0|274,719
8|719|sample|11|274,-0.507229,0,0,0,0,-0.0418403,0,0,0,0,True,22.0|274,719
8|719|sample|12|274,-0.432777,0,0,0,0,-0.0423992,0,0,0,0,True,22.0|274,719
8|719|sample|3|274,-0.495397,0,0,0,0,0.0218352,0,0,0,0,True,55.0|274,719
8|719|sample|4|274,0.523215,0,0,0,0,0.0232401,0,0,0,0,True,55.0|274,719
8|719|sample|5|274,-0.514304,0,0,0,0,-0.0279309,0,0,0,0,True,55.0|274,719
8|719|sample|6|274,-0.284089,0,0,0,0,-0.0293727,0,0,0,0,True,55.0|274,719
8|719|sample|7|274,0.865208,0,0,0,0,-0.0173419,0,0,0,0,True,32.0|274,719
8|719|sample|8|274,-0.956649,0,0,0,0,-0.0174307,0,0,0,0,True,32.0|274,719
8|719|sample|9|274,1.03943,0,0,0,0,-0.0417895,0,0,0,0,True,32.0|274,719
8|719|vc|1|2|274,0.226488,0,0,0,0,9.93293e-08,0,0,0,0,False,69.0|274,719
8|719|vc|2|2|274,0.34213,0,0,0,0,-5.1957e-07,0,0,0,0,False,69.0|274,719
8|719|vc|3|2|274,1.05429,0,0,0,0,-4.43477e-07,0,0,0,0,False,69.0|274,719
8|719|vc|4|2|274,0.579099,0,0,0,0,-4.79591e-07,0,0,0,0,False,69.0|274,719
8|719|vc|5|2|274,0.920905,0,0,0,0,-2.5936e-07,0,0,0,0,False,69.0|274,719
8|719|vc|6|2|274,-0.912134,0,0,0,0,-8.91175e-08,0,0,0,0,False,69.0|274,719
8|719|vc|7|2|274,-0.10762,0,0,0,0,4.66953e-07,0,0,0,0,False,69.0|274,719
8|719|vc|8|2|274,0.235976,0,0,0,0,2.66546e-08,0,0,0,0,False,69.0|274,719
8|488|cc|1|1|322,-0.522695,0,0,0,0,-1.17818e-08,0,0,0,0,False,69.0|322,488
8|488|cc|2|1|322,0.510269,0,0,0,0,-1.34516e-07,0,0,0,0,False,69.0|322,488
8|488|cc|3|1|322,-1.12966,0,0,0,0,3.4005e-08,0,0,0,0,False,69.0|322,488
8|488|cc|4|1|322,-0.0735776,0,0,0,0,1.45373e-08,0,0,0,0,False,69.0|322,488
8|488|cc|5|1|322,-1.60348,0,0,0,0,3.99371e-07,0,0,0,0,False,69.0|322,488
8|488|cc|6|1|322,0.602857,0,0,0,0,4.54906e-07,0,0,0,0,False,69.0|322,488
8|488|cc|7|1|322,-0.388788,0,0,0,0,-3.80354e-08,0,0,0,0,False,69.0|322,488
8|488|cc|8|1|322,0.086365,0,0,0,0,-3.90604e-07,0,0,0,0,False,69.0|322,488
8|488|sample|10|322,-0.538314,0,0,0,0,-0.00604403,0,0,0,0,True,32.0|322,488
8|488|sample|11|322,0.903427,0,0,0,0,-0.0422772,0,0,0,0,True,22.0|322,488
8|488|sample|12|322,0.639414,0,0,0,0,-0.0437126,0,0,0,0,True,22.0|322,488
8|488|sample|3|322,-0.981181,0,0,0,0,0.2178,0,0,0,0,True,55.0|322,488
8|488|sample|4|322,0.356156,0,0,0,0,0.256289,0,0,0,0,True,55.0|322,488
8|488|sample|5|322,0.227594,0,0,0,0,0.223085,0,0,0,0,True,55.0|322,488
8|488|sample|6|322,1.0907,0,0,0,0,0.246535,0,0,0,0,True,55.0|322,488
8|488|sample|7|322,0.960847,0,0,0,0,-0.00769285,0,0,0,0,True,32.0|322,488
8|488|sample|8|322,0.769401,0,0,0,0,-0.00795836,0,0,0,0,True,32.0|322,488
8|488|sample|9|322,-0.5671,0,0,0,0,-0.00139606,0,0,0,0,True,32.0|322,488
8|488|vc|1|2|322,0.284634,0,0,0,0,2.15569e-07,0,0,0,0,False,69.0|322,488
8|488|vc|2|2|322,-0.778556,0,0,0,0,2.86299e-07,0,0,0,0,False,69.0|322,488
8|488|vc|3|2|322,-0.476095,0,0,0,0,1.42445e-07,0,0,0,0,False,69.0|322,488
8|488|vc|4|2|322,0.547012,0,0,0,0,-1.09542e-08,0,0,0,0,False,69.0|322,488
8|488|vc|5|2|322,0.0460636,0,0,0,0,2.32818e-07,0,0,0,0,False,69.0|322,488
8|488|vc|6|2|322,-0.609606,0,0,0,0,-1.5898e-08,0,0,0,0,False,69.0|322,488
8|488|vc|7|2|322,0.545173,0,0,0,0,-3.26528e-07,0,0,0,0,False,69.0|322,488
8|488|vc|8|2|322,-0.4471,0,0,0,0,3.46864e-09,0,0,0,0,False,69.0|322,488
8|847|cc|1|1|69,0.907558,0,0,0,0,2.72777e-08,0,0,0,0,False,69.0|69,847
8|847|cc|2|1|69,-0.260607,0,0,0,0,1.19952e-07,0,0,0,0,False,69.0|69,847
8|847|cc|3|1|69,0.263634,0,0,0,0,-2.37892e-07,0,0,0,0,False,69.0|69,847
8|847|cc|4|1|69,0.751497,0,0,0,0,-2.02539e-07,0,0,0,0,False,69.0|69,847
8|847|cc|5|1|69,-0.506637,0,0,0,0,1.36194e-07,0,0,0,0,False,69.0|69,847
8|847|cc|6|1|69,0.110681,0,0,0,0,1.26436e-07,0,0,0,0,False,69.0|69,847
8|847|cc|7|1|69,1.32202,0,0,0,0,4.69111e-07,0,0,0,0,False,69.0|69,847
8|847|cc|8|1|69,0.765136,0,0,0,0,3.08804e-07,0,0,0,0,False,69.0|69,847
8|847|sample|10|69,-0.0617772,0,0,0,0,-0.0258738,0,0,0,0,True,32.0|69,847
8|847|sample|11|69,0.0659583,0,0,0,0,-0.0753145,0,0,0,0,True,22.0|69,847
8|847|sample|12|69,0.653601,0,0,0,0,-0.0772232,0,0,0,0,True,22.0|69,847
8|847|sample|3|69,-0.381542,0,0,0,0,0.00197598,0,0,0,0,True,55.0|69,847
8|847|sample|4|69,-0.157379,0,0,0,0,0.00196517,0,0,0,0,True,55.0|69,847
8|847|sample|5|69,0.0351745,0,0,0,0,0.0931795,0,0,0,0,True,55.0|69,847
8|847|sample|6|69,-0.0280172,0,0,0,0,0.0823978,0,0,0,0,True,55.0|69,847
8|847|sample|7|69,0.231357,0,0,0,0,-0.0100821,0,0,0,0,True,32.0|69,847
8|847|sample|8|69,-0.534656,0,0,0,0,-0.0100934,0,0,0,0,True,32.0|69,847
8|847|sample|9|69,-0.647641,0,0,0,0,-0.0260857,0,0,0,0,True,32.0|69,847
8|847|vc|1|2|69,0.303117,0,0,0,0,2.80503e-07,0,0,0,0,False,69.0|69,847
8|847|vc|2|2|69,-0.385577,0,0,0,0,2.57888e-07,0,0,0,0,False,69.0|69,847
8|847|vc|3|2|69,-0.053817,0,0,0,0,1.10639e-07,0,0,0,0,False,69.0|69,847
8|847|vc|4|2|69,0.0940608,0,0,0,0,2.53928e-07,0,0,0,0,False,69.0|69,847
8|847|vc|5|2|69,0.146146,0,0,0,0,-1.57854e-07,0,0,0,0,False,69.0|69,847
8|847|vc|6|2|69,0.835695,0,0,0,0,4.47049e-07,0,0,0,0,False,69.0|69,847
8|847|vc|7|2|69,0.966799,0,0,0,0,-1.84329e-07,0,0,0,0,False,69.0|69,847
8|847|vc|8|2|69,-0.513014,0,0,0,0,-1.92049e-07,0,0,0,0,False,69.0|69,847
8|474|cc|1|1|276,-0.266617,0,0,0,0,5.41951e-08,0,0,0,0,False,69.0|276,474
8|474|cc|2|1|276,0.443272,0,0,0,0,2.21901e-07,0,0,0,0,False,69.0|276,474
8|474|cc|3|1|276,0.275816,0,0,0,0,1.64807e-07,0,0,0,0,False,69.0|276,474
8|474|cc|4|1|276,0.277847,0,0,0,0,2.99741e-07,0,0,0,0,False,69.0|276,474
8|474|cc|5|1|276,-0.774134,0,0,0,0,-2.3699e-07,0,0,0,0,False,69.0|276,474
8|474|cc|6|1|276,-0.211787,0,0,0,0,-5.09743e-07,0,0,0,0,False,69.0|276,474
8|474|cc|7|1|276,1.15461,0,0,0,0,-1.92257e-08,0,0,0,0,False,69.0|276,474
8|474|cc|8|1|276,-1.13544,0,0,0,0,-6.01371e-08,0,0,0,0,False,69.0|276,474
8|474|sample|10|276,-0.683568,0,0,0,0,-0.0282489,0,0,0,0,True,32.0|276,474
8|474|sample|11|276,-0.70965,0,0,0,0,0.0266684,0,0,0,0,True,22.0|276,474
8|474|sample|12|276,0.895293,0,0,0,0,0.0539952,0,0,0,0,True,22.0|276,474
8|474|sample|3|276,0.0597437,0,0,0,0,0.00338494,0,0,0,0,True,55.0|276,474
8|474|sample|4|276,-1.18078,0,0,0,0,0.00141816,0,0,0,0,True,55.0|276,474
8|474|sample|5|276,0.842047,0,0,0,0,-0.0156415,0,0,0,0,True,55.0|276,474
8|474|sample|6|276,0.539776,0,0,0,0,-0.00952931,0,0,0,0,True,55.0|276,474
8|474|sample|7|276,0.58889,0,0,0,0,-0.010808,0,0,0,0,True,32.0|276,474
8|474|sample|8|276,-0.838794,0,0,0,0,-0.0107454,0,0,0,0,True,32.0|276,474
8|474|sample|9|276,0.370296,0,0,0,0,-0.0283033,0,0,0,0,True,32.0|276,474
