rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.93542,0.898691,2.77128,-4.10636,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.93542,0.898691,3.569,-4.18258,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.93542,0.898691,2.66644,-4.12873,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.93542,0.898691,2.45419,-4.19196,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.93542,0.898691,3.19362,-4.1851,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.93542,0.898691,3.17962,-4.16907,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.93542,0.898691,2.62898,-4.13716,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.93542,0.898691,2.58828,-4.1206,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.93542,0.898691,3.38134,-4.12215,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.93542,0.898691,3.25279,-4.13767,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.93542,0.775814,5.07195,-4.1719,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.93542,0.775814,5.31158,-4.15714,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.93542,0.775814,5.09524,-4.13853,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.93542,0.775814,4.71324,-4.12837,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.93542,0.775814,5.7641,-4.15404,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.93542,0.775814,5.81155,-4.19029,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.93542,0.775814,4.85003,-4.11485,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.93542,0.775814,5.04067,-4.10827,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.93542,0.775814,5.87695,-4.15977,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.93542,0.775814,5.22211,-4.11982,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.93542,0.775814,5.5337,-4.17068,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1.93542,0.775814,4.94944,-4.1249,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.93542,0.775814,5.94724,-4.11871,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1.93542,0.775814,6.22381,-4.08805,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1.93542,0.775814,5.42071,-4.1663,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1.93542,0.775814,5.32178,-4.0751,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,1.93535,0.598154,3.80375,-2.59738,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,1.93535,0.598154,3.50758,-2.50069,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,1.93535,0.598154,3.36896,-2.65286,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,1.93535,0.598154,3.59546,-2.60729,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,1.93535,0.598166,5.78639,-2.51184,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,1.93535,0.598166,5.79509,-2.5292,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,1.93535,0.598166,5.8346,-2.58894,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,1.93535,0.598166,5.26042,-2.61101,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,1.93535,0.598152,3.97437,-2.55864,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,1.93535,0.598152,3.8119,-2.52905,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,1.93535,0.598152,11.7495,-2.5631,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,1.93535,0.598152,11.7931,-2.63946,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,1.93535,0.598152,11.4187,-2.52663,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,1.93535,0.598152,10.4844,-2.56267,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,1.93535,0.598152,13.1767,-2.55059,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,1.93535,0.598152,10.2983,-2.56125,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,1.93535,0.598152,11.3585,-2.57573,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,1.93535,0.598152,11.6226,-2.56206,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,1.93535,0.598152,10.4081,-2.59977,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,1.93535,0.598152,10.2346,-2.57931,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,1.93535,0.598152,11.2944,-2.58359,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,1.93535,0.598152,10.5511,-2.53803,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,1.93535,0.598152,12.7143,-2.58675,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,1.93535,0.598152,9.78762,-2.62924,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,1.93535,0.598152,11.5606,-2.61107,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,1.93535,0.598152,11.6495,-2.55896,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,1.93517,0.77581,6.82949,-2.78514,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,1.93517,0.77581,7.44465,-2.82813,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,1.93517,0.77581,7.3287,-2.78898,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,1.93517,0.77581,7.64502,-2.7821,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,1.93535,0.775794,19.0196,-2.80358,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,1.93535,0.775794,16.2934,-2.85715,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,1.93535,0.775794,12.9243,-2.82212,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,1.93535,0.775794,12.1646,-2.8256,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,1.93535,0.940506,10.2348,-2.82263,22.0|276,1056
1,8|1056|8|1056|sample|3|276|3|276|22.0,1.93535,0.940506,10.3838,-2.76228,22.0|276,1056
1,8|1056|8|1056|cc|1|1|276|1|276|69.0,1.93535,0.775824,2.63567,-2.85034,69.0|276,1056
1,8|1056|8|1056|cc|2|1|276|1|276|69.0,1.93535,0.775824,3.18185,-2.81075,69.0|276,1056
1,8|1056|8|1056|cc|3|1|276|1|276|69.0,1.93535,0.775824,3.3371,-2.81428,69.0|276,1056
1,8|1056|8|1056|cc|4|1|276|1|276|69.0,1.93535,0.775824,3.03193,-2.84201,69.0|276,1056
1,8|1056|8|1056|cc|5|1|276|1|276|69.0,1.93535,0.775824,3.07461,-2.81314,69.0|276,1056
1,8|1056|8|1056|cc|6|1|276|1|276|69.0,1.93535,0.775824,3.58339,-2.79185,69.0|276,1056
1,8|1056|8|1056|cc|7|1|276|1|276|69.0,1.93535,0.775824,3.47131,-2.75857,69.0|276,1056
1,8|1056|8|1056|cc|8|1|276|1|276|69.0,1.93535,0.775824,3.09188,-2.84037,69.0|276,1056
1,8|1056|8|1056|vc|1|2|276|2|276|69.0,1.93535,0.775824,2.71445,-2.76616,69.0|276,1056
1,8|1056|8|1056|vc|2|2|276|2|276|69.0,1.93535,0.775824,2.87679,-2.87631,69.0|276,1056
1,8|1056|8|1056|vc|3|2|276|2|276|69.0,1.93535,0.775824,3.18955,-2.84681,69.0|276,1056
1,8|1056|8|1056|vc|4|2|276|2|276|69.0,1.93535,0.775824,2.76223,-2.83075,69.0|276,1056
1,8|1056|8|1056|vc|5|2|276|2|276|69.0,1.93535,0.775824,2.89165,-2.76353,69.0|276,1056
1,8|1056|8|1056|vc|6|2|276|2|276|69.0,1.93535,0.775824,2.73168,-2.80294,69.0|276,1056
1,8|1056|8|1056|vc|7|2|276|2|276|69.0,1.93535,0.775824,3.27563,-2.796,69.0|276,1056
1,8|1056|8|1056|vc|8|2|276|2|276|69.0,1.93535,0.775824,3.03611,-2.82041,69.0|276,1056
1,8|462|8|462|sample|6|292|6|292|55.0,1.93535,0.342069,1.71743,-0.703667,55.0|292,462
1,8|462|8|462|sample|5|292|5|292|55.0,1.93535,0.342069,1.61741,-0.770837,55.0|292,462
1,8|462|8|462|sample|4|292|4|292|55.0,1.93535,0.342069,1.6489,-0.775632,55.0|292,462
1,8|462|8|462|sample|3|292|3|292|55.0,1.93535,0.342069,1.63698,-0.706938,55.0|292,462
1,8|462|8|462|sample|9|292|9|292|32.0,1.93535,0.70252,22.7104,-0.742783,32.0|292,462
1,8|462|8|462|sample|10|292|10|292|32.0,1.93535,0.70252,22.8598,-0.779894,32.0|292,462
1,8|462|8|462|sample|7|292|7|292|32.0,1.93535,0.70252,21.6001,-0.786586,32.0|292,462
