id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,3.32457e-09,1.36044,0,0,0,-8.88178e-16,1.37807,0,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.48558e-09,1.88079,0,0,0,-8.88178e-15,1.88018,0,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-3.2931e-10,1.12916,0,0,0,-8.34888e-14,1.20213,0,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-5.71292e-09,1.06895,0,0,0,-1.42997e-13,1.14943,0,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,6.11179e-09,1.52333,0,0,0,4.66294e-14,1.57634,0,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,5.46809e-09,1.63611,0,0,0,2.4869e-14,1.6514,0,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,5.16648e-09,1.11672,0,0,0,1.06581e-14,1.27881,0,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-3.72945e-09,0.972688,0,0,0,2.31815e-13,1.16319,0,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-2.85151e-10,1.5588,0,0,0,-1.50102e-13,1.59318,0,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-1.70119e-09,1.56382,0,0,0,-9.32587e-14,1.55647,0,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-4.08687e-09,0.130831,0,0,0,1.15186e-15,-2.58678e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-6.51069e-09,-0.0432793,0,0,0,1.249e-15,-2.21419e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,3.71063e-10,-0.0578607,0,0,0,-6.45317e-15,-8.8555e-08,0,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,6.72805e-09,0.27154,0,0,0,7.46625e-15,-7.96059e-08,0,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-8.68592e-10,-0.138417,0,0,0,-3.41394e-15,-1.77282e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-1.91334e-09,0.0940635,0,0,0,8.04912e-16,-2.21218e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-1.71721e-10,-0.0922154,0,0,0,3.2474e-15,2.15963e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-2.27407e-09,-0.164862,0,0,0,2.98372e-15,-1.06871e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-6.26932e-09,0.0281749,0,0,0,-6.57807e-15,-1.20878e-08,0,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.41555e-09,-0.229282,0,0,0,-9.71445e-15,7.6533e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-1.1533e-09,-0.236175,0,0,0,-5.00988e-15,5.82092e-08,0,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,-5.84694e-10,-0.000826007,0,0,0,-9.15934e-16,5.4149e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.71946e-09,0.13863,0,0,0,-7.16094e-15,-2.94039e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,2.1923e-09,0.352096,0,0,0,-6.20337e-15,2.93408e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-3.57646e-09,-0.0624104,0,0,0,7.49401e-16,-3.59431e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,7.7808e-10,-0.372552,0,0,0,-2.90046e-15,-1.88516e-07,0,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,-8.50949e-09,0.0981194,0,0,0,2.1716e-13,0.143036,0,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,-1.08055e-09,0.189215,0,0,0,1.01141e-13,0.155027,0,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,-1.12609e-09,0.225541,0,0,0,-1.63036e-13,0.23983,0,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,8.56814e-09,0.236435,0,0,0,1.99118e-13,0.255413,0,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,3.64335e-09,2.04535,0,0,0,-8.06577e-14,2.10133,0,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,-3.04221e-09,1.85034,0,0,0,-9.73666e-14,1.91164,0,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,-1.35389e-09,0.143041,0,0,0,-5.11313e-13,0.157669,0,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,2.02053e-09,0.119982,0,0,0,-4.85945e-13,0.148155,0,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,5.96139e-09,5.86063,0,0,0,1.05471e-15,5.78275,0,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,9.83533e-10,6.50854,0,0,0,-4.44089e-16,5.02481,0,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,-1.54106e-09,0.0598883,0,0,0,-5.55112e-15,-7.32159e-08,0,0,0,False,69.0|71,783
