id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.54754,1.52137,-6.19329,0.547254,1.5243,-5.9435,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.316996,1.52137,-6.19329,0.310842,1.5243,-5.9435,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.620787,1.52137,-6.19329,0.611361,1.5243,-5.9435,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.636179,1.52137,-6.19329,0.648,1.5243,-5.9435,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.422014,1.52137,-6.19329,0.42283,1.5243,-5.9435,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.395089,1.52137,-6.19329,0.394422,1.5243,-5.9435,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.559324,1.52137,-6.19329,0.554488,1.5243,-5.9435,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.654514,1.52137,-6.19329,0.648919,1.5243,-5.9435,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.381323,1.52137,-6.19329,0.376496,1.5243,-5.9435,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.433401,1.52137,-6.19329,0.433041,1.5243,-5.9435,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.208187,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.221667,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.27566,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.223477,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.193422,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.227841,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.264318,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.215321,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.207772,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.206875,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.243402,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.282869,1.52129,-6.19329,0.112973,1.52422,-5.9435,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.195162,1.52129,-6.19329,0.112974,1.52422,-5.9435,69.0|274,411
