id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0.185172,-0.0452472,0.32485,0,0,-4.15384e-08,-2.13871e-08,-3.58902e-08,0,0,False,69.0|162,84
8|84|cc|2|1|162,-1.01121,0.0144989,-0.0504848,0,0,-4.81635e-07,-1.25855e-08,-4.41292e-08,0,0,False,69.0|162,84
8|84|cc|3|1|162,0.759398,-0.0138436,-0.301029,0,0,-2.10462e-07,5.58805e-08,7.66095e-08,0,0,False,69.0|162,84
8|84|cc|4|1|162,-0.41027,0.0223691,0.0566097,0,0,2.2463e-07,3.78672e-08,-2.25207e-08,0,0,False,69.0|162,84
8|84|cc|5|1|162,0.361506,0.0280572,-0.0670948,0,0,-9.57062e-08,-2.94814e-08,1.72721e-09,0,0,False,69.0|162,84
8|84|cc|6|1|162,-0.796869,0.0369835,-0.236159,0,0,-2.76858e-08,-3.27302e-08,5.857e-08,0,0,False,69.0|162,84
8|84|cc|7|1|162,-0.748135,0.036705,0.0582759,0,0,2.35256e-07,3.59084e-09,4.02501e-08,0,0,False,69.0|162,84
8|84|cc|8|1|162,-0.915167,0.00466256,0.182358,0,0,-3.43528e-07,1.87352e-08,-9.71965e-09,0,0,False,69.0|162,84
8|84|sample|10|162,-0.870196,0.0135264,-1.2228,0,0,-0.0222831,-0.0382433,-1.1439,0,0,True,32.0|162,84
8|84|sample|11|162,0.1232,-0.00706099,-1.5255,0,0,-0.0558591,0.0575927,-1.6,0,0,True,22.0|162,84
8|84|sample|12|162,-1.76615,-0.144397,-1.14012,0,0,-0.0675517,-0.187621,-1.08777,0,0,True,22.0|162,84
8|84|sample|3|162,-0.856503,-0.255194,-2.51885,0,0,0.00429235,-0.259769,-2.44219,0,0,True,55.0|162,84
8|84|sample|4|162,0.0289418,-0.33263,-2.24256,0,0,0.00432659,-0.30432,-2.29308,0,0,True,55.0|162,84
8|84|sample|5|162,0.0411847,-0.518542,-2.19818,0,0,0.0701666,-0.542046,-2.12971,0,0,True,55.0|162,84
8|84|sample|6|162,-1.7336,-0.562572,-2.30093,0,0,0.0217059,-0.525386,-2.39113,0,0,True,55.0|162,84
8|84|sample|7|162,0.24337,-0.0297782,-1.37493,0,0,-0.0450433,-0.0342114,-1.34759,0,0,True,32.0|162,84
8|84|sample|8|162,1.80159,-0.0577309,-1.26085,0,0,-0.0253739,-0.0185552,-1.28586,0,0,True,32.0|162,84
8|84|sample|9|162,1.89407,0.140126,-1.34111,0,0,-0.0218819,0.0304428,-1.21763,0,0,True,32.0|162,84
8|84|vc|1|2|162,-0.262155,0.0217973,-0.0377599,0,0,8.96517e-08,6.89508e-09,1.04157e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,1.61651,0.0259867,0.0407925,0,0,6.89339e-07,-1.49238e-09,-4.52789e-08,0,0,False,69.0|162,84
8|84|vc|3|2|162,-0.298023,0.0554407,0.0352879,0,0,1.33058e-07,-5.34379e-09,1.34959e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,-0.208227,-0.00178635,0.171582,0,0,4.74963e-07,-1.60206e-08,-3.96546e-08,0,0,False,69.0|162,84
8|84|vc|5|2|162,-0.127798,-0.00818996,0.0653956,0,0,3.08102e-07,2.54884e-09,-9.08992e-08,0,0,False,69.0|162,84
8|84|vc|6|2|162,-0.0862429,-0.00503939,-0.0612007,0,0,4.61415e-07,1.03247e-08,-8.6958e-09,0,0,False,69.0|162,84
8|84|vc|7|2|162,0.85509,0.011718,-0.156111,0,0,5.50873e-07,5.90881e-08,5.30868e-08,0,0,False,69.0|162,84
8|84|vc|8|2|162,-0.367277,-0.0378966,0.199106,0,0,1.53691e-07,2.85682e-08,1.92219e-07,0,0,False,69.0|162,84
8|719|cc|1|1|274,-0.0406389,-0.036774,0.194355,0,0,-5.84189e-08,-3.8457e-08,4.88995e-08,0,0,False,69.0|274,719
8|719|cc|2|1|274,0.361071,0.012376,0.00851883,0,0,-4.23004e-07,1.04596e-08,-6.46799e-08,0,0,False,69.0|274,719
8|719|cc|3|1|274,-0.709968,0.0109898,0.169439,0,0,2.3925e-07,-3.69455e-09,7.10382e-08,0,0,False,69.0|274,719
8|719|cc|4|1|274,0.24149,0.0110452,0.0393533,0,0,6.90583e-07,-2.12845e-08,-9.00227e-08,0,0,False,69.0|274,719
8|719|cc|5|1|274,0.140619,0.00599494,0.144154,0,0,-1.4261e-07,2.4219e-09,-6.59968e-08,0,0,False,69.0|274,719
8|719|cc|6|1|274,-0.115645,0.0187657,0.0510261,0,0,-2.67497e-07,2.80558e-08,6.37603e-08,0,0,False,69.0|274,719
8|719|cc|7|1|274,-0.197935,0.0513097,-0.067786,0,0,5.07129e-08,2.86452e-08,-1.82638e-08,0,0,False,69.0|274,719
8|719|cc|8|1|274,-0.269731,-0.0248462,-0.0579808,0,0,3.66178e-08,-2.09383e-09,2.80328e-07,0,0,False,69.0|274,719
8|719|sample|10|274,0.989309,0.188399,-0.463167,0,0,0.0164913,0.170652,-0.444103,0,0,True,32.0|274,719
8|719|sample|11|274,-0.416245,0.264282,-0.250163,0,0,0.0230897,0.251278,-0.235374,0,0,True,22.0|274,719
8|719|sample|12|274,-0.113698,0.445481,-0.298314,0,0,0.0177885,0.368696,-0.253482,0,0,True,22.0|274,719
8|719|sample|3|274,0.03331,0.0843366,-2.49192,0,0,-0.00197563,0.0742511,-2.49475,0,0,True,55.0|274,719
8|719|sample|4|274,-2.37278,-0.000680381,-2.44348,0,0,-0.00247835,0.0393298,-2.50105,0,0,True,55.0|274,719
8|719|sample|5|274,-0.320572,-0.00867807,-2.40909,0,0,-0.00345089,-0.00397881,-2.39998,0,0,True,55.0|274,719
8|719|sample|6|274,0.984083,0.0450205,-2.28779,0,0,-0.00451732,0.129964,-2.41278,0,0,True,55.0|274,719
8|719|sample|7|274,1.29291,0.19016,-0.481245,0,0,-0.0215664,0.0984609,-0.397672,0,0,True,32.0|274,719
8|719|sample|8|274,0.50166,0.0783499,-0.386265,0,0,-0.0234562,0.0838805,-0.370662,0,0,True,32.0|274,719
8|719|sample|9|274,1.54025,0.212289,-0.465039,0,0,0.0240974,0.167464,-0.426907,0,0,True,32.0|274,719
8|719|vc|1|2|274,-0.017676,-0.0337488,0.00679066,0,0,4.70643e-07,6.1106e-09,-6.70777e-08,0,0,False,69.0|274,719
8|719|vc|2|2|274,0.416019,-0.0296271,-0.311404,0,0,2.16825e-07,5.96154e-09,1.61195e-07,0,0,False,69.0|274,719
8|719|vc|3|2|274,0.0404449,-0.0204592,-0.0241937,0,0,-5.6518e-08,-2.16674e-08,1.12232e-07,0,0,False,69.0|274,719
8|719|vc|4|2|274,0.179397,-0.00435547,0.083421,0,0,-1.12206e-07,-1.33919e-08,-1.8052e-07,0,0,False,69.0|274,719
8|719|vc|5|2|274,0.733413,0.0288278,-0.145707,0,0,2.44472e-07,-1.3183e-08,8.45579e-08,0,0,False,69.0|274,719
8|719|vc|6|2|274,0.00530383,0.0334021,-0.116971,0,0,-3.6297e-07,-4.38172e-09,-7.45049e-10,0,0,False,69.0|274,719
8|719|vc|7|2|274,-0.014554,0.0233692,-0.304454,0,0,3.08763e-07,-1.11005e-08,-4.27898e-08,0,0,False,69.0|274,719
8|719|vc|8|2|274,0.548919,-0.0266371,0.0132745,0,0,-2.81736e-07,7.0331e-08,9.04875e-08,0,0,False,69.0|274,719
8|488|cc|1|1|322,-0.473806,0.0375372,-0.404215,0,0,-8.37895e-08,-1.43684e-08,-1.13882e-07,0,0,False,69.0|322,488
8|488|cc|2|1|322,-0.570674,-0.0068699,0.00210141,0,0,-3.70352e-07,3.09627e-09,7.87383e-09,0,0,False,69.0|322,488
8|488|cc|3|1|322,-0.120522,0.0388176,-0.120385,0,0,1.07622e-07,1.81597e-08,1.69069e-07,0,0,False,69.0|322,488
8|488|cc|4|1|322,0.327915,-0.0113263,-0.408287,0,0,-1.79654e-07,-1.13467e-08,1.30393e-08,0,0,False,69.0|322,488
8|488|cc|5|1|322,-0.228245,-0.0193686,-0.0708886,0,0,1.15816e-07,-5.28827e-09,-4.34578e-08,0,0,False,69.0|322,488
