id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-2.9867e-09,-3.51912,-0.395927,0,0,0,0,-2.101,-1.0899,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,-1.27768e-09,-2.63308,-0.984099,0,0,0,-1.13687e-13,-2.21823,-1.62295,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,-5.18571e-09,-3.1127,0.0462171,0,0,0,0,-2.09082,-1.08531,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,3.34902e-09,-3.51818,-0.317865,0,0,0,0,-2.27508,-1.01799,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,3.55558e-09,-3.00816,-0.543174,0,0,0,-1.13687e-13,-2.15512,-1.37878,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,4.09408e-10,-2.89526,-0.523073,0,0,0,0,-2.24488,-1.38328,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-2.1794e-09,-2.10318,-0.432546,0,0,0,0,-2.32612,-1.05147,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-2.61629e-09,-4.59708,0.267199,0,0,0,0,-2.16836,-1.02538,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,9.48408e-09,-2.81682,-0.845257,0,0,0,-1.13687e-13,-2.00415,-1.71927,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,-6.17276e-09,-2.76218,0.00529051,0,0,0,0,-2.21758,-1.4711,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-4.64826e-09,0.967906,0.190347,0,0,0,0,-1.92121e-07,2.97009e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,9.22997e-10,-0.0412346,0.713193,0,0,0,2.27374e-13,-2.25615e-07,3.34463e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,3.55818e-09,-0.438005,0.80605,0,0,0,0,3.19551e-06,-5.09749e-06,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,6.93364e-09,0.244778,-1.50265,0,0,0,0,5.76323e-07,1.95342e-06,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-1.99566e-09,0.133511,-0.0427438,0,0,0,0,-5.01513e-06,-8.43841e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,3.25936e-09,0.137691,0.864421,0,0,0,0,-2.87097e-06,6.51899e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,4.24972e-09,0.526507,-1.03604,0,0,0,0,-1.89636e-06,-3.30347e-06,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,-3.40639e-09,-0.509988,0.0678908,0,0,0,0,-4.32642e-06,-2.10903e-06,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,3.58223e-09,1.10525,-0.0974725,0,0,0,0,-1.08217e-06,2.31535e-07,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,-2.77021e-09,-0.574309,0.0573925,0,0,0,0,3.05479e-06,1.78882e-06,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,4.46054e-09,-0.618152,0.0023681,0,0,0,0,-1.25907e-05,-5.66048e-07,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,9.32654e-09,-0.847979,0.689366,0,0,0,0,1.2255e-06,-9.4703e-07,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,-3.94357e-09,0.40829,-0.126148,0,0,0,0,-2.57766e-06,-2.59546e-06,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,8.5859e-09,-0.166641,-0.532367,0,0,0,0,-4.51042e-06,-6.91485e-06,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,-3.36818e-09,0.422862,-0.0692201,0,0,0,0,1.75861e-07,-5.27465e-06,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,1.65218e-09,-0.771443,0.0133787,0,0,0,0,2.06584e-06,-5.73642e-07,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,1.32155e-08,-3.33488,1.8113,0,0,0,0,-1.72301,1.70046,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,-5.86564e-09,-3.56668,1.33123,0,0,0,1.13687e-13,-1.75322,1.58436,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,1.78055e-09,-4.05169,0.421314,0,0,0,1.13687e-13,-1.57561,0.657025,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,2.66703e-09,-3.86156,0.612123,0,0,0,1.13687e-13,-1.63383,0.504484,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,-1.25399e-09,-4.10482,-1.17156,0,0,0,0,-2.0534,-3.02488,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,8.70116e-10,-4.2887,-1.49864,0,0,0,-1.13687e-13,-2.06668,-2.93119,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,1.53705e-09,-4.02571,1.31218,0,0,0,0,-1.73708,1.60648,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,0,-1.11896e-08,-3.71258,1.39556,0,0,0,0,-1.67526,1.68391,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,0,1.38236e-09,-3.39259,-2.03456,0,0,0,0,-2.06407,-3.98168,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,0,-2.25785e-09,-3.89461,-2.09338,0,0,0,0,-2.10355,-3.88238,0,0,True,6.0|71,783
