rep,id,U,L,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1,795.745,-17.7406,1.78507,2.11313e-11,1.02157,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1,795.745,-17.7823,0.431703,2.11313e-11,1.02157,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1,795.745,-15.4677,0.20023,2.11313e-11,1.02157,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1,795.745,-13.4907,1.81189,2.11313e-11,1.02157,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1,795.745,-6.55366,4.51553,2.11313e-11,1.02157,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1,795.745,-16.3597,2.23374,2.11313e-11,1.02157,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1,795.745,-1.96491,0.603019,2.11313e-11,1.02157,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1,795.745,-18.611,0.675802,2.11313e-11,1.02157,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1,795.745,9.98593,0.28482,2.11313e-11,1.02157,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1,795.745,-29.9191,16.3514,2.11313e-11,1.02157,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1,788.823,-16.0257,1.27661,2.11313e-11,1.02157,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1,788.823,2.26021,1.32507,2.11313e-11,1.02157,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1,788.823,-1.32323,3.38102,2.11313e-11,1.02157,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1,788.823,-21.4731,11.5962,2.11313e-11,1.02157,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1,788.823,-27.0119,0.337728,2.11313e-11,1.02157,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1,788.823,6.241,5.19508,2.11313e-11,1.02157,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1,788.823,16.3101,0.205704,2.11313e-11,1.02157,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1,788.823,29.5864,25.458,2.11313e-11,1.02157,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1,788.823,16.2525,0.0241105,2.11313e-11,1.02157,False,69.0|274,411
