rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,-9.90349e-09,-17.7406,0.579458,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,-5.10227e-10,-17.7823,-0.840018,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,-5.65956e-09,-15.4677,-1.60829,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,-1.87811e-08,-13.4907,0.594368,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,-2.67986e-08,-6.55366,1.50752,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,2.27737e-08,-16.3597,0.803676,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,1.04559e-08,-1.96491,-0.505807,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,1.70729e-08,-18.611,-0.391856,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-2.86337e-08,9.98593,-1.2559,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,2.72263e-08,-29.9191,2.79432,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,1.02435e-08,-16.0257,0.244207,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-2.34973e-08,2.26021,0.281462,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,2.83682e-08,-1.32323,1.21818,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,2.12376e-08,-21.4731,2.45067,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,-1.14868e-08,-27.0119,-1.08551,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,-3.38636e-08,6.241,1.64771,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,-3.49044e-08,16.3101,-1.58132,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-8.47998e-08,29.5864,3.23703,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,1.89918e-08,16.2525,-3.72511,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,-2.14536e-08,11.139,-0.403847,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-9.95954e-09,7.1075,0.75961,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,1.79741e-08,-6.49628,-1.46025,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,2.57006e-08,-15.2454,-0.200028,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,4.25246e-08,-1.44851,-2.60504,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,-3.75736e-08,11.7746,-0.154225,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,-6.62226e-09,46.0591,0.999251,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,5.27871e-09,-40.3977,-0.119021,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,1.31081e-09,-8.06113,-0.479926,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,-1.27326e-08,-11.244,0.640665,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,1.5921e-08,-1.39592,0.000879387,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,-8.58643e-09,-18.6683,-1.07462,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,2.94756e-08,-19.3585,-0.605116,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,5.3351e-09,-4.31881,0.507828,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,-1.65307e-08,-2.14586,-0.656121,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,2.96063e-08,-0.690913,0.222111,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,-3.0833e-08,15.2132,0.727975,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,-5.80417e-09,-0.811726,-0.0202132,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,0,-1.17401e-08,-49.1891,0.0470312,0,0,False,69.0|71,783
