id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,52967,768.839,1.10531,1.5517,0.619913,0.282201,52967,768.839,0.999305,1.5517,0.559778,0.291819,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,52967,768.839,1.11479,1.5517,0.326726,0.282201,52967,768.839,0.999984,1.5517,0.318591,0.291819,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,52967,768.839,1.32994,1.5517,0.718203,0.282201,52967,768.839,0.999856,1.5517,0.63959,0.291819,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,52967,768.839,1.18351,1.5517,0.773441,0.282201,52967,768.839,1.00029,1.5517,0.701572,0.291819,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,52967,768.839,1.25434,1.5517,0.448651,0.282201,52967,768.839,0.998067,1.5517,0.432875,0.291819,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,52967,768.839,1.17212,1.5517,0.494187,0.282201,52967,768.839,0.96994,1.5517,0.402842,0.291819,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,52967,768.839,1.20593,1.5517,0.685353,0.282201,52967,768.839,1.01466,1.5517,0.591084,0.291819,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,52967,768.839,1.08365,1.5517,1.05937,0.282201,52967,768.839,1.00001,1.5517,0.674345,0.291819,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,52967,768.839,1.21834,1.5517,0.439958,0.282201,52967,768.839,0.998568,1.5517,0.406793,0.291819,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,52967,768.839,1.10397,1.5517,0.478666,0.282201,52967,768.839,0.998825,1.5517,0.450449,0.291819,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,52967,766.078,1.18415,-0.397621,9.27076,0.282201,52967,766.078,0.996667,-0.397621,0.996716,0.291819,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,52967,766.078,1.10972,-0.397621,7.55387,0.282201,52967,766.078,0.999809,-0.397621,1.01977,0.291819,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,52967,766.078,1.23932,-0.397621,12.26,0.282201,52967,766.078,1.00579,-0.397621,1.08272,0.291819,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,52967,766.078,1.18438,-0.397621,9.87452,0.282201,52967,766.078,1.00731,-0.397621,0.99566,0.291819,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,52967,766.078,1.19246,-0.397621,7.64792,0.282201,52967,766.078,1.0131,-0.397621,0.922561,0.291819,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,52967,766.078,1.2443,-0.397621,6.29136,0.282201,52967,766.078,1.01397,-0.397621,0.960753,0.291819,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,52967,766.078,1.16236,-0.397621,6.62859,0.282201,52967,766.078,0.984063,-0.397621,0.949948,0.291819,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,52967,766.078,1.17257,-0.397621,5.4678,0.282201,52967,766.078,0.999067,-0.397621,1.03638,0.291819,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,52967,766.078,1.093,-0.397621,5.84044,0.282201,52967,766.078,0.997507,-0.397621,0.911232,0.291819,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,52967,766.078,1.11958,-0.397621,7.82263,0.282201,52967,766.078,1.00039,-0.397621,1.00015,0.291819,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,52967,766.078,1.21467,-0.397621,34.1802,0.282201,52967,766.078,0.999218,-0.397621,1.06886,0.291819,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,52967,766.078,1.09599,-0.397621,7.70179,0.282201,52967,766.078,0.999934,-0.397621,0.999886,0.291819,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,52967,766.078,1.1665,-0.397621,6.48108,0.282201,52967,766.078,1.00003,-0.397621,1.00004,0.291819,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,52967,766.078,1.21233,-0.397621,6.72892,0.282201,52967,766.078,1.00573,-0.397621,1.08922,0.291819,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,52967,766.078,1.20765,-0.397621,8.74151,0.282201,52967,766.078,0.993016,-0.397621,0.988787,0.291819,False,69.0|274,411
