id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0.000607276,0,6.65849e-08,0,0,0,4.96367e-08,0,9.95293e-12,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0.00573043,0,3.77833e-07,0,0,0,-1.31659e-07,0,-1.1199e-11,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0.0183646,0,6.40237e-07,0,0,0,9.85592e-08,0,8.17213e-12,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0.0155018,0,3.34596e-07,0,0,0,-4.70658e-08,0,-1.61577e-11,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0.00991908,0,-7.00808e-07,0,0,0,1.70507e-07,0,-1.27418e-11,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-0.0146421,0,6.33186e-07,0,0,0,1.7933e-07,0,1.08593e-11,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0.00983789,0,-1.14718e-07,0,0,0,6.14644e-07,0,1.76037e-12,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,-0.0260125,0,3.75324e-07,0,0,0,-4.01858e-07,0,1.90821e-11,0,0,False,69.0|162,84
8|84|sample|10|162,0,-0.0811117,0,-6.5779e-08,0,0,0,-0.0881323,0,3.83684e-11,0,0,True,32.0|162,84
8|84|sample|11|162,0,-0.00749516,0,-3.41674e-07,0,0,0,-0.0158396,0,-7.53602e-11,0,0,True,22.0|162,84
8|84|sample|12|162,0,-0.118014,0,1.16772e-06,0,0,0,-0.119111,0,-3.56856e-10,0,0,True,22.0|162,84
8|84|sample|3|162,0,-0.248563,0,4.11858e-07,0,0,0,-0.242798,0,7.82765e-10,0,0,True,55.0|162,84
8|84|sample|4|162,0,-0.25697,0,-5.57603e-07,0,0,0,-0.275966,0,8.40056e-10,0,0,True,55.0|162,84
8|84|sample|5|162,0,-0.297035,0,1.68151e-07,0,0,0,-0.30351,0,3.42786e-10,0,0,True,55.0|162,84
8|84|sample|6|162,0,-0.247062,0,-1.25485e-06,0,0,0,-0.260358,0,-1.91115e-10,0,0,True,55.0|162,84
8|84|sample|7|162,0,-0.0365114,0,-1.27277e-07,0,0,0,-0.0400106,0,-3.38174e-11,0,0,True,32.0|162,84
8|84|sample|8|162,0,-0.0522896,0,-5.31698e-07,0,0,0,-0.0575117,0,1.50269e-10,0,0,True,32.0|162,84
