id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
8|84|cc|2|1|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
8|84|cc|3|1|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
8|84|cc|4|1|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
8|84|cc|5|1|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
8|84|cc|6|1|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.804,0.553808,2.30238,False,69.0|162,84
8|84|cc|7|1|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.804,0.553808,2.30238,False,69.0|162,84
8|84|cc|8|1|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
8|84|sample|10|162,1754.32,1.50651,0.0478976,136.91,0.553806,2.30232,1754.32,1.50652,0.0478976,136.911,0.553808,2.30238,True,32.0|162,84
8|84|sample|11|162,1754.32,1.82993,0.0478976,379.797,0.553806,2.30232,1754.32,1.82994,0.0478976,379.797,0.553808,2.30238,True,22.0|162,84
8|84|sample|12|162,1754.32,1.82993,0.0478976,379.797,0.553806,2.30232,1754.32,1.82994,0.0478976,379.797,0.553808,2.30238,True,22.0|162,84
8|84|sample|3|162,1754.32,2.87583,0.0478976,22.7497,0.553806,2.30232,1754.32,2.87583,0.0478976,22.7498,0.553808,2.30238,True,55.0|162,84
8|84|sample|4|162,1754.32,2.87583,0.0478976,22.7498,0.553806,2.30232,1754.32,2.87583,0.0478976,22.7498,0.553808,2.30238,True,55.0|162,84
8|84|sample|5|162,1754.32,2.87583,0.0478976,22.7498,0.553806,2.30232,1754.32,2.87583,0.0478976,22.7498,0.553808,2.30238,True,55.0|162,84
8|84|sample|6|162,1754.32,2.87583,0.0478976,22.7498,0.553806,2.30232,1754.32,2.87583,0.0478976,22.7498,0.553808,2.30238,True,55.0|162,84
8|84|sample|7|162,1754.32,1.50651,0.0478976,136.911,0.553806,2.30232,1754.32,1.50652,0.0478976,136.911,0.553808,2.30238,True,32.0|162,84
8|84|sample|8|162,1754.32,1.50651,0.0478976,136.911,0.553806,2.30232,1754.32,1.50652,0.0478976,136.911,0.553808,2.30238,True,32.0|162,84
8|84|sample|9|162,1754.32,1.50651,0.0478976,136.91,0.553806,2.30232,1754.32,1.50652,0.0478976,136.911,0.553808,2.30238,True,32.0|162,84
8|84|vc|1|2|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
8|84|vc|2|2|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.804,0.553808,2.30238,False,69.0|162,84
8|84|vc|3|2|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
8|84|vc|4|2|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
8|84|vc|5|2|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
8|84|vc|6|2|162,1754.32,1.55006,0.0478974,32.804,0.553806,2.30232,1754.32,1.55006,0.0478974,32.8039,0.553808,2.30238,False,69.0|162,84
