id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,-4.56735e-07,-4.7653e-07,0,-1.34777,0,0,-2.65146e-11,2.6148e-12,0,-1.36937,0,0,True,70.0|274,411
9|411|sample|3|274,-3.08387e-07,-4.70043e-07,0,-0.793988,0,0,3.26184e-12,1.36424e-12,0,-0.80243,0,0,True,70.0|274,411
9|411|sample|5|274,-4.80564e-07,-7.89311e-09,0,-1.48723,0,0,1.53761e-11,-1.54614e-11,0,-1.46924,0,0,True,70.0|274,411
9|411|sample|6|274,1.2697e-07,-4.37948e-07,0,-1.47658,0,0,1.21458e-12,4.54747e-12,0,-1.49159,0,0,True,70.0|274,411
9|411|sample|8|274,-2.1676e-07,4.19479e-07,0,-1.10911,0,0,-2.35101e-11,-2.54659e-11,0,-1.11038,0,0,True,70.0|274,411
9|411|sample|7|274,3.253e-07,-3.496e-07,0,-1.0764,0,0,2.18492e-12,1.53477e-11,0,-1.04786,0,0,True,70.0|274,411
9|411|sample|9|274,-3.66117e-07,4.21798e-08,0,-1.37147,0,0,2.66009e-12,6.25278e-12,0,-1.35399,0,0,True,70.0|274,411
9|411|sample|10|274,2.21853e-07,3.98866e-07,0,-1.52765,0,0,4.64828e-12,1.02318e-11,0,-1.52044,0,0,True,70.0|274,411
9|411|sample|12|274,-3.15303e-07,-2.25786e-07,0,-1.04157,0,0,-6.99729e-12,-1.75078e-11,0,-1.02368,0,0,True,70.0|274,411
9|411|sample|11|274,2.86371e-08,2.10539e-07,0,-1.10258,0,0,1.42162e-11,1.75078e-11,0,-1.09752,0,0,True,70.0|274,411
9|411|cc|1|1|274,2.29718e-07,-7.32783e-08,0,0.221652,0,0,3.29958e-13,-9.09495e-13,0,-1.96274e-07,0,0,False,69.0|274,411
9|411|cc|2|1|274,-2.64926e-08,4.82171e-08,0,0.0274591,0,0,-5.00933e-13,0.0,0,-8.73816e-08,0,0,False,69.0|274,411
9|411|cc|3|1|274,-2.94807e-07,1.57256e-07,0,-0.138878,0,0,1.7808e-13,-1.13687e-13,0,-4.43597e-07,0,0,False,69.0|274,411
9|411|cc|4|1|274,-1.41454e-07,-1.13588e-07,0,0.211277,0,0,-9.49463e-13,-1.13687e-13,0,-3.6285e-07,0,0,False,69.0|274,411
9|411|cc|5|1|274,1.44781e-07,1.11166e-07,0,-0.0159189,0,0,7.1676e-13,9.09495e-13,0,-4.94125e-08,0,0,False,69.0|274,411
9|411|cc|6|1|274,-4.85828e-07,4.88288e-07,0,-0.0664055,0,0,-4.21885e-13,-3.41061e-13,0,-1.07481e-07,0,0,False,69.0|274,411
9|411|cc|7|1|274,1.58921e-07,3.27185e-07,0,-0.0838816,0,0,1.02141e-14,-1.13687e-13,0,3.86468e-07,0,0,False,69.0|274,411
9|411|cc|8|1|274,1.80297e-07,-3.8499e-07,0,-0.166775,0,0,-6.21725e-15,0.0,0,-4.01521e-07,0,0,False,69.0|274,411
9|411|vc|1|2|274,-4.34121e-07,6.0453e-07,0,0.208815,0,0,-5.37792e-13,-9.09495e-13,0,-7.08921e-07,0,0,False,69.0|274,411
9|411|vc|2|2|274,-1.27773e-07,-2.41877e-07,0,-0.0659302,0,0,4.93605e-13,-2.27374e-13,0,-7.38278e-08,0,0,False,69.0|274,411
9|411|vc|3|2|274,-1.23198e-08,-2.71114e-07,0,0.24616,0,0,-4.18332e-13,4.54747e-13,0,2.59735e-07,0,0,False,69.0|274,411
9|411|vc|4|2|274,-1.78848e-07,1.38364e-07,0,0.0724472,0,0,1.63203e-13,-1.13687e-13,0,3.06987e-07,0,0,False,69.0|274,411
9|411|vc|5|2|274,2.78541e-07,-7.79907e-08,0,0.110103,0,0,1.78746e-13,-2.27374e-13,0,-2.57819e-07,0,0,False,69.0|274,411
9|411|vc|6|2|274,-4.34686e-07,-2.59188e-07,0,-0.118499,0,0,-2.20712e-13,2.27374e-13,0,-6.78448e-07,0,0,False,69.0|274,411
9|411|vc|7|2|274,-1.71947e-07,2.59722e-07,0,0.149646,0,0,3.10862e-13,9.09495e-13,0,4.25197e-08,0,0,False,69.0|274,411
9|411|vc|8|2|274,7.13234e-07,-5.61733e-08,0,0.0486369,0,0,-3.82361e-13,0.0,0,-6.01643e-07,0,0,False,69.0|274,411
14|783|sample|3|71,-4.14377e-08,-3.93722e-07,0,-5.24734,0,0,1.03002e-11,2.50111e-12,0,-5.33117,0,0,True,6.0|71,783
14|783|sample|4|71,-2.24299e-07,7.71271e-07,0,-5.38728,0,0,8.59247e-12,1.04592e-11,0,-5.35988,0,0,True,6.0|71,783
14|783|sample|5|71,2.5316e-07,-3.15214e-07,0,-4.72482,0,0,3.68069e-12,9.09495e-13,0,-4.67755,0,0,True,6.0|71,783
14|783|sample|6|71,-3.55753e-07,-3.40351e-07,0,-4.66037,0,0,4.18787e-12,1.19371e-11,0,-4.67183,0,0,True,6.0|71,783
14|783|sample|7|71,7.10588e-08,3.44657e-07,0,0.894623,0,0,-4.46451e-12,5.91172e-12,0,0.918686,0,0,True,6.0|71,783
14|783|sample|8|71,-3.53345e-07,1.72015e-11,0,0.75457,0,0,-9.08978e-12,-4.43379e-12,0,0.782825,0,0,True,6.0|71,783
14|783|sample|10|71,-1.50781e-07,-3.99834e-07,0,-5.37175,0,0,-6.34771e-12,-2.27374e-13,0,-5.32807,0,0,True,6.0|71,783
14|783|sample|9|71,-1.02939e-07,3.64844e-07,0,-5.40843,0,0,-1.25051e-11,2.50111e-12,0,-5.36653,0,0,True,6.0|71,783
14|783|sample|12|71,3.61452e-07,3.34701e-07,0,1.99003,0,0,-1.72201e-11,2.93312e-11,0,1.97528,0,0,True,6.0|71,783
14|783|sample|11|71,-1.24193e-06,2.26126e-07,0,2.05669,0,0,1.17422e-11,5.68434e-12,0,2.05643,0,0,True,6.0|71,783
14|783|cc|1|1|71,2.40952e-07,6.59926e-08,0,-0.0745856,0,0,5.01599e-13,1.13687e-13,0,1.70702e-07,0,0,False,69.0|71,783
14|783|cc|2|1|71,1.82242e-07,1.74646e-07,0,0.395131,0,0,-5.22249e-13,-9.09495e-13,0,-3.08103e-07,0,0,False,69.0|71,783
14|783|cc|3|1|71,1.19591e-08,-4.30235e-07,0,-0.38394,0,0,-3.45057e-13,-2.27374e-13,0,-2.83811e-07,0,0,False,69.0|71,783
14|783|cc|4|1|71,-7.18335e-08,2.23857e-08,0,0.100888,0,0,2.81775e-13,-6.82121e-13,0,-1.75291e-07,0,0,False,69.0|71,783
14|783|cc|5|1|71,7.73818e-08,-1.784e-07,0,0.120088,0,0,-4.04121e-13,0.0,0,2.50457e-07,0,0,False,69.0|71,783
14|783|cc|6|1|71,-1.78931e-07,1.50942e-07,0,-0.0081316,0,0,-6.386e-13,0.0,0,-4.95936e-08,0,0,False,69.0|71,783
14|783|cc|7|1|71,1.80048e-07,1.1864e-07,0,0.35119,0,0,-2.97096e-13,-1.13687e-13,0,-3.43059e-07,0,0,False,69.0|71,783
14|783|cc|8|1|71,-3.3922e-07,-4.93347e-07,0,0.32671,0,0,2.46025e-13,4.54747e-13,0,-4.15165e-07,0,0,False,69.0|71,783
14|783|vc|1|2|71,-2.67075e-08,5.4593e-07,0,-0.0603953,0,0,3.2796e-13,-3.41061e-13,0,-1.25696e-07,0,0,False,69.0|71,783
14|783|vc|2|2|71,-1.91755e-07,-2.27652e-07,0,0.251262,0,0,4.0723e-13,2.27374e-13,0,9.27032e-08,0,0,False,69.0|71,783
14|783|vc|3|2|71,1.53882e-07,1.83381e-07,0,0.148173,0,0,2.73559e-13,0.0,0,-2.25497e-07,0,0,False,69.0|71,783
14|783|vc|4|2|71,2.79865e-08,2.06849e-09,0,0.191353,0,0,1.83631e-13,-4.54747e-13,0,2.89211e-07,0,0,False,69.0|71,783
14|783|vc|5|2|71,2.72704e-07,4.01931e-07,0,-0.0646398,0,0,2.33147e-14,-2.27374e-13,0,1.4574e-07,0,0,False,69.0|71,783
14|783|vc|6|2|71,-7.40502e-08,-2.0227e-07,0,0.181731,0,0,3.67262e-13,4.54747e-13,0,-3.08262e-07,0,0,False,69.0|71,783
14|783|vc|7|2|71,1.25147e-07,1.86553e-07,0,0.00208386,0,0,-2.40918e-13,9.09495e-13,0,1.00623e-08,0,0,False,69.0|71,783
14|783|vc|8|2|71,-5.7126e-07,-7.64223e-09,0,0.0491652,0,0,-5.12479e-13,-3.41061e-13,0,2.95787e-07,0,0,False,69.0|71,783
14|491|sample|10|99,-2.17131e-07,-3.35948e-08,0,3.32026,0,0,-2.23821e-13,-2.6148e-12,0,3.33307,0,0,True,6.0|99,491
14|491|sample|9|99,7.30999e-08,-4.59168e-07,0,3.27552,0,0,-8.99697e-12,6.48015e-12,0,3.29913,0,0,True,6.0|99,491
14|491|sample|12|99,-5.92036e-07,3.99087e-07,0,1.93585,0,0,1.53004e-11,-3.41061e-12,0,1.95798,0,0,True,6.0|99,491
14|491|sample|11|99,-5.8213e-07,7.27983e-07,0,1.78453,0,0,1.07087e-11,-9.09495e-13,0,1.78409,0,0,True,6.0|99,491
14|491|sample|4|99,7.24468e-08,-5.882e-07,0,0.656917,0,0,-2.80598e-12,-1.04592e-11,0,0.619912,0,0,True,44.0|99,491
14|491|sample|3|99,-2.72116e-07,-7.97282e-07,0,0.477626,0,0,6.34337e-12,-3.86535e-12,0,0.507481,0,0,True,44.0|99,491
