id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.05549,0,3.78764e-09,-0.232514,1.06168,0,-3.55271e-15,0.00264796,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.510502,0,3.22098e-10,0.305157,0.506675,0,1.9984e-15,0.0252029,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.1019,0,9.27938e-09,-0.292432,1.14318,0,1.77636e-15,-0.00315689,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.22095,0,3.85012e-09,0.0489201,1.23109,0,-5.10703e-15,0.0194171,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.800125,0,-6.25323e-09,-0.200669,0.802945,0,1.08802e-14,-0.0433505,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.741668,0,-3.43381e-10,-0.341934,0.73008,0,0,-0.0164035,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.0626,0,-2.56723e-09,-0.0105242,1.07954,0,-8.88178e-16,0.0149412,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.19629,0,-5.55051e-09,-0.49491,1.20475,0,-3.77476e-15,-0.0038506,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.725753,0,1.9215e-09,0.0503299,0.707301,0,-8.43769e-15,0.00252406,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.806496,0,3.30698e-09,-0.116395,0.823188,0,-3.10862e-15,0.0239944,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.097171,0,2.43489e-09,-0.0206616,-2.1786e-07,0,1.33227e-15,-6.74041e-08,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.0498089,0,8.78614e-10,0.00532884,1.20153e-07,0,1.77636e-15,-1.67221e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.0842841,0,-1.04912e-10,0.124008,-1.15596e-08,0,-2.66454e-15,3.32106e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0265374,0,-2.65362e-09,-0.18568,1.55851e-07,0,-2.22045e-15,-1.01198e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-0.0255529,0,3.47749e-10,-0.440656,1.29662e-07,0,8.88178e-16,-3.07715e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-0.0753236,0,1.22092e-10,0.0845319,-2.07772e-07,0,-2.66454e-15,-1.78518e-07,69.0|274,411
