id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,3.00315e-09,-1.23938e-10,1.05897e-08,0.079074,7.27525e-09,0,0,5.10703e-15,3.55271e-15,-2.66454e-15,3.65581e-07,1.77636e-15,0,0,False,69.0|162,84
8|84|cc|2|1|162,-2.86186e-09,1.05997e-09,-9.72082e-09,0.144973,-3.26498e-09,0,0,-3.77476e-15,1.77636e-15,1.33227e-15,-1.63338e-06,-3.90799e-14,0,0,False,69.0|162,84
8|84|cc|3|1|162,-1.34041e-09,4.85413e-09,-3.27715e-09,0.0208071,-4.10486e-09,0,0,-6.9178e-13,-3.10507e-12,-4.2486e-12,0.0211722,2.12275e-13,0,0,False,69.0|162,84
8|84|cc|4|1|162,-1.01771e-09,2.39873e-09,-8.0298e-09,-0.151457,5.87073e-09,0,0,1.14353e-14,3.55271e-15,-9.32587e-15,2.92709e-07,1.33227e-14,0,0,False,69.0|162,84
8|84|cc|5|1|162,5.92971e-09,8.15977e-10,-2.44628e-09,0.0956409,-4.12488e-09,0,0,-8.88178e-16,1.59872e-14,-2.30926e-14,-7.04001e-08,-1.86517e-14,0,0,False,69.0|162,84
8|84|cc|6|1|162,4.56853e-09,-1.60271e-09,8.33806e-09,-0.0187844,-8.41593e-10,0,0,1.18794e-14,-5.32907e-15,7.54952e-15,7.5853e-07,6.21725e-14,0,0,False,69.0|162,84
8|84|cc|7|1|162,2.03798e-10,2.81696e-09,1.93709e-09,0.147607,1.3994e-08,0,0,-1.69309e-14,3.55271e-15,-1.5099e-14,-9.00891e-08,-4.52971e-14,0,0,False,69.0|162,84
8|84|cc|8|1|162,2.25576e-09,-3.45867e-09,-3.44246e-10,0.202956,-4.5502e-09,0,0,1.03806e-14,-5.32907e-15,1.02141e-14,-3.72646e-07,7.10543e-15,0,0,False,69.0|162,84
8|84|sample|10|162,-7.22028e-10,-3.71425e-09,6.60071e-09,-1.37863,-3.61352e-09,0,0,5.62883e-14,1.47438e-13,7.81597e-14,-1.36706,-1.02673e-12,0,0,True,32.0|162,84
8|84|sample|11|162,6.71901e-10,-5.20547e-09,5.65547e-09,-1.92338,3.22138e-08,0,0,2.10054e-13,9.23706e-14,1.44773e-13,-1.89832,1.33227e-14,0,0,True,22.0|162,84
8|84|sample|12|162,-1.66516e-08,6.11355e-10,-9.76688e-10,-1.60655,2.11321e-09,0,0,9.62008e-14,-4.26326e-14,-9.92539e-14,-1.59417,-4.22773e-13,0,0,True,22.0|162,84
8|84|sample|3|162,1.17923e-09,3.06536e-09,1.18061e-08,-3.77944,-6.30238e-11,0,0,5.27356e-14,1.32783e-13,-1.03806e-13,-3.63629,3.90799e-13,0,0,True,55.0|162,84
8|84|sample|4|162,3.56508e-09,-5.40384e-09,5.84385e-09,-3.49106,-1.41099e-08,0,0,-1.69309e-13,-2.22045e-15,-6.88338e-15,-3.51029,-1.56319e-13,0,0,True,55.0|162,84
8|84|sample|5|162,-1.55884e-09,-3.41453e-10,9.37698e-09,-3.60084,-1.79475e-08,0,0,3.57492e-14,-3.68594e-14,-1.12133e-14,-3.56101,6.39488e-14,0,0,True,55.0|162,84
8|84|sample|6|162,-1.57952e-08,-1.09032e-09,-2.78884e-09,-3.95846,1.79512e-08,0,0,-2.08833e-13,-3.33067e-14,-1.3689e-13,-3.91131,8.17124e-14,0,0,True,55.0|162,84
8|84|sample|7|162,-4.91787e-09,-6.38696e-09,1.51442e-09,-1.50711,1.10243e-08,0,0,1.46883e-13,-1.72307e-13,8.26006e-14,-1.50645,-3.97904e-13,0,0,True,32.0|162,84
8|84|sample|8|162,1.93845e-10,-5.07805e-09,2.95218e-09,-1.44743,2.1371e-09,0,0,1.20237e-13,-5.50671e-14,7.76046e-14,-1.47203,-4.05898e-13,0,0,True,32.0|162,84
8|84|sample|9|162,3.47074e-09,2.81555e-10,-2.5896e-09,-1.3483,3.76429e-09,0,0,5.9508e-14,-1.86517e-13,-3.3773e-13,-1.34539,-6.02185e-13,0,0,True,32.0|162,84
8|84|vc|1|2|162,5.36781e-09,4.3483e-10,-4.28912e-12,0.0133194,-5.36259e-09,0,0,-6.49591e-13,4.44089e-14,-1.06537e-12,0.0135902,-6.3336e-12,0,0,False,69.0|162,84
8|84|vc|2|2|162,4.8122e-09,5.11372e-09,-2.47547e-09,0.0219666,4.2142e-09,0,0,1.79335e-11,1.23457e-12,-1.56102e-11,0.0224908,-8.69704e-12,0,0,False,69.0|162,84
8|84|vc|3|2|162,6.92904e-11,-8.07927e-10,-5.23048e-09,-0.0324308,7.14781e-09,0,0,-1.00475e-14,-2.66454e-15,-4.88498e-15,4.9772e-08,1.15463e-14,0,0,False,69.0|162,84
8|84|vc|4|2|162,-3.3089e-10,1.40668e-09,3.82088e-09,0.109698,3.07602e-09,0,0,-3.05311e-15,3.55271e-15,5.9952e-15,-1.35031e-08,5.32907e-15,0,0,False,69.0|162,84
8|84|vc|5|2|162,2.54314e-09,8.375e-10,-1.12024e-09,0.0927582,-5.1778e-09,0,0,-1.88738e-15,5.32907e-15,-1.33227e-14,-7.67935e-08,-3.55271e-15,0,0,False,69.0|162,84
8|84|vc|6|2|162,-1.667e-10,2.1994e-11,9.76973e-09,-0.0391568,1.90034e-08,0,0,2.20934e-14,-1.77636e-15,-8.88178e-15,5.13799e-07,-3.55271e-15,0,0,False,69.0|162,84
8|84|vc|7|2|162,6.05908e-10,4.84394e-10,4.34507e-09,-0.205923,1.01765e-08,0,0,5.55112e-15,7.10543e-15,7.54952e-15,1.93463e-08,-1.5099e-14,0,0,False,69.0|162,84
8|84|vc|8|2|162,-6.66614e-09,-3.02838e-09,5.86339e-09,-0.0923313,-8.79456e-09,0,0,-4.54636e-14,-8.88178e-16,-8.88178e-15,3.54224e-07,-1.59872e-14,0,0,False,69.0|162,84
8|719|cc|1|1|274,5.94586e-09,1.8445e-09,2.43947e-09,-0.0799012,-2.56505e-10,0,0,7.21645e-16,1.15463e-14,2.75335e-14,-8.51153e-08,-2.04281e-14,0,0,False,69.0|274,719
8|719|cc|2|1|274,-5.73311e-09,-4.06044e-10,1.4563e-09,-0.14563,5.78157e-10,0,0,3.33067e-16,1.77636e-15,4.66294e-15,-4.53302e-07,-4.44089e-15,0,0,False,69.0|274,719
8|719|cc|3|1|274,1.1843e-09,-3.72208e-10,7.02081e-09,-0.127303,-6.43901e-10,0,0,-6.38378e-15,-2.66454e-15,-3.10862e-15,1.62743e-07,-6.21725e-15,0,0,False,69.0|274,719
8|719|cc|4|1|274,3.81027e-09,1.70204e-10,-3.69077e-10,-0.127362,3.00172e-09,0,0,6.38378e-15,-3.55271e-15,-1.57652e-14,-5.94068e-07,5.50671e-14,0,0,False,69.0|274,719
8|719|cc|5|1|274,-1.19062e-09,4.2012e-09,3.46113e-09,-0.318523,6.53087e-09,0,0,-9.21485e-15,-6.21725e-15,1.77636e-14,-2.4238e-07,9.76996e-15,0,0,False,69.0|274,719
8|719|cc|6|1|274,-9.46809e-10,-1.53196e-09,-4.26129e-09,0.0410354,3.85447e-09,0,0,-6.38378e-15,-9.76996e-15,-1.59872e-14,-7.49677e-08,-2.04281e-14,0,0,False,69.0|274,719
8|719|cc|7|1|274,1.65776e-09,2.1493e-09,-4.23609e-09,-0.0583406,2.16566e-09,0,0,-1.38778e-14,-1.77636e-15,1.26565e-14,-4.80256e-07,8.88178e-16,0,0,False,69.0|274,719
8|719|cc|8|1|274,7.62168e-09,3.26539e-09,-2.55271e-09,-0.132234,1.07375e-08,0,0,1.60427e-14,4.44089e-15,-3.06422e-14,1.22338e-06,-1.33227e-14,0,0,False,69.0|274,719
8|719|sample|10|274,2.15247e-09,-2.93226e-09,-7.863e-09,-1.12633,8.10786e-09,0,0,-7.77156e-15,1.1724e-13,5.82867e-14,-1.10839,-2.18492e-13,0,0,True,32.0|274,719
8|719|sample|11|274,-3.47148e-09,-5.29732e-09,4.26278e-09,-0.127064,6.56142e-09,0,0,-2.63511e-13,-5.50671e-14,-1.78191e-13,-0.0775444,2.43361e-13,0,0,True,22.0|274,719
8|719|sample|12|274,4.26366e-09,-2.06375e-09,-1.92023e-09,0.0565915,-2.69653e-09,0,0,3.55271e-15,-6.83897e-14,1.87295e-13,0.0747853,2.82441e-13,0,0,True,22.0|274,719
8|719|sample|3|274,-5.98167e-09,3.21265e-09,-4.53345e-09,-2.83441,-9.1722e-09,0,0,1.24289e-13,-2.94875e-13,1.68754e-14,-2.79384,-6.02185e-13,0,0,True,55.0|274,719
8|719|sample|4|274,-2.28332e-09,9.72049e-09,-1.13097e-08,-2.856,8.66893e-09,0,0,3.41949e-14,1.71418e-13,4.94049e-14,-2.81867,2.22045e-13,0,0,True,55.0|274,719
8|719|sample|5|274,7.77329e-09,3.68169e-09,1.1333e-08,-2.90847,2.04888e-08,0,0,6.11178e-14,1.05693e-13,7.21645e-14,-2.90899,-1.90958e-13,0,0,True,55.0|274,719
8|719|sample|6|274,9.26004e-09,-3.34391e-09,7.15132e-09,-2.68308,1.51437e-08,0,0,-2.29206e-13,1.79412e-13,-1.00475e-13,-2.74674,5.68434e-13,0,0,True,55.0|274,719
8|719|sample|7|274,-6.87409e-09,5.18588e-09,-4.83966e-09,-1.12354,2.19251e-08,0,0,3.52385e-13,-1.2168e-13,1.04361e-14,-1.12424,5.98632e-13,0,0,True,32.0|274,719
8|719|sample|8|274,9.21588e-09,3.61804e-10,6.10195e-09,-1.09054,5.09529e-09,0,0,-3.15303e-13,-2.55795e-13,1.35447e-13,-1.10798,-1.86517e-13,0,0,True,32.0|274,719
8|719|sample|9|274,2.99139e-09,-4.96675e-11,-2.30632e-09,-1.10969,-1.13058e-08,0,0,-2.67952e-13,-7.4607e-14,-4.36318e-13,-1.08676,2.78888e-13,0,0,True,32.0|274,719
8|719|vc|1|2|274,-3.53319e-09,-1.19767e-09,-2.75014e-09,0.0917287,2.62097e-09,0,0,3.71925e-15,0.0,-1.15463e-14,7.06778e-07,6.21725e-15,0,0,False,69.0|274,719
8|719|vc|2|2|274,-4.16001e-09,-5.80825e-11,-1.56211e-09,0.0831773,-3.579e-09,0,0,1.11577e-14,3.55271e-15,-5.55112e-15,5.3756e-07,-3.4639e-14,0,0,False,69.0|274,719
8|719|vc|3|2|274,1.82137e-09,3.0723e-09,1.1614e-09,-0.0722396,1.2358e-08,0,0,5.9952e-15,9.76996e-15,1.42109e-14,-7.64806e-07,-3.9968e-14,0,0,False,69.0|274,719
8|719|vc|4|2|274,5.62753e-10,1.67101e-09,-2.50679e-09,0.181569,-5.50625e-09,0,0,1.27676e-15,-7.99361e-15,7.54952e-15,-5.62283e-09,-2.66454e-15,0,0,False,69.0|274,719
8|719|vc|5|2|274,4.45407e-09,2.66761e-10,-1.40915e-09,0.232873,4.20869e-09,0,0,-7.77156e-16,8.88178e-16,4.44089e-16,-5.57832e-07,-8.88178e-16,0,0,False,69.0|274,719
8|719|vc|6|2|274,5.25349e-10,-8.72088e-10,7.07307e-09,0.239642,1.6451e-08,0,0,-3.32512e-14,4.44089e-15,3.10862e-15,-2.58503e-07,-2.57572e-14,0,0,False,69.0|274,719
8|719|vc|7|2|274,1.78105e-09,-1.3388e-09,-6.84414e-09,0.170938,4.82104e-10,0,0,-1.06581e-14,5.32907e-15,-1.90958e-14,4.57073e-07,1.77636e-15,0,0,False,69.0|274,719
8|719|vc|8|2|274,-4.10087e-09,-1.35927e-09,-1.9522e-09,0.0655815,5.52255e-09,0,0,1.2601e-14,0.0,-2.93099e-14,1.78246e-07,2.39808e-14,0,0,False,69.0|274,719
8|488|cc|1|1|322,1.51924e-09,-1.3788e-09,-5.841e-11,0.221644,9.07781e-09,0,0,-1.0103e-14,5.32907e-15,-4.88498e-15,-2.30967e-07,-7.10543e-15,0,0,False,69.0|322,488
8|488|cc|2|1|322,-1.54428e-09,3.59269e-09,-3.97327e-09,-0.0811271,3.15971e-09,0,0,-2.498e-15,-1.24345e-14,1.73195e-14,2.17813e-07,-2.4869e-14,0,0,False,69.0|322,488
8|488|cc|3|1|322,5.49615e-10,-3.11656e-10,-1.28422e-09,0.0750291,1.19606e-08,0,0,-6.77236e-15,3.55271e-15,-7.88258e-15,-4.58144e-07,-1.33227e-14,0,0,False,69.0|322,488
8|488|cc|4|1|322,1.16441e-09,8.87155e-10,4.57179e-09,-0.0852789,-9.83487e-09,0,0,-1.27676e-15,8.88178e-15,-1.53211e-14,3.81595e-07,1.33227e-14,0,0,False,69.0|322,488
8|488|cc|5|1|322,6.86226e-09,7.42272e-10,-1.13842e-08,-0.0611405,-1.42855e-09,0,0,3.05311e-15,8.88178e-15,-2.22045e-15,2.16105e-07,-1.77636e-14,0,0,False,69.0|322,488
