id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-1.26092e-08,2.47893e-09,2.73511e-09,-0.543199,0,0,-1.13687e-13,1.25233e-13,-0.578697,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-3.84293e-09,6.56559e-09,1.38183e-09,-1.12425,0,0,-4.54747e-13,-1.05826e-12,-1.14227,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,6.29058e-09,-3.10933e-09,-3.37308e-09,-0.397792,0,0,6.82121e-13,1.06981e-12,-0.446663,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.75432e-08,-5.3182e-09,2.218e-09,-0.235513,0,0,2.27374e-13,-8.61533e-13,-0.354424,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.17356e-08,7.97081e-09,-2.31121e-09,-0.745496,0,0,1.81899e-12,-2.16338e-12,-0.83579,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,2.51098e-08,3.48604e-09,-1.7149e-08,-0.879393,0,0,-6.82121e-13,-5.01998e-12,-0.90765,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,7.16573e-09,-6.10366e-09,5.05345e-09,-0.405765,0,0,1.13687e-13,1.55431e-15,-0.525537,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-4.65627e-09,1.0495e-08,4.54498e-09,-0.34213,0,0,0,-1.85629e-13,-0.393789,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,4.01272e-09,6.9635e-09,-6.18054e-10,-0.850137,0,0,-2.27374e-13,-3.82583e-13,-0.900042,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-3.73236e-09,-1.77306e-09,5.39292e-09,-0.756739,0,0,7.95808e-13,-2.55795e-13,-0.796528,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-1.01476e-09,7.17565e-10,-5.93523e-09,0.0575943,0,0,-4.54747e-13,-1.72862e-12,1.81754e-05,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.14926e-09,-2.93582e-09,-5.33814e-09,0.0280909,0,0,-1.13687e-13,-1.79201e-12,-0.00011141,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,2.76758e-11,-3.82348e-10,-2.23214e-09,0.0143497,0,7.27596e-12,-1.7053e-12,-1.66356e-12,0.0144826,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,5.97315e-09,5.68246e-09,5.48588e-09,-0.196007,0,0,-1.13687e-13,1.10245e-13,-3.02356e-05,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-5.92596e-09,-7.8458e-10,-3.29592e-10,0.242584,0,0,-1.47793e-12,4.68803e-12,-1.38988e-05,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.29485e-09,-4.16955e-09,1.25177e-10,0.158515,0,0,7.95808e-13,-2.65787e-12,-4.72458e-05,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.22494e-09,5.64114e-09,-3.52222e-09,-0.0490472,0,0,3.41061e-13,5.49005e-14,1.56661e-05,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-8.06237e-09,-6.11881e-09,2.5234e-09,0.0382063,0,-7.27596e-12,-5.68434e-13,-1.95766e-12,0.0391769,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-3.07651e-09,-3.53709e-09,3.44405e-09,-0.211976,0,7.27596e-12,0,7.98805e-14,6.58129e-06,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,9.55986e-09,1.70289e-09,-2.10309e-09,0.00653611,0,-7.27596e-12,-1.47793e-12,-4.88787e-12,0.00674823,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-1.83413e-08,-1.74058e-09,5.045e-09,0.196655,0,0,-7.95808e-13,1.42675e-12,-7.33857e-06,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,-9.10202e-09,3.75671e-09,2.44394e-09,-0.0357466,0,0,1.13687e-13,5.4905e-12,-0.0364341,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.39662e-08,3.93991e-09,9.32764e-09,0.0336198,0,7.27596e-12,-3.41061e-13,-9.31921e-13,0.0343876,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.88794e-09,-1.82811e-09,3.48307e-09,0.0670031,0,0,7.95808e-13,1.36197e-12,-0.000129354,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,3.43493e-09,2.67762e-09,5.45187e-09,-0.163344,0,0,-1.13687e-13,-1.46194e-12,-0.000114164,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,2.50823e-09,-1.31391e-09,-6.10132e-09,-0.0600861,0,0,0,-4.99878e-13,-9.86317e-06,0,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,2.62018e-08,1.42949e-09,-1.56663e-09,-3.07359,0,0,0,1.05194e-14,-3.43909,0,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,2.0303e-08,-1.84596e-09,1.65004e-08,-2.96864,0,0,0,-2.83107e-14,-2.91497,0,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,1.015e-08,6.10728e-09,2.14988e-09,-2.53641,0,0,0,-1.38778e-14,-2.97927,0,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,-1.38406e-09,-6.93776e-09,-2.90505e-09,-2.30557,0,0,2.16005e-12,1.68143e-12,-2.91703,0,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,-4.83702e-09,2.26083e-09,-6.19641e-09,-3.16496,0,0,0,2.94209e-15,-3.56205,0,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,-1.23385e-08,-6.39825e-10,7.01988e-09,-2.8089,0,0,0,-9.88098e-15,-2.99454,0,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,9.76406e-10,4.21087e-09,9.50345e-09,-2.41959,0,0,1.13687e-13,2.3892e-13,-2.56403,0,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,-8.70409e-09,4.92515e-09,-7.02117e-09,-2.41212,0,0,0,9.76996e-15,-2.43825,0,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,-4.14485e-09,-3.22841e-09,-1.49202e-08,-1.29804,0,0,0,1.23457e-13,-1.33604,0,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,1.69609e-08,-5.35805e-10,-4.082e-10,-2.07748,0,0,0,2.4869e-14,-2.21792,0,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,9.78718e-09,-2.78027e-09,2.06583e-09,-0.0375305,0,-7.27596e-12,-5.68434e-13,-1.80922e-12,-0.0383038,0,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,-1.75413e-08,2.10929e-09,-4.31787e-10,-0.195015,0,0,0,-9.4591e-14,-1.06158e-06,0,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,-1.10982e-09,4.11886e-09,-2.38829e-10,0.326848,0,0,0,5.01821e-14,5.16931e-06,0,False,69.0|233,705
14|705|14|705|cc|4|1|233|1|233|69.0,5.19993e-09,-5.06923e-09,3.74095e-09,-0.042248,0,0,3.86535e-12,7.65388e-13,-0.042982,0,False,69.0|233,705
14|705|14|705|cc|5|1|233|1|233|69.0,2.31063e-10,7.92846e-09,6.71783e-09,-0.253991,0,0,0,-1.77636e-15,-8.9497e-08,0,False,69.0|233,705
14|705|14|705|cc|6|1|233|1|233|69.0,-9.36654e-09,-4.80818e-09,7.27978e-09,0.0019074,0,-4.36557e-11,-7.7307e-12,-2.75664e-11,0.00194261,0,False,69.0|233,705
14|705|14|705|cc|7|1|233|1|233|69.0,-5.56665e-09,1.20181e-09,8.79048e-10,-0.319208,0,0,0,4.44089e-15,-8.48638e-08,0,False,69.0|233,705
14|705|14|705|cc|8|1|233|1|233|69.0,1.65742e-09,-9.27532e-10,-4.28277e-09,0.0267716,0,-1.45519e-11,0,-5.77316e-15,2.0071e-07,0,False,69.0|233,705
14|705|14|705|vc|1|2|233|2|233|69.0,-1.04859e-08,5.31446e-09,-3.60284e-09,0.0218394,0,-1.45519e-11,1.81899e-12,8.02025e-13,0.0224432,0,False,69.0|233,705
14|705|14|705|vc|2|2|233|2|233|69.0,1.20699e-08,1.34538e-09,-4.9106e-09,0.150366,0,-1.45519e-11,0,-4.26326e-14,6.61586e-07,0,False,69.0|233,705
14|705|14|705|vc|3|2|233|2|233|69.0,9.12691e-10,-4.69605e-09,1.7045e-09,0.0823236,0,0,0,-9.70335e-14,9.95444e-06,0,False,69.0|233,705
14|705|14|705|vc|4|2|233|2|233|69.0,-1.25997e-08,-7.03155e-10,-5.91898e-09,-0.00166999,0,4.36557e-11,-1.55751e-11,-1.95715e-11,-0.00170142,0,False,69.0|233,705
14|705|14|705|vc|5|2|233|2|233|69.0,7.37605e-09,2.82889e-09,-4.19806e-10,0.0961742,0,0,0,-6.70575e-14,6.13621e-06,0,False,69.0|233,705
14|705|14|705|vc|6|2|233|2|233|69.0,-1.68775e-10,5.0063e-09,2.92264e-10,-0.052677,0,0,0,6.61693e-14,-2.36042e-06,0,False,69.0|233,705
14|705|14|705|vc|7|2|233|2|233|69.0,6.3171e-09,-3.70572e-09,6.19146e-10,-0.0695562,0,0,0,4.88498e-14,-4.34605e-06,0,False,69.0|233,705
14|705|14|705|vc|8|2|233|2|233|69.0,-6.03605e-09,-2.27234e-09,1.29741e-09,-0.0662537,0,-1.45519e-11,0,-1.35003e-13,-9.42966e-07,0,False,69.0|233,705
8|152|8|152|sample|8|322|8|322|65.0,-1.30029e-09,-6.1504e-09,3.75859e-09,-1.00385,0,0,0,-8.03801e-14,-1.11359,0,True,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,7.51906e-09,7.42673e-09,4.2303e-09,-0.95983,0,0,-1.13687e-13,-9.76996e-14,-1.01213,0,True,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,-4.36768e-09,2.48064e-10,-8.4868e-09,-1.01635,0,0,0,1.61648e-13,-1.06952,0,True,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,2.90519e-08,-7.41451e-11,6.37044e-09,-1.0628,0,0,0,-1.48326e-13,-1.16992,0,True,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,7.25712e-09,3.52718e-09,4.32797e-09,-2.42504,0,0,1.13687e-13,-2.22045e-14,-2.49206,0,True,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,8.92461e-09,-8.98243e-09,3.84638e-09,-2.05974,0,-1.45519e-11,0,1.64313e-14,-2.14,0,True,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,-1.48435e-08,-8.43962e-09,-1.0749e-09,-1.90588,0,0,-1.13687e-13,7.4607e-14,-2.09678,0,True,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,1.44146e-09,5.65747e-09,-1.37114e-11,-1.85806,0,0,0,1.16573e-13,-1.89307,0,True,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,-1.42541e-08,6.46578e-09,-6.35209e-09,-1.30608,0,-7.27596e-12,-2.27374e-13,-2.06235e-12,-1.40836,0,True,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,-2.60092e-09,-2.63112e-09,5.45483e-09,-1.10901,0,0,4.54747e-13,6.35492e-13,-1.27334,0,True,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,-9.62446e-09,-2.21772e-09,5.3109e-10,-0.0778458,0,-7.27596e-12,3.06954e-12,-5.18607e-12,-1.5087e-05,0,False,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,1.19029e-08,-1.37999e-09,-4.1323e-10,-0.220407,0,0,1.13687e-13,1.26565e-14,-1.7213e-07,0,False,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,8.47418e-09,-3.51948e-09,8.33083e-09,0.301357,0,0,0,1.13909e-13,3.75989e-06,0,False,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,3.08297e-09,-6.3827e-09,-6.79055e-09,0.0218597,0,0,9.09495e-13,2.15705e-12,0.0222429,0,False,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,-6.82519e-09,5.24768e-09,2.66997e-09,0.086619,0,0,0,4.30767e-14,2.40243e-06,0,False,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,-8.38605e-09,2.02153e-09,-3.85746e-10,-0.183309,0,0,0,-1.26121e-13,2.75596e-06,0,False,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,5.77561e-09,4.50999e-09,-1.04283e-08,0.280412,0,0,1.13687e-13,-4.88498e-15,-1.91778e-07,0,False,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,1.50551e-09,-1.41769e-09,-6.84449e-09,0.0450553,0,0,0,-1.55764e-13,-1.01031e-05,0,False,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,2.06368e-08,9.10141e-10,-5.11797e-10,0.216283,0,0,0,-9.88098e-14,-3.04325e-06,0,False,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,2.78078e-09,-3.02068e-09,6.25588e-09,-0.112428,0,0,-1.13687e-13,4.66294e-15,-3.39207e-07,0,False,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,2.00055e-09,2.26413e-09,4.17779e-09,-0.347229,0,0,-3.41061e-13,-4.66294e-15,2.53339e-07,0,False,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,-7.69919e-09,-1.95728e-09,-3.81966e-10,-0.120456,0,0,0,1.39666e-13,6.78541e-06,0,False,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,-7.3086e-10,4.84712e-09,-6.24221e-09,0.126768,0,0,-1.13687e-13,3.9968e-15,-1.02058e-07,0,False,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,-3.29818e-09,4.3087e-09,3.23828e-09,0.05571,0,5.82077e-11,1.83036e-11,-2.85754e-11,0.0569155,0,False,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,4.81723e-09,-5.67806e-09,-3.58485e-09,-0.0546884,0,0,0,1.49214e-13,4.94593e-06,0,False,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,-7.4344e-09,3.3367e-09,1.08266e-09,-0.243717,0,0,1.13687e-13,-1.94622e-13,4.76863e-05,0,False,69.0|322,152
8|1159|8|1159|sample|8|292|8|292|65.0,-1.17815e-08,-3.75829e-09,-3.06417e-09,-0.497328,0,0,0,1.24345e-13,-0.59271,0,True,65.0|292,1159
8|1159|8|1159|sample|7|292|7|292|65.0,-2.82674e-10,8.92074e-10,-2.36695e-09,-0.393502,0,0,2.27374e-13,5.15143e-14,-0.514755,0,True,65.0|292,1159
8|1159|8|1159|sample|5|292|5|292|65.0,-1.58527e-09,2.37545e-09,-4.22266e-09,-0.453269,0,0,0,5.41789e-14,-0.569253,0,True,65.0|292,1159
8|1159|8|1159|sample|6|292|6|292|65.0,-3.61527e-09,-2.29003e-09,-1.82322e-08,-0.483071,0,0,-1.13687e-13,9.76996e-14,-0.569455,0,True,65.0|292,1159
8|1159|8|1159|sample|11|292|11|292|28.0,1.60739e-08,1.36103e-09,-3.11154e-09,-2.33644,0,0,-1.13687e-13,2.66454e-15,-2.34699,0,True,28.0|292,1159
8|1159|8|1159|sample|12|292|12|292|28.0,-3.02321e-08,-6.6709e-09,7.48241e-10,-2.71013,0,0,1.13687e-13,1.33227e-15,-2.77907,0,True,28.0|292,1159
8|1159|8|1159|sample|9|292|9|292|28.0,1.20581e-08,8.53366e-09,9.63706e-10,-1.54618,0,0,-1.13687e-13,1.00187e-12,-1.64569,0,True,28.0|292,1159
8|1159|8|1159|sample|10|292|10|292|28.0,7.41345e-09,-4.5853e-09,-2.8104e-09,-1.68612,0,0,1.13687e-13,-9.41469e-14,-1.71081,0,True,28.0|292,1159
8|1159|8|1159|sample|4|292|4|292|22.0,1.12859e-08,3.83963e-09,2.01625e-09,-0.246463,0,0,0,-8.88178e-15,-0.362501,0,True,22.0|292,1159
8|1159|8|1159|sample|3|292|3|292|22.0,7.62752e-10,-6.14198e-10,2.54937e-09,-0.428007,0,0,0,-6.30607e-14,-0.487654,0,True,22.0|292,1159
8|1159|8|1159|cc|1|1|292|1|292|69.0,1.13029e-08,6.44133e-09,-1.00825e-09,-0.0706148,0,0,0,-1.37002e-13,2.5978e-06,0,False,69.0|292,1159
8|1159|8|1159|cc|2|1|292|1|292|69.0,1.36143e-08,-1.60347e-09,2.31064e-09,0.116273,0,0,0,1.24345e-14,4.46694e-06,0,False,69.0|292,1159
8|1159|8|1159|cc|3|1|292|1|292|69.0,-4.55597e-09,4.15242e-09,8.48243e-09,-0.0389083,0,0,0,6.77236e-14,-3.34049e-06,0,False,69.0|292,1159
8|1159|8|1159|cc|4|1|292|1|292|69.0,-3.22794e-09,3.56595e-10,9.96581e-11,0.0196867,0,0,-1.13687e-13,-1.12244e-12,0.020126,0,False,69.0|292,1159
8|1159|8|1159|cc|5|1|292|1|292|69.0,2.18258e-09,-6.72896e-10,-2.62031e-09,0.190996,0,0,0,5.32907e-15,-7.32642e-06,0,False,69.0|292,1159
8|1159|8|1159|cc|6|1|292|1|292|69.0,1.41485e-08,-9.70321e-10,1.9107e-09,0.13294,0,0,1.13687e-13,-3.10862e-15,9.8431e-08,0,False,69.0|292,1159
8|1159|8|1159|cc|7|1|292|1|292|69.0,-6.57495e-09,-4.17684e-09,3.53719e-09,0.139552,0,0,0,-1.33227e-14,-8.8151e-06,0,False,69.0|292,1159
8|1159|8|1159|cc|8|1|292|1|292|69.0,-7.34539e-09,-1.22023e-09,-5.18889e-09,-0.210862,0,0,1.13687e-13,0,-1.64928e-07,0,False,69.0|292,1159
8|1159|8|1159|vc|1|2|292|2|292|69.0,-1.32045e-08,1.68462e-09,-3.29166e-10,0.00728397,0,1.45519e-11,-1.62572e-11,5.63372e-12,0.00743734,0,False,69.0|292,1159
8|1159|8|1159|vc|2|2|292|2|292|69.0,8.11099e-10,-2.26491e-09,9.77583e-10,0.274999,0,0,0,-3.81917e-14,4.20388e-07,0,False,69.0|292,1159
8|1159|8|1159|vc|3|2|292|2|292|69.0,7.31084e-09,-2.82015e-09,4.29569e-09,-0.0307092,0,0,0,-4.72955e-14,-1.59802e-06,0,False,69.0|292,1159
8|1159|8|1159|vc|4|2|292|2|292|69.0,3.13485e-09,1.96326e-09,-7.0936e-09,0.35921,0,-1.45519e-11,0,1.64313e-14,-5.49081e-06,0,False,69.0|292,1159
