f_pop,-0.005051,nan,0.0544935,0.00819873,-0.00223879,nan,0.00823533,-0.00319653,0.0724221,0.103753,-0.000433117,-0.00124445,0.0625626,0.00636865,nan,nan,nan,nan,nan,6.96717e+13,-0.0774487,0.00168367,-0.0323835,-3.70337e+13,-0.0896004,1.57567e-14,-3.07589e-14,-1.66888e-14,-1.74212e-14,-1.18064e-14,nan,-1.36706e-14,-1.17621e-14,-9.92007e-15,-7.65643e-15,nan,6.87969e-16,nan,nan,-1.47581e-14,nan,nan,1.88637e-14,nan,-2.17487e-15,nan,nan,1.79205e-15,nan,-4.00593e-16,nan,0.000669502,0.000507845,0.000439218,-0.000684752,-0.000651201,-0.00050327,5.67297e-16,-4.97668e-15,nan,0.630912,0.00025621,4.00328e-05
beta_f_mab_virus_22_0_276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_22_0_292,0.0544935,nan,-3.01448e+11,-1.82344e+12,2.17419e+11,nan,7.47926e+11,-1.91053e+12,-6.24844e+12,-7.11878e+12,1.26345e+11,-2.31781e+12,1.51576e+11,-1.89754e+12,nan,nan,nan,nan,nan,-6.87427e+27,-1.9197e+12,-1.90019e+12,2.64842e+10,6.87427e+27,4.54123e+12,-2.72266,3.89174,2.54687,2.58036,2.64062,nan,2.95033,3.1183,2.58426,2.18471,nan,2.39676,nan,nan,2.62779,nan,nan,2.98103,nan,2.59431,nan,nan,-0.310128,nan,0.00969587,nan,-1.41286e+11,-1.46868e+11,-9.65106e+10,8.85938e+10,9.74791e+10,9.70231e+10,-0.082659,0.44043,nan,-2.82687e+14,6.03393e+11,-9.12979e+09
beta_f_mab_virus_22_0_322,0.00819873,nan,-1.82344e+12,-3.17345e+12,7.27243e+11,nan,-3.71187e+13,-3.46476e+12,-6.05208e+13,-6.3432e+13,4.22611e+11,-7.75283e+12,-3.91134e+13,-3.42134e+12,nan,nan,nan,nan,nan,-2.29937e+28,3.31992e+13,-6.35594e+12,-2.83716e+12,2.29937e+28,5.48103e+13,-9.14153,13.0956,8.66994,8.70622,8.85132,nan,9.86704,10.4475,8.77877,7.43656,nan,8.01697,nan,nan,8.92387,nan,nan,10.0121,nan,8.74249,nan,nan,-1.04293,nan,0.0408104,nan,-4.72587e+11,-4.91258e+11,-3.22818e+11,2.96337e+11,3.26057e+11,3.24532e+11,-0.285673,1.48731,nan,-9.45558e+14,2.01829e+12,-3.05382e+10
beta_f_mab_virus_28_0_103,-0.00223879,nan,2.17419e+11,7.27243e+11,0.00817825,nan,-0.00226164,-0.0260089,-0.0768958,-0.0969274,0.00484637,-0.00597719,-0.0455559,-0.00613874,nan,nan,nan,nan,nan,-5.89305e+13,0.0704339,-0.0151853,0.023727,3.31029e+13,0.0801267,-1.63087e-14,3.84943e-14,2.38018e-14,2.49772e-14,1.14601e-14,nan,1.83656e-14,2.3508e-14,1.71902e-14,9.9909e-15,nan,3.23235e-15,nan,nan,1.7631e-14,nan,nan,-5.73007e-15,nan,6.75855e-15,nan,nan,-2.69975e-15,nan,4.60862e-16,nan,-0.000131256,-0.000676473,-0.000338236,0.000292802,0.000646183,0.000333188,-7.48399e-16,5.36276e-15,nan,-0.930503,-0.00141352,-2.83967e-05
beta_f_mab_virus_28_0_276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_28_0_292,0.00823533,nan,7.47926e+11,-3.71187e+13,-0.00226164,nan,7.47926e+11,-1.91053e+12,-6.24844e+12,-7.11878e+12,1.26345e+11,-2.31781e+12,1.51576e+11,-1.89754e+12,nan,nan,nan,nan,nan,-6.87427e+27,-1.9197e+12,-1.90019e+12,2.64842e+10,6.87427e+27,4.54123e+12,-2.72266,3.89174,2.54687,2.58036,2.64063,nan,2.95033,3.1183,2.58426,2.18471,nan,2.39676,nan,nan,2.62779,nan,nan,2.98103,nan,2.59431,nan,nan,-0.310128,nan,0.00969587,nan,-1.41286e+11,-1.46868e+11,-9.65106e+10,8.85938e+10,9.74791e+10,9.70231e+10,-0.082659,0.44043,nan,-2.82687e+14,6.03393e+11,-9.12979e+09
beta_f_mab_virus_28_0_322,-0.00319653,nan,-1.91053e+12,-3.46476e+12,-0.0260089,nan,-1.91053e+12,-3.46476e+12,-6.05208e+13,-6.3432e+13,4.22611e+11,-7.75283e+12,-3.91134e+13,-3.42134e+12,nan,nan,nan,nan,nan,-2.29937e+28,3.31992e+13,-6.35594e+12,-2.83716e+12,2.29937e+28,5.48103e+13,-9.14153,13.0956,8.66994,8.70622,8.85132,nan,9.86704,10.4475,8.77877,7.43656,nan,8.01697,nan,nan,8.92387,nan,nan,10.0121,nan,8.74249,nan,nan,-1.04293,nan,0.0408104,nan,-4.72587e+11,-4.91258e+11,-3.22818e+11,2.96337e+11,3.26057e+11,3.24532e+11,-0.285673,1.48731,nan,-9.45558e+14,2.01829e+12,-3.05382e+10
beta_f_mab_virus_32_0_292,0.0724221,nan,-6.24844e+12,-6.05208e+13,-0.0768958,nan,-6.24844e+12,-6.05208e+13,-6.24844e+12,-7.11878e+12,1.26345e+11,-2.31781e+12,1.51576e+11,-1.89754e+12,nan,nan,nan,nan,nan,-6.87427e+27,-1.9197e+12,-1.90019e+12,2.64842e+10,6.87427e+27,4.54123e+12,-2.72266,3.89174,2.54688,2.58036,2.64063,nan,2.95033,3.1183,2.58426,2.18471,nan,2.39676,nan,nan,2.62779,nan,nan,2.98103,nan,2.59431,nan,nan,-0.310128,nan,0.00969587,nan,-1.41286e+11,-1.46868e+11,-9.65106e+10,8.85938e+10,9.74791e+10,9.70231e+10,-0.082659,0.44043,nan,-2.82687e+14,6.03393e+11,-9.12979e+09
beta_f_mab_virus_55_0_292,0.103753,nan,-7.11878e+12,-6.3432e+13,-0.0969274,nan,-7.11878e+12,-6.3432e+13,-7.11878e+12,-7.11878e+12,1.26345e+11,-2.31781e+12,1.51576e+11,-1.89754e+12,nan,nan,nan,nan,nan,-6.87427e+27,-1.9197e+12,-1.90019e+12,2.64842e+10,6.87427e+27,4.54123e+12,-2.72266,3.89174,2.54688,2.58036,2.64063,nan,2.95033,3.1183,2.58426,2.18471,nan,2.39676,nan,nan,2.62779,nan,nan,2.98103,nan,2.59431,nan,nan,-0.310128,nan,0.00969587,nan,-1.41286e+11,-1.46868e+11,-9.65106e+10,8.85938e+10,9.74791e+10,9.70231e+10,-0.082659,0.44043,nan,-2.82687e+14,6.03393e+11,-9.12979e+09
beta_f_mab_virus_65_0_103,-0.000433117,nan,1.26345e+11,4.22611e+11,0.00484637,nan,1.26345e+11,4.22611e+11,1.26345e+11,1.26345e+11,0.00722508,-0.00328422,-0.0525557,-0.00084428,nan,nan,nan,nan,nan,-4.15868e+13,0.0873618,-0.00431563,0.0242825,1.801e+13,0.139293,-1.86778e-14,2.86561e-14,7.39751e-15,1.10016e-14,1.10765e-14,nan,5.17354e-15,9.1802e-15,1.36314e-14,5.68113e-15,nan,1.53313e-15,nan,nan,6.74084e-15,nan,nan,-2.17926e-14,nan,0,nan,nan,-8.75396e-16,nan,0,nan,-0.000919692,-0.000537049,-0.000194542,0.000493955,0.000510019,0.000550494,0,4.27122e-15,nan,-0.898982,-0.000662169,-4.77049e-05
beta_f_mab_virus_65_0_276,-0.00124445,nan,-2.31781e+12,-7.75283e+12,-0.00597719,nan,-2.31781e+12,-7.75283e+12,-2.31781e+12,-2.31781e+12,-0.00328422,0.00254864,-0.0142787,-0.00438365,nan,nan,nan,nan,nan,-2.46778e+13,0.0259961,5.09727e-05,0.0138164,2.51369e+13,0.0309914,-1.9471e-15,6.58304e-15,6.90755e-15,2.22525e-15,3.4306e-15,nan,1.99345e-15,6.11944e-15,3.98691e-15,1.15899e-15,nan,1.53913e-14,nan,nan,7.8811e-16,nan,nan,-4.49686e-15,nan,2.78156e-16,nan,nan,-1.01411e-15,nan,-1.41613e-15,nan,-0.000235749,-0.000337694,-5.41585e-05,0.000301058,0.000321765,0.000259642,1.2575e-15,9.27188e-16,nan,-0.632877,-1.27432e-05,-2.76766e-05
beta_f_mab_virus_65_0_292,0.0625626,nan,1.51576e+11,-3.91134e+13,-0.0455559,nan,1.51576e+11,-3.91134e+13,1.51576e+11,1.51576e+11,-0.0525557,-0.0142787,1.51576e+11,-1.89754e+12,nan,nan,nan,nan,nan,-6.87427e+27,-1.9197e+12,-1.90019e+12,2.64842e+10,6.87427e+27,4.54123e+12,-2.72266,3.89174,2.54687,2.58036,2.64062,nan,2.95033,3.1183,2.58426,2.18471,nan,2.39676,nan,nan,2.62779,nan,nan,2.98103,nan,2.59431,nan,nan,-0.310128,nan,0.00969587,nan,-1.41286e+11,-1.46868e+11,-9.65106e+10,8.85938e+10,9.74791e+10,9.70231e+10,-0.082659,0.44043,nan,-2.82687e+14,6.03393e+11,-9.12979e+09
beta_f_mab_virus_65_0_322,0.00636865,nan,-1.89754e+12,-3.42134e+12,-0.00613874,nan,-1.89754e+12,-3.42134e+12,-1.89754e+12,-1.89754e+12,-0.00084428,-0.00438365,-1.89754e+12,-3.42134e+12,nan,nan,nan,nan,nan,-2.29937e+28,3.31992e+13,-6.35594e+12,-2.83716e+12,2.29937e+28,5.48103e+13,-9.14153,13.0956,8.66994,8.70622,8.85132,nan,9.86704,10.4475,8.77877,7.43656,nan,8.01697,nan,nan,8.92387,nan,nan,10.0121,nan,8.74249,nan,nan,-1.04293,nan,0.0408104,nan,-4.72587e+11,-4.91258e+11,-3.22818e+11,2.96337e+11,3.26057e+11,3.24532e+11,-0.285673,1.48731,nan,-9.45558e+14,2.01829e+12,-3.05382e+10
beta_f_mab_virus_69_0_103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_69_0_274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_69_0_276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_69_0_292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
