rep,id,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,698.373,2.0633,0.00375099,3.11672,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|cc|2|1|162,698.373,1.86039,0.00375099,27.3027,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|cc|3|1|162,698.373,2.08005,0.00375099,1.94874,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|cc|4|1|162,698.373,2.09383,0.00375099,1.46727,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|cc|5|1|162,698.373,1.81729,0.00375099,1.52246,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|cc|6|1|162,698.373,1.79639,0.00375099,4.77033,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|cc|7|1|162,698.373,2.12811,0.00375099,27.706,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|cc|8|1|162,698.373,2.146,0.00375099,1.01155,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|sample|10|162,698.373,0.686824,0.00375099,77.6995,-0.0171981,2.66824e-06,True,32.0|162,84
1,8|84|sample|11|162,698.373,0.548607,0.00375099,30.481,-0.0171981,2.66824e-06,True,22.0|162,84
1,8|84|sample|12|162,698.373,0.566354,0.00375099,39.6065,-0.0171981,2.66824e-06,True,22.0|162,84
1,8|84|sample|3|162,698.373,0.732123,0.00375099,31.9725,-0.0171981,2.66824e-06,True,55.0|162,84
1,8|84|sample|4|162,698.373,0.750498,0.00375099,41.5336,-0.0171981,2.66824e-06,True,55.0|162,84
1,8|84|sample|5|162,698.373,0.415224,0.00375099,8.23498,-0.0171981,2.66824e-06,True,55.0|162,84
1,8|84|sample|6|162,698.373,0.466039,0.00375099,10.0227,-0.0171981,2.66824e-06,True,55.0|162,84
1,8|84|sample|7|162,698.373,0.756951,0.00375099,89.5517,-0.0171981,2.66824e-06,True,32.0|162,84
1,8|84|sample|8|162,698.373,0.713586,0.00375099,81.3042,-0.0171981,2.66824e-06,True,32.0|162,84
1,8|84|sample|9|162,698.373,0.780202,0.00375099,151.029,-0.0171981,2.66824e-06,True,32.0|162,84
1,8|84|vc|1|2|162,698.373,2.07298,0.00375099,17.8821,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|vc|2|2|162,698.373,2.08625,0.00375099,36.6998,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|vc|3|2|162,698.373,2.24761,0.00375099,35.7319,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|vc|4|2|162,698.373,1.88423,0.00375099,10.0863,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|vc|5|2|162,698.373,1.86854,0.00375099,2.92283,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|vc|6|2|162,698.373,2.14707,0.00375099,1.00964,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|vc|7|2|162,698.373,1.98621,0.00375099,20.9145,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|84|vc|8|2|162,698.373,2.06287,0.00375099,5.95755,-0.0171981,2.66824e-06,False,69.0|162,84
1,8|719|cc|1|1|274,698.373,2.11238,0.00375099,3.94332,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|cc|2|1|274,698.373,2.13901,0.00375099,0.936008,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|cc|3|1|274,698.373,1.97921,0.00375099,6.35265,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|cc|4|1|274,698.373,1.92583,0.00375099,10.0777,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|cc|5|1|274,698.373,1.94531,0.00375099,1.01975,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|cc|6|1|274,698.373,1.86766,0.00375099,10.9873,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|cc|7|1|274,698.373,1.80014,0.00375099,114.666,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|cc|8|1|274,698.373,2.07441,0.00375099,2.53228,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|sample|10|274,698.373,0.806867,0.00375099,293.91,-0.0171973,8.69816e-05,True,32.0|274,719
1,8|719|sample|11|274,698.373,0.769335,0.00375099,279.455,-0.0171973,8.69816e-05,True,22.0|274,719
1,8|719|sample|12|274,698.373,0.840124,0.00375099,529.198,-0.0171973,8.69816e-05,True,22.0|274,719
1,8|719|sample|3|274,698.373,1.00848,0.00375099,138.374,-0.0171973,8.69816e-05,True,55.0|274,719
1,8|719|sample|4|274,698.373,0.7057,0.00375099,34.6184,-0.0171973,8.69816e-05,True,55.0|274,719
1,8|719|sample|5|274,698.373,0.727223,0.00375099,39.1959,-0.0171973,8.69816e-05,True,55.0|274,719
1,8|719|sample|6|274,698.373,0.676359,0.00375099,33.587,-0.0171973,8.69816e-05,True,55.0|274,719
1,8|719|sample|7|274,698.373,0.74134,0.00375099,187.918,-0.0171973,8.69816e-05,True,32.0|274,719
1,8|719|sample|8|274,698.373,0.79631,0.00375099,274.968,-0.0171973,8.69816e-05,True,32.0|274,719
1,8|719|sample|9|274,698.373,0.693218,0.00375099,128.181,-0.0171973,8.69816e-05,True,32.0|274,719
1,8|719|vc|1|2|274,698.373,2.076,0.00375099,6.5894,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|vc|2|2|274,698.373,1.76304,0.00375099,0.912296,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|vc|3|2|274,698.373,2.05969,0.00375099,59.7156,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|vc|4|2|274,698.373,2.01005,0.00375099,1.25061,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|vc|5|2|274,698.373,1.96832,0.00375099,14.0487,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|vc|6|2|274,698.373,1.97602,0.00375099,1.6159,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|vc|7|2|274,698.373,1.98347,0.00375099,14.3987,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|719|vc|8|2|274,698.373,1.91345,0.00375099,15.0705,-0.0171973,8.69816e-05,False,69.0|274,719
1,8|488|cc|1|1|322,698.373,1.97766,0.00375099,33.9539,-0.0171894,-0.344926,False,69.0|322,488
1,8|488|cc|2|1|322,698.373,1.79879,0.00375099,284.539,-0.0171894,-0.344926,False,69.0|322,488
1,8|488|cc|3|1|322,698.373,1.97202,0.00375099,0.450123,-0.0171894,-0.344926,False,69.0|322,488
1,8|488|cc|4|1|322,698.373,1.89488,0.00375099,4.18565,-0.0171894,-0.344926,False,69.0|322,488
1,8|488|cc|5|1|322,698.373,2.07618,0.00375099,0.992985,-0.0171894,-0.344926,False,69.0|322,488
1,8|488|cc|6|1|322,698.373,1.74071,0.00375099,12.6547,-0.0171894,-0.344926,False,69.0|322,488
1,8|488|cc|7|1|322,698.373,2.01275,0.00375099,0.0835414,-0.0171894,-0.344926,False,69.0|322,488
1,8|488|cc|8|1|322,698.373,2.07166,0.00375099,1.58705,-0.0171894,-0.344926,False,69.0|322,488
1,8|488|sample|10|322,698.373,0.242735,0.00375099,6.65561,-0.0171894,-0.344926,True,32.0|322,488
1,8|488|sample|11|322,698.373,0.466277,0.00375099,33.6029,-0.0171894,-0.344926,True,22.0|322,488
1,8|488|sample|12|322,698.373,0.502136,0.00375099,42.2189,-0.0171894,-0.344926,True,22.0|322,488
1,8|488|sample|3|322,698.373,0.744658,0.00375099,17.2954,-0.0171894,-0.344926,True,55.0|322,488
1,8|488|sample|4|322,698.373,0.65429,0.00375099,13.3922,-0.0171894,-0.344926,True,55.0|322,488
1,8|488|sample|5|322,698.373,0.58248,0.00375099,11.1198,-0.0171894,-0.344926,True,55.0|322,488
1,8|488|sample|6|322,698.373,0.612863,0.00375099,10.5292,-0.0171894,-0.344926,True,55.0|322,488
1,8|488|sample|7|322,698.373,0.329715,0.00375099,10.4325,-0.0171894,-0.344926,True,32.0|322,488
1,8|488|sample|8|322,698.373,0.309544,0.00375099,9.43162,-0.0171894,-0.344926,True,32.0|322,488
