id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,4.97597e-05,1.575,0.62871,0.060306,0.351156,4.97597e-05,1.575,0.618639,0.0611645,0.354189,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,4.97597e-05,1.575,0.346605,0.060306,0.351156,4.97597e-05,1.575,0.349955,0.0611645,0.354189,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,4.97597e-05,1.575,0.695229,0.060306,0.351156,4.97597e-05,1.575,0.67924,0.0611645,0.354189,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,4.97597e-05,1.575,0.736153,0.060306,0.351156,4.97597e-05,1.575,0.733271,0.0611645,0.354189,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,4.97597e-05,1.575,0.498916,0.060306,0.351156,4.97597e-05,1.575,0.475936,0.0611645,0.354189,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,4.97597e-05,1.575,0.448195,0.060306,0.351156,4.97597e-05,1.575,0.44164,0.0611645,0.354189,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,4.97597e-05,1.575,0.624993,0.060306,0.351156,4.97597e-05,1.575,0.625186,0.0611645,0.354189,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,4.97597e-05,1.575,0.723319,0.060306,0.351156,4.97597e-05,1.575,0.721827,0.0611645,0.354189,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,4.97597e-05,1.575,0.41743,0.060306,0.351156,4.97597e-05,1.575,0.413814,0.0611645,0.354189,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,4.97597e-05,1.575,0.501262,0.060306,0.351156,4.97597e-05,1.575,0.488515,0.0611645,0.354189,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,9.78805e-05,1.07871,39.6794,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,9.78805e-05,1.07871,45.9579,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,9.78805e-05,1.07871,133.175,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,9.78805e-05,1.07871,40.797,0.060306,0.351156,9.78805e-05,1.07871,0.999999,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,9.78805e-05,1.07871,74.8705,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,9.78805e-05,1.07871,9.97526,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,9.78805e-05,1.07871,25.1201,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,9.78805e-05,1.07871,48.5726,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,9.78805e-05,1.07871,106.89,0.060306,0.351156,9.78805e-05,1.07871,0.999999,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,9.78805e-05,1.07871,14.2523,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,9.78805e-05,1.07871,69.2684,0.060306,0.351156,9.78805e-05,1.07871,0.999999,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,9.78805e-05,1.07871,63.4215,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,9.78805e-05,1.07871,52.0135,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,9.78805e-05,1.07871,68.5783,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,9.78805e-05,1.07871,20.4373,0.060306,0.351156,9.78805e-05,1.07871,1,0.0611645,0.354189,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,9.78805e-05,1.07871,59.4701,0.060306,0.351156,9.78805e-05,1.07871,0.999999,0.0611645,0.354189,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,9.87573e-05,1.36313,30.2295,0.060306,0.351156,9.87573e-05,1.36313,28.2695,0.0611645,0.354189,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,9.87573e-05,1.36313,30.1382,0.060306,0.351156,9.87573e-05,1.36313,28.8397,0.0611645,0.354189,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,9.87573e-05,1.36313,17.0367,0.060306,0.351156,9.87573e-05,1.36313,16.3862,0.0611645,0.354189,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,9.87573e-05,1.36313,16.3179,0.060306,0.351156,9.87573e-05,1.36313,16.2622,0.0611645,0.354189,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,9.87573e-05,1.36313,0.0550623,0.060306,0.351156,9.87573e-05,1.36313,0.054652,0.0611645,0.354189,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,9.87573e-05,1.36313,0.0668578,0.060306,0.351156,9.87573e-05,1.36313,0.0636789,0.0611645,0.354189,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,9.87573e-05,1.36313,29.1637,0.060306,0.351156,9.87573e-05,1.36313,28.1807,0.0611645,0.354189,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,9.87573e-05,1.36313,31.2229,0.060306,0.351156,9.87573e-05,1.36313,29.0523,0.0611645,0.354189,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,9.87573e-05,1.36313,0.0169922,0.060306,0.351156,9.87573e-05,1.36313,0.0166181,0.0611645,0.354189,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,9.87573e-05,1.36313,0.0169221,0.060306,0.351156,9.87573e-05,1.36313,0.0168688,0.0611645,0.354189,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,0.000111585,1.22804,105.44,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,0.000111585,1.22804,97.9263,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,0.000111585,1.22804,157.395,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,0.000111585,1.22804,28.53,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,0.000111585,1.22804,48.2457,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,0.000111585,1.22804,67.5728,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,0.000111585,1.22804,35.9152,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,0.000111585,1.22804,37.0087,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,0.000111585,1.22804,15.4386,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,0.000111585,1.22804,25.3905,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|vc|3|2|71|2|71|69.0,0.000111585,1.22804,1161.22,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|vc|4|2|71|2|71|69.0,0.000111585,1.22804,34.5798,0.060306,0.351156,0.000111585,1.22804,0.999999,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|vc|5|2|71|2|71|69.0,0.000111585,1.22804,49.7849,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|vc|6|2|71|2|71|69.0,0.000111585,1.22804,45.8019,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|vc|7|2|71|2|71|69.0,0.000111585,1.22804,40.976,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|783|14|783|vc|8|2|71|2|71|69.0,0.000111585,1.22804,192.205,0.060306,0.351156,0.000111585,1.22804,1,0.0611645,0.354189,False,69.0|71,783
14|491|14|491|sample|10|99|10|99|6.0,0.000102505,1.07522,0.0050548,0.060306,0.351156,0.000102505,1.07522,0.00468111,0.0611645,0.354189,True,6.0|99,491
14|491|14|491|sample|9|99|9|99|6.0,0.000102505,1.07522,0.00525551,0.060306,0.351156,0.000102505,1.07522,0.00479005,0.0611645,0.354189,True,6.0|99,491
14|491|14|491|sample|12|99|12|99|6.0,0.000102505,1.07522,0.023612,0.060306,0.351156,0.000102505,1.07522,0.0223553,0.0611645,0.354189,True,6.0|99,491
14|491|14|491|sample|11|99|11|99|6.0,0.000102505,1.07522,0.0304213,0.060306,0.351156,0.000102505,1.07522,0.0308713,0.0611645,0.354189,True,6.0|99,491
14|491|14|491|sample|4|99|4|99|44.0,0.00105637,1.10753,0.0604402,0.060306,0.351156,0.00105637,1.10753,0.0588631,0.0611645,0.354189,True,44.0|99,491
14|491|14|491|sample|3|99|3|99|44.0,0.00105637,1.10753,0.0683026,0.060306,0.351156,0.00105637,1.10753,0.0658373,0.0611645,0.354189,True,44.0|99,491
14|491|14|491|sample|6|99|6|99|44.0,0.00105637,1.10753,0.128036,0.060306,0.351156,0.00105637,1.10753,0.12175,0.0611645,0.354189,True,44.0|99,491
14|491|14|491|sample|5|99|5|99|44.0,0.00105637,1.10753,0.115097,0.060306,0.351156,0.00105637,1.10753,0.113009,0.0611645,0.354189,True,44.0|99,491
14|491|14|491|sample|7|99|7|99|63.0,4.57314e-05,1.69867,0.00388571,0.060306,0.351156,4.57314e-05,1.69867,0.00372403,0.0611645,0.354189,True,63.0|99,491
14|491|14|491|sample|8|99|8|99|63.0,4.57314e-05,1.69867,0.00390624,0.060306,0.351156,4.57314e-05,1.69867,0.00377393,0.0611645,0.354189,True,63.0|99,491
14|491|14|491|cc|1|1|99|1|99|69.0,0.000169461,3.62124,291.768,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|cc|2|1|99|1|99|69.0,0.000169461,3.62124,15.4927,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|cc|3|1|99|1|99|69.0,0.000169461,3.62124,19.3327,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|cc|4|1|99|1|99|69.0,0.000169461,3.62124,7.40345,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|cc|5|1|99|1|99|69.0,0.000169461,3.62124,59.5683,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|cc|6|1|99|1|99|69.0,0.000169461,3.62124,23.42,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|cc|7|1|99|1|99|69.0,0.000169461,3.62124,33.3262,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|cc|8|1|99|1|99|69.0,0.000169461,3.62124,93.2075,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|vc|1|2|99|2|99|69.0,0.000169461,3.62124,96.1057,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|vc|2|2|99|2|99|69.0,0.000169461,3.62124,166.292,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|vc|3|2|99|2|99|69.0,0.000169461,3.62124,42.7012,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|vc|4|2|99|2|99|69.0,0.000169461,3.62124,40.2769,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|vc|5|2|99|2|99|69.0,0.000169461,3.62124,93.1743,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|vc|6|2|99|2|99|69.0,0.000169461,3.62124,25.9265,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|vc|7|2|99|2|99|69.0,0.000169461,3.62124,138.538,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|491|14|491|vc|8|2|99|2|99|69.0,0.000169461,3.62124,96.9616,0.060306,0.351156,0.000169461,3.62124,1,0.0611645,0.354189,False,69.0|99,491
14|433|14|433|sample|4|99|4|99|6.0,0.000102505,1.07522,0.0214522,0.0602867,0.351156,0.000102505,1.07522,0.0215461,0.0611451,0.354189,True,6.0|99,433
14|433|14|433|sample|3|99|3|99|6.0,0.000102505,1.07522,0.019109,0.0602867,0.351156,0.000102505,1.07522,0.0179053,0.0611451,0.354189,True,6.0|99,433
14|433|14|433|sample|6|99|6|99|6.0,0.000102505,1.07522,0.631466,0.0602867,0.351156,0.000102505,1.07522,0.609404,0.0611451,0.354189,True,6.0|99,433
14|433|14|433|sample|5|99|5|99|6.0,0.000102505,1.07522,0.591853,0.0602867,0.351156,0.000102505,1.07522,0.573873,0.0611451,0.354189,True,6.0|99,433
14|433|14|433|sample|8|99|8|99|6.0,0.000102505,1.07522,0.00698404,0.0602867,0.351156,0.000102505,1.07522,0.00653061,0.0611451,0.354189,True,6.0|99,433
14|433|14|433|sample|7|99|7|99|6.0,0.000102505,1.07522,0.00693727,0.0602867,0.351156,0.000102505,1.07522,0.00671279,0.0611451,0.354189,True,6.0|99,433
14|433|14|433|sample|10|99|10|99|6.0,0.000102505,1.07522,0.0638349,0.0602867,0.351156,0.000102505,1.07522,0.0649543,0.0611451,0.354189,True,6.0|99,433
14|433|14|433|sample|9|99|9|99|6.0,0.000102505,1.07522,0.0660156,0.0602867,0.351156,0.000102505,1.07522,0.0641026,0.0611451,0.354189,True,6.0|99,433
14|433|14|433|sample|11|99|11|99|6.0,0.000102505,1.07522,0.309641,0.0602867,0.351156,0.000102505,1.07522,0.30754,0.0611451,0.354189,True,6.0|99,433
14|433|14|433|sample|12|99|12|99|6.0,0.000102505,1.07522,0.274657,0.0602867,0.351156,0.000102505,1.07522,0.272457,0.0611451,0.354189,True,6.0|99,433
14|433|14|433|cc|1|1|99|1|99|69.0,0.000169461,3.62124,30.6674,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|cc|2|1|99|1|99|69.0,0.000169461,3.62124,14.8368,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|cc|3|1|99|1|99|69.0,0.000169461,3.62124,34.5848,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|cc|4|1|99|1|99|69.0,0.000169461,3.62124,62.9371,0.0602867,0.351156,0.000169461,3.62124,0.999999,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|cc|5|1|99|1|99|69.0,0.000169461,3.62124,348.342,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|cc|6|1|99|1|99|69.0,0.000169461,3.62124,25.4222,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|cc|7|1|99|1|99|69.0,0.000169461,3.62124,59.5016,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|cc|8|1|99|1|99|69.0,0.000169461,3.62124,43.1242,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|vc|1|2|99|2|99|69.0,0.000169461,3.62124,21.167,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|vc|2|2|99|2|99|69.0,0.000169461,3.62124,57.2161,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|vc|3|2|99|2|99|69.0,0.000169461,3.62124,24.5091,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|vc|4|2|99|2|99|69.0,0.000169461,3.62124,285.711,0.0602867,0.351156,0.000169461,3.62124,1,0.0611451,0.354189,False,69.0|99,433
14|433|14|433|vc|5|2|99|2|99|69.0,0.000169461,3.62124,58.1172,0.0602867,0.351156,0.000169461,3.62124,0.999999,0.0611451,0.354189,False,69.0|99,433
