rep,id,L_gap,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,4.97597e-05,1.575,0.560346,0.0611645,0.354189,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,4.97597e-05,1.575,0.408777,0.0611645,0.354189,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,4.97597e-05,1.575,0.639678,0.0611645,0.354189,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,4.97597e-05,1.575,0.696329,0.0611645,0.354189,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,4.97597e-05,1.575,0.456372,0.0611645,0.354189,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,4.97597e-05,1.575,0.493554,0.0611645,0.354189,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,4.97597e-05,1.575,0.70327,0.0611645,0.354189,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,4.97597e-05,1.575,0.695066,0.0611645,0.354189,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,4.97597e-05,1.575,0.40791,0.0611645,0.354189,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,4.97597e-05,1.575,0.573928,0.0611645,0.354189,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,9.78805e-05,1.07871,5.88467,0.0611645,0.354189,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,9.78805e-05,1.07871,13.1507,0.0611645,0.354189,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,9.78805e-05,1.07871,0.644226,0.0611645,0.354189,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,9.78806e-05,1.07871,0.988267,0.0611645,0.354189,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,9.78805e-05,1.07871,0.712524,0.0611645,0.354189,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,9.78805e-05,1.07871,2.87745,0.0611645,0.354189,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,9.78805e-05,1.07871,11.0729,0.0611645,0.354189,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,9.78805e-05,1.07871,0.552651,0.0611645,0.354189,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,9.78805e-05,1.07871,0.830627,0.0611645,0.354189,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,9.78805e-05,1.07871,0.138684,0.0611645,0.354189,False,69.0|274,411
