id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,1.38841e-09,0.13149,1.37084e-08,0,0,0,0,3.10862e-15,8.57927e-08,1.77636e-15,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,-3.98814e-11,-0.0418669,-1.64617e-09,0,0,0,0,6.66134e-16,-3.85911e-07,7.10543e-15,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,-1.88696e-09,-0.0186139,-5.03338e-09,0,0,0,0,2.88658e-15,-7.28078e-07,2.66454e-14,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,-2.22512e-09,-0.236165,-3.49878e-09,0,0,0,0,1.55431e-15,-2.01517e-07,-8.88178e-15,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,3.02221e-09,0.0356898,-1.71685e-09,0,0,0,0,3.33067e-15,2.57019e-07,-1.77636e-15,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,7.93293e-10,-0.521516,-5.14046e-09,0,0,0,0,1.55431e-15,-2.59817e-07,-1.24345e-14,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,-8.51211e-10,0.324654,-4.79873e-10,0,0,0,0,1.55431e-15,-2.00962e-07,1.77636e-14,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,7.57243e-11,0.00893891,4.46983e-09,0,0,0,0,6.66134e-16,1.25565e-07,-1.77636e-15,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,1.44863e-09,-2.693,-5.30209e-09,0,0,0,0,-4.21885e-14,-2.70926,-2.85993e-13,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,3.03331e-10,-2.48946,-1.58377e-09,0,0,0,0,-8.88178e-16,-2.47135,-1.42109e-14,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,1.91982e-09,-2.20742,5.00588e-10,0,0,0,0,-4.92939e-14,-2.18882,3.19744e-13,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,-3.76162e-09,-4.58815,4.41226e-09,0,0,0,0,-9.32587e-14,-4.48368,1.03917e-13,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,2.71037e-09,-4.38378,-1.14702e-08,0,0,0,0,1.55431e-15,-4.34715,1.13687e-13,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,9.84326e-10,-5.20156,2.46692e-09,0,0,0,0,7.61613e-14,-5.16305,-1.64313e-13,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,-2.35346e-09,-5.09059,1.08734e-08,0,0,0,0,-1.00808e-13,-5.09769,-3.55271e-13,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,7.80772e-10,-2.83364,3.0462e-09,0,0,0,0,3.64153e-14,-2.81665,-7.33635e-13,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,6.78903e-10,-2.79875,7.79134e-10,0,0,0,0,-6.05072e-14,-2.80444,-2.04281e-13,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,-2.68748e-09,-2.66674,1.03552e-08,0,0,0,0,-9.90319e-14,-2.66429,-1.19016e-13,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0,-3.30907e-09,-0.0205284,4.73617e-09,0,0,0,0,-7.32747e-15,-1.31756e-07,0.0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0,-1.23561e-09,0.037505,-7.57105e-09,0,0,0,0,-2.66454e-15,3.77341e-07,-1.06581e-14,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0,4.51215e-10,-0.288895,2.79089e-09,0,0,0,0,-5.77316e-15,-2.359e-07,5.32907e-15,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0,-3.07788e-10,0.413095,8.04693e-10,0,0,0,0,-4.44089e-16,-2.27023e-08,-5.32907e-15,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0,2.81855e-09,0.149872,6.97335e-10,0,0,0,0,-2.22045e-16,1.71035e-07,-1.59872e-14,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,0,4.07934e-09,-0.218364,-4.34933e-09,0,0,0,0,-1.11022e-15,2.21832e-07,1.24345e-14,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0,4.48812e-10,-0.260982,7.84075e-09,0,0,0,0,1.11022e-15,3.08358e-08,-5.32907e-15,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,0,1.2013e-09,0.164059,-3.81156e-09,0,0,0,0,-1.11022e-15,5.59019e-07,3.55271e-15,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,0,-1.79542e-09,-0.0880616,-3.73191e-09,0,0,0,0,3.10862e-15,-4.17217e-07,-1.77636e-15,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,0,-1.81359e-09,-0.120075,-1.10854e-09,0,0,0,0,-7.77156e-15,-7.32921e-07,1.77636e-14,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,0,-5.59766e-10,-0.0427958,-8.06762e-09,0,0,0,0,-2.22045e-16,2.25282e-08,7.10543e-15,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,0,1.85204e-09,-0.0639829,3.38905e-09,0,0,0,0,1.33227e-15,3.07437e-07,7.10543e-15,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,0,-1.15499e-09,0.0640366,-2.38932e-09,0,0,0,0,1.33227e-15,6.04188e-07,3.55271e-15,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,0,-1.90034e-09,0.280928,5.3156e-09,0,0,0,0,2.22045e-16,-4.99571e-07,1.24345e-14,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,0,-9.68668e-10,-0.0133844,2.69527e-09,0,0,0,0,-8.60867e-13,-0.013659,1.24345e-12,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,0,-2.3888e-09,0.0190242,4.52603e-10,0,0,0,0,-4.21885e-15,7.99147e-07,-1.77636e-15,0,0,False,69.0|274,719
8|719|sample|10|274,0,0,-5.73365e-10,-2.07307,5.97292e-09,0,0,0,0,-1.77636e-14,-2.02635,8.88178e-14,0,0,True,32.0|274,719
8|719|sample|11|274,0,0,-8.03239e-10,-1.64011,1.00712e-08,0,0,0,0,1.38334e-13,-1.60477,-3.19744e-14,0,0,True,22.0|274,719
8|719|sample|12|274,0,0,6.85029e-09,-1.42671,-9.32323e-09,0,0,0,0,-6.31717e-14,-1.43128,1.52767e-13,0,0,True,22.0|274,719
8|719|sample|3|274,0,0,2.94436e-09,-1.98728,-2.36554e-08,0,0,0,0,2.13163e-13,-1.99114,-2.94875e-13,0,0,True,55.0|274,719
8|719|sample|4|274,0,0,-1.02969e-09,-2.00691,1.64153e-08,0,0,0,0,4.74287e-13,-1.99694,-4.40536e-13,0,0,True,55.0|274,719
8|719|sample|5|274,0,0,-1.26212e-09,-2.57919,-1.90451e-09,0,0,0,0,2.20268e-13,-2.55968,-2.38032e-13,0,0,True,55.0|274,719
8|719|sample|6|274,0,0,3.05786e-09,-2.51441,-3.27579e-10,0,0,0,0,-6.41265e-13,-2.52185,1.10134e-12,0,0,True,55.0|274,719
8|719|sample|7|274,0,0,3.82053e-09,-2.06993,1.43423e-08,0,0,0,0,-6.70575e-14,-2.05011,1.66978e-13,0,0,True,32.0|274,719
8|719|sample|8|274,0,0,2.52144e-09,-2.07992,-1.52826e-08,0,0,0,0,3.88578e-14,-2.03553,2.77112e-13,0,0,True,32.0|274,719
8|719|sample|9|274,0,0,-1.54726e-09,-2.02525,-8.01429e-09,0,0,0,0,-3.00648e-13,-2.00462,6.92779e-13,0,0,True,32.0|274,719
8|719|vc|1|2|274,0,0,-4.66921e-10,-0.0794535,3.38211e-09,0,0,0,0,-2.66454e-15,-2.97189e-07,1.77636e-14,0,0,False,69.0|274,719
8|719|vc|2|2|274,0,0,1.43807e-09,-0.0641933,-6.12477e-09,0,0,0,0,8.88178e-16,1.68657e-07,-1.06581e-14,0,0,False,69.0|274,719
8|719|vc|3|2|274,0,0,-7.60419e-10,0.120074,2.28936e-09,0,0,0,0,6.66134e-16,1.62657e-07,-2.4869e-14,0,0,False,69.0|274,719
8|719|vc|4|2|274,0,0,-2.76691e-10,0.182213,-1.73128e-09,0,0,0,0,-2.77556e-15,6.25961e-07,0.0,0,0,False,69.0|274,719
8|719|vc|5|2|274,0,0,-1.71101e-10,-0.0654916,-1.78154e-09,0,0,0,0,-4.44089e-16,5.36494e-07,-8.88178e-15,0,0,False,69.0|274,719
8|719|vc|6|2|274,0,0,-3.90975e-11,0.212212,6.62315e-09,0,0,0,0,-3.10862e-15,-5.19093e-08,-3.55271e-15,0,0,False,69.0|274,719
8|719|vc|7|2|274,0,0,-8.65381e-10,-0.00825028,4.94849e-09,0,0,0,0,-2.22045e-16,-4.31009e-07,-3.19744e-14,0,0,False,69.0|274,719
8|719|vc|8|2|274,0,0,-1.84333e-10,0.293969,5.48329e-10,0,0,0,0,-1.9984e-15,5.22052e-07,-1.42109e-14,0,0,False,69.0|274,719
