id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_eta_alpha_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,eta_eta_alpha_mode,mab_virus,run_id
411|4,0.106428,0,0,0,0.117246,0,0,0,70.0|274,411
411|3,-0.436567,0,0,0,-0.443841,0,0,0,70.0|274,411
411|5,0.275473,0,0,0,0.245234,0,0,0,70.0|274,411
411|6,0.325908,0,0,0,0.314794,0,0,0,70.0|274,411
411|8,-0.134944,0,0,0,-0.142846,0,0,0,70.0|274,411
411|7,-0.210406,0,0,0,-0.212267,0,0,0,70.0|274,411
411|9,0.166148,0,0,0,0.154291,0,0,0,70.0|274,411
411|10,0.324599,0,0,0,0.308065,0,0,0,70.0|274,411
411|12,-0.237145,0,0,0,-0.234265,0,0,0,70.0|274,411
411|11,-0.0739266,0,0,0,-0.108992,0,0,0,70.0|274,411
411|1,0.0529745,0,0,0,8.28511e-08,0,0,0,69.0|274,411
411|2,-0.0129668,0,0,0,7.63989e-08,0,0,0,69.0|274,411
152|8,0.385025,0,0,0,0.385686,0,0,0,65.0|322,152
152|7,0.517024,0,0,0,0.496216,0,0,0,65.0|322,152
152|6,0.500476,0,0,0,0.476519,0,0,0,65.0|322,152
152|5,0.366397,0,0,0,0.366465,0,0,0,65.0|322,152
152|12,-0.73133,0,0,0,-0.741884,0,0,0,28.0|322,152
152|11,-0.559593,0,0,0,-0.583722,0,0,0,28.0|322,152
152|10,-0.587889,0,0,0,-0.599497,0,0,0,28.0|322,152
152|9,-0.418143,0,0,0,-0.4268,0,0,0,28.0|322,152
152|3,0.228838,0,0,0,0.180746,0,0,0,22.0|322,152
152|4,0.286137,0,0,0,0.273705,0,0,0,22.0|322,152
152|1,0.123565,0,0,0,2.32621e-07,0,0,0,69.0|322,152
152|2,-0.0846051,0,0,0,2.65867e-07,0,0,0,69.0|322,152
1056|8,0.444666,0,0,0,0.460359,0,0,0,65.0|276,1056
1056|7,0.468033,0,0,0,0.434953,0,0,0,65.0|276,1056
1056|6,0.460413,0,0,0,0.449057,0,0,0,65.0|276,1056
1056|5,0.414432,0,0,0,0.394178,0,0,0,65.0|276,1056
1056|12,-0.927929,0,0,0,-0.909727,0,0,0,28.0|276,1056
1056|11,-0.752992,0,0,0,-0.736234,0,0,0,28.0|276,1056
1056|10,-0.318082,0,0,0,-0.329261,0,0,0,28.0|276,1056
1056|9,-0.243249,0,0,0,-0.251157,0,0,0,28.0|276,1056
1056|4,0.308602,0,0,0,0.307448,0,0,0,22.0|276,1056
1056|3,0.215963,0,0,0,0.19628,0,0,0,22.0|276,1056
1056|1,-0.132314,0,0,0,-3.97199e-07,0,0,0,69.0|276,1056
1056|2,-0.0178574,0,0,0,-3.39898e-07,0,0,0,69.0|276,1056
462|6,3.73406,0,0,0,3.70315,0,0,0,55.0|292,462
462|5,3.79817,0,0,0,3.76243,0,0,0,55.0|292,462
462|4,2.0942,0,0,0,2.00902,0,0,0,55.0|292,462
462|3,2.15981,0,0,0,2.03855,0,0,0,55.0|292,462
462|9,-2.9091,0,0,0,-2.94231,0,0,0,32.0|292,462
462|10,-2.8521,0,0,0,-2.91159,0,0,0,32.0|292,462
462|7,-2.72975,0,0,0,-2.79139,0,0,0,32.0|292,462
462|8,-2.72761,0,0,0,-2.77199,0,0,0,32.0|292,462
462|11,-0.209708,0,0,0,-0.237785,0,0,0,22.0|292,462
462|12,-0.151989,0,0,0,-0.183414,0,0,0,22.0|292,462
462|1,0.0405574,0,0,0,-7.95947e-08,0,0,0,69.0|292,462
462|2,-0.0749514,0,0,0,-2.8152e-07,0,0,0,69.0|292,462
1159|8,0.504988,0,0,0,0.494686,0,0,0,65.0|292,1159
1159|7,0.603707,0,0,0,0.573935,0,0,0,65.0|292,1159
1159|5,0.541431,0,0,0,0.542286,0,0,0,65.0|292,1159
1159|6,0.549914,0,0,0,0.53967,0,0,0,65.0|292,1159
1159|11,-1.10583,0,0,0,-1.10249,0,0,0,28.0|292,1159
1159|12,-1.25662,0,0,0,-1.26105,0,0,0,28.0|292,1159
1159|9,-0.541871,0,0,0,-0.566217,0,0,0,28.0|292,1159
1159|10,-0.568443,0,0,0,-0.582957,0,0,0,28.0|292,1159
1159|4,0.747569,0,0,0,0.748131,0,0,0,22.0|292,1159
1159|3,0.685797,0,0,0,0.676703,0,0,0,22.0|292,1159
1159|1,-0.0929523,0,0,0,2.35688e-07,0,0,0,69.0|292,1159
1159|2,0.045805,0,0,0,1.61483e-07,0,0,0,69.0|292,1159
1197|7,0.170849,0,0,0,0.158746,0,0,0,65.0|103,1197
1197|8,0.168699,0,0,0,0.167425,0,0,0,65.0|103,1197
1197|6,0.0956976,0,0,0,0.0540542,0,0,0,65.0|103,1197
1197|5,0.147065,0,0,0,0.125216,0,0,0,65.0|103,1197
1197|12,-0.313983,0,0,0,-0.325302,0,0,0,28.0|103,1197
1197|10,-0.112188,0,0,0,-0.131009,0,0,0,28.0|103,1197
1197|9,-0.095821,0,0,0,-0.111386,0,0,0,28.0|103,1197
1197|3,0.113437,0,0,0,0.0921214,0,0,0,22.0|103,1197
1197|4,-0.00435119,0,0,0,-0.00922662,0,0,0,22.0|103,1197
1197|11,-0.353155,0,0,0,-0.377784,0,0,0,28.0|103,1197
1197|1,0.0366386,0,0,0,3.34054e-07,0,0,0,69.0|103,1197
1197|2,0.0726514,0,0,0,-5.37762e-08,0,0,0,69.0|103,1197
