id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,-0.401919,0.991586,-2.49491e-09,0,0,0,0,-0.000199122,0.990241,4.44089e-16,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,-0.511027,1.22457,1.9903e-09,0,0,0,0,0.000704102,1.199,-4.44089e-16,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,-0.271115,0.833117,2.03958e-09,0,0,0,0,0.00115378,0.87932,-2.66454e-15,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,-0.280718,0.849733,-4.38889e-10,0,0,0,0,0.000923615,0.883223,2.22045e-15,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,0.0595941,1.05043,-1.49442e-09,0,0,0,0,0.000229282,1.09826,-1.33227e-15,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,-0.896565,1.09559,2.50512e-09,0,0,0,0,0.000343489,1.11165,3.10862e-15,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,-0.48552,0.881822,3.11169e-09,0,0,0,0,0.000992307,0.953103,-1.02141e-14,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,-0.460799,0.811377,-4.06906e-09,0,0,0,0,0.00102816,0.856408,-4.44089e-15,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,-0.387221,1.19137,-1.47429e-09,0,0,0,0,0.000615129,1.17592,-1.26565e-14,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,-0.283739,1.08378,2.89387e-09,0,0,0,0,0.000363857,1.08883,-3.9968e-15,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,0.0252437,0.199458,-2.78338e-10,0,0,0,0,3.91188e-07,1.56386e-07,-1.9984e-15,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0.147397,0.114134,1.40664e-09,0,0,0,0,2.8403e-07,1.9736e-07,-2.77556e-16,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,0.322927,-0.112712,9.69143e-10,0,0,0,0,3.2302e-07,1.82194e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-0.0720448,-0.0330457,-3.88059e-10,0,0,0,0,4.94377e-07,1.22679e-07,2.22045e-15,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-0.224759,-0.019352,-1.97307e-09,0,0,0,0,-8.42657e-08,-3.18257e-07,0,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-0.00609384,0.0529622,1.14649e-09,0,0,0,0,4.34021e-07,-2.52344e-07,-1.77636e-15,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0.0467037,-0.191128,-3.03304e-10,0,0,0,0,-3.97345e-07,-1.03109e-07,-5.55112e-16,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,0.0679422,0.036067,4.47504e-09,0,0,0,0,-1.40029e-07,3.89335e-07,-4.94049e-15,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0.376092,0.0952915,-6.26953e-11,0,0,0,0,-3.948e-07,1.30257e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,0.166922,-0.0755244,1.34992e-09,0,0,0,0,4.28446e-07,1.78107e-07,3.33067e-16,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-0.0133301,-0.182658,1.35904e-09,0,0,0,0,1.98136e-07,-2.03049e-07,3.21965e-15,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0.0841491,0.087158,2.84239e-09,0,0,0,0,5.44397e-07,-1.04142e-07,3.88578e-16,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-0.218523,0.0825884,-6.42536e-10,0,0,0,0,3.98317e-07,2.54317e-08,-4.38538e-15,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0.0905131,0.0404669,1.61336e-09,0,0,0,0,-1.1205e-07,-5.11992e-07,3.33067e-15,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,0.213555,-0.0719653,-2.16581e-09,0,0,0,0,-2.56623e-08,-3.87902e-07,-4.32987e-15,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-0.00576298,-0.0174765,-2.21641e-09,0,0,0,0,4.84434e-08,-3.8983e-07,-1.44329e-15,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,0,-0.27262,0.103231,6.02446e-10,0,0,0,0,-0.00363332,0.0986753,4.44089e-16,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,0,-0.439405,0.0993402,2.54843e-09,0,0,0,0,-0.00368043,0.111437,-1.33227e-15,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,0,-0.00249253,0.138472,3.68502e-09,0,0,0,0,-0.00169228,0.188877,-3.98792e-13,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,0,-0.358243,0.182977,3.68722e-10,0,0,0,0,-0.00329859,0.201107,-8.88178e-16,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,0,-0.481016,1.15284,1.63862e-09,0,0,0,0,0.000529085,1.1387,-3.9968e-15,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,0,-0.913895,1.0688,-2.5268e-10,0,0,0,0,0.000369897,1.08323,2.22045e-15,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,0,-0.117856,0.0841334,1.47365e-09,0,0,0,0,-0.00432306,0.107803,4.88498e-15,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,0,0,-0.489417,0.0963832,-1.12082e-09,0,0,0,0,-0.00400987,0.101759,-6.66134e-15,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,0,0,0.835758,1.88299,3.29124e-09,0,0,0,0,0.0011892,2.03044,4.44089e-16,0,0,True,6.0|71,783
