rep,id,U,L,L_gap,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,52966.2,768.839,1.19276,1.5517,0.593361,0.277378,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,52966.2,768.839,1.06413,1.5517,0.519826,0.277378,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,52966.2,768.839,1.54585,1.5517,0.744878,0.277378,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,52966.2,768.839,1.38625,1.5517,0.66375,0.277378,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,52966.2,768.839,0.578879,1.5517,0.603812,0.277378,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,52966.2,768.839,0.529568,1.5517,0.337525,0.277378,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,52966.2,768.839,3.5054,1.5517,0.555879,0.277378,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,52966.2,768.839,1.97698,1.5517,0.727189,0.277378,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,52966.2,768.839,0.670575,1.5517,0.620083,0.277378,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,52966.2,768.839,0.551454,1.5517,0.497388,0.277378,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,52966.2,766.078,1.192,-0.397621,0.172371,0.277378,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,52966.2,766.078,0.444185,-0.397621,0.230646,0.277378,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,52966.2,766.078,1.87315,-0.397621,0.156898,0.277378,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,52966.2,766.078,1.21071,-0.397621,11.2328,0.277378,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,52966.2,766.078,0.992765,-0.397621,0.0613313,0.277378,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,52966.2,766.078,0.449323,-0.397621,0.0863148,0.277378,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,52966.2,766.078,0.595313,-0.397621,0.128388,0.277378,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,52966.2,766.078,0.808561,-0.397621,1.4715,0.277378,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,52966.2,766.078,1.30865,-0.397621,0.116914,0.277378,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,52966.2,766.078,0.358685,-0.397621,1.95163,0.277378,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,52966.2,766.078,0.436537,-0.397621,2.82109,0.277378,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,52966.2,766.078,1.35184,-0.397621,0.203265,0.277378,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,52966.2,766.078,1.30954,-0.397621,72.8769,0.277378,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,52966.2,766.078,0.330059,-0.397621,0.0188508,0.277378,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,52966.2,766.078,1.77747,-0.397621,6.18607,0.277378,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,52966.2,766.078,1.43941,-0.397621,0.283418,0.277378,False,69.0|274,411
