id,importanceSampling
411|4,132.172357
411|3,135.226626
411|5,156.072134
411|6,156.875462
411|8,131.855653
411|7,131.674284
411|9,151.519690
411|10,156.453840
411|12,129.931630
411|11,129.899257
411|1,82.971368
411|2,147.794964
152|8,143.048468
152|7,142.728392
152|6,147.448506
152|5,146.294068
152|12,138.745477
152|11,136.134673
152|10,141.040631
152|9,144.562900
152|3,141.946312
152|4,143.116623
152|1,77.842397
152|2,151.651803
1056|8,140.228290
1056|7,141.860940
1056|6,144.423625
1056|5,145.533351
1056|12,143.060555
1056|11,139.301295
1056|10,147.146977
1056|9,150.920702
1056|4,142.457411
1056|3,139.727316
1056|1,77.099277
1056|2,163.698073
462|6,161.523256
462|5,162.658995
462|4,167.860473
462|3,166.812369
462|9,139.486506
462|10,145.270154
462|7,152.720012
462|8,150.254406
462|11,163.372443
462|12,170.909044
462|1,90.962439
462|2,162.620398
1159|8,157.116102
1159|7,159.454810
1159|5,160.486463
1159|6,159.216627
1159|11,143.269732
1159|12,148.027413
1159|9,159.712925
1159|10,161.637138
1159|4,148.454555
1159|3,148.298624
1159|1,81.592322
1159|2,159.623455
1197|7,134.375671
1197|8,132.884450
1197|6,138.995817
1197|5,137.790089
1197|12,130.388881
1197|10,145.234588
1197|9,145.661116
1197|3,130.720461
1197|4,131.837470
1197|11,133.145650
1197|1,81.396967
1197|2,160.023018
