rep,id,f,h,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.470146,1.31877,2.2383,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.470146,1.89055,2.63832,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.470146,1.33473,0.64603,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.470146,1.24873,2.04555,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.470146,1.66923,1.08488,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.470146,1.71877,-0.746812,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.470146,1.47072,2.0214,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.470146,1.2528,0.74432,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.470146,1.75858,-1.71003,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.470146,1.63111,2.71616,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.470146,2.87359,-0.286799,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.470146,1.66759,0.474011,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.470146,-0.764132,0.466893,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.470146,0.455087,2.45847,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.470146,3.98859,-1.31525,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.470146,0.685479,1.03739,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.470146,1.93451,1.75565,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.470146,0.685319,2.83154,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.470146,0.59899,2.02959,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.470146,0.639796,0.0400923,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.470146,2.1541,1.60113,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.470146,0.00931434,1.26816,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.470146,1.77398,1.91508,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.470146,-0.588396,-0.91898,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.470146,1.00139,0.878222,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0.470146,1.18669,-0.634586,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.148753,1.10509,0.899445,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.148753,1.04461,0.87793,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.148753,1.09512,1.6203,65.0|322,152
