id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,5.66464e-07,2.6434e-07,0,0,0,0,5.75068e-09,1.06749e-09,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,4.42878e-07,-2.82037e-07,0,0,0,0,8.93508e-10,-8.13119e-09,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,5.56553e-07,4.11288e-07,0,0,0,0,1.22936e-08,-5.29613e-09,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,-1.34371e-07,1.34252e-07,0,0,0,0,5.5469e-10,-3.97091e-09,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,4.79084e-07,-2.12717e-07,0,0,0,0,7.66184e-09,2.55458e-09,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-2.13214e-07,1.15507e-06,0,0,0,0,-1.0432e-09,-1.07325e-08,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,-6.42404e-08,8.99493e-07,0,0,0,0,2.7807e-09,2.66721e-09,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,-5.23185e-07,4.23678e-07,0,0,0,0,6.36119e-09,-1.91826e-09,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,3.79095e-08,3.77138e-07,0,0,0,0,-5.51964e-10,-1.12448e-08,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,3.83166e-09,-5.09887e-07,0,0,0,0,-1.60663e-09,7.52276e-09,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,3.26107e-07,-6.79688e-07,0,0,0,0,-2.46585e-09,-1.37357e-08,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,-1.08021e-06,-1.56501e-07,0,0,0,0,-6.34584e-09,2.33473e-09,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,-4.49169e-07,-1.31288e-07,0,0,0,0,-1.05496e-08,-1.26938e-10,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,4.46489e-07,-3.00131e-07,0,0,0,0,2.30152e-10,-6.41837e-09,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,1.16874e-06,6.49639e-07,0,0,0,0,8.31922e-09,-6.53091e-09,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,-8.954e-07,-6.92588e-07,0,0,0,0,3.4772e-09,-8.90805e-09,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,5.41037e-07,8.53991e-07,0,0,0,0,3.25662e-09,6.89163e-09,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,-3.09438e-07,-1.21876e-06,0,0,0,0,-7.55411e-10,-7.86727e-09,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,-6.3233e-08,-4.66799e-07,0,0,0,0,-1.31128e-09,1.47541e-08,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,1.01437e-07,2.74896e-07,0,0,0,0,-1.1666e-08,-1.1422e-08,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,-8.73153e-07,7.84198e-07,0,0,0,0,-4.34466e-09,-1.69677e-09,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,1.06754e-06,-5.32446e-07,0,0,0,0,4.41362e-09,-1.25088e-08,0,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,6.91607e-07,3.38135e-07,0,0,0,0,-6.38123e-09,-4.23403e-10,0,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,-4.58247e-07,-8.25649e-08,0,0,0,0,-7.52629e-09,-3.91525e-09,0,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,-3.93757e-07,6.2767e-07,0,0,0,0,-3.42107e-09,6.17943e-09,0,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,2.61182e-07,2.31188e-07,0,0,0,0,1.6798e-10,-5.64151e-09,0,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,1.2492e-07,-5.57501e-07,0,0,0,0,1.19131e-08,-8.0178e-09,0,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,-9.35307e-07,7.61395e-07,0,0,0,0,-6.2448e-09,1.03861e-09,0,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,7.36628e-07,-5.6917e-07,0,0,0,0,-3.34441e-09,3.80411e-09,0,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,4.10712e-07,-9.27486e-07,0,0,0,0,3.06506e-09,-3.6581e-09,0,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,5.49683e-07,7.38023e-07,0,0,0,0,8.49196e-09,-1.00708e-08,0,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,6.86391e-07,-7.30594e-07,0,0,0,0,-1.22074e-08,-6.66729e-09,0,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,-6.48082e-07,1.16596e-06,0,0,0,0,-2.15848e-09,-6.85462e-09,0,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,5.22949e-07,6.88092e-08,0,0,0,0,-6.98193e-09,-1.06293e-09,0,0,0,False,69.0|274,719
8|719|sample|10|274,0,8.9575e-08,-1.4929e-06,0,0,0,0,-5.66158e-09,2.30522e-09,0,0,0,True,32.0|274,719
8|719|sample|11|274,0,3.16771e-07,-8.0979e-07,0,0,0,0,1.64524e-09,1.5516e-08,0,0,0,True,22.0|274,719
8|719|sample|12|274,0,5.97302e-07,-1.10444e-08,0,0,0,0,-4.29332e-09,8.42942e-09,0,0,0,True,22.0|274,719
8|719|sample|3|274,0,-5.12069e-07,-1.48198e-06,0,0,0,0,5.0876e-09,1.55772e-09,0,0,0,True,55.0|274,719
