rep,id,f,h,L_gap,eta_alpha,mab_virus,run_id
1,411|4,0.456913,1.4555,-24.22,0.0448688,70.0|274,411
1,411|3,0.286492,1.4555,-24.22,0.0448688,70.0|274,411
1,411|5,0.599235,1.4555,-24.22,0.0448688,70.0|274,411
1,411|6,0.647253,1.4555,-24.22,0.0448688,70.0|274,411
1,411|8,0.402019,1.4555,-24.22,0.0448688,70.0|274,411
1,411|7,0.394935,1.4555,-24.22,0.0448688,70.0|274,411
1,411|9,0.50271,1.4555,-24.22,0.0448688,70.0|274,411
1,411|10,0.579825,1.4555,-24.22,0.0448688,70.0|274,411
1,411|12,0.379217,1.4555,-24.22,0.0448688,70.0|274,411
1,411|11,0.433364,1.4555,-24.22,0.0448688,70.0|274,411
1,411|1,0.153992,1.74021,-24.22,0.0448688,69.0|274,411
1,411|2,0.182176,1.74021,-24.22,0.0448688,69.0|274,411
1,152|8,0.196963,1.13961,-24.22,0.0448688,65.0|322,152
1,152|7,0.19259,1.13961,-24.22,0.0448688,65.0|322,152
1,152|6,0.22875,1.13961,-24.22,0.0448688,65.0|322,152
1,152|5,0.179518,1.13961,-24.22,0.0448688,65.0|322,152
1,152|12,0.0655712,1.11941,-24.22,0.0448688,28.0|322,152
1,152|11,0.0860259,1.11941,-24.22,0.0448688,28.0|322,152
1,152|10,0.0556426,1.11941,-24.22,0.0448688,28.0|322,152
1,152|9,0.0767353,1.11941,-24.22,0.0448688,28.0|322,152
1,152|3,0.115484,1.08217,-24.22,0.0448688,22.0|322,152
1,152|4,0.158528,1.08217,-24.22,0.0448688,22.0|322,152
1,152|1,0.614101,1.73822,-24.22,0.0448688,69.0|322,152
1,152|2,0.776655,1.73822,-24.22,0.0448688,69.0|322,152
1,1056|8,0.13026,1.88881,-24.22,0.0448688,65.0|276,1056
1,1056|7,0.158957,1.88881,-24.22,0.0448688,65.0|276,1056
1,1056|6,0.136535,1.88881,-24.22,0.0448688,65.0|276,1056
1,1056|5,0.14693,1.88881,-24.22,0.0448688,65.0|276,1056
1,1056|12,0.0335113,1.74627,-24.22,0.0448688,28.0|276,1056
1,1056|11,0.0370079,1.74627,-24.22,0.0448688,28.0|276,1056
1,1056|10,0.0644364,1.74627,-24.22,0.0448688,28.0|276,1056
1,1056|9,0.0640843,1.74627,-24.22,0.0448688,28.0|276,1056
1,1056|4,0.124426,1.74626,-24.22,0.0448688,22.0|276,1056
1,1056|3,0.115871,1.74626,-24.22,0.0448688,22.0|276,1056
1,1056|1,0.0860174,1.73082,-24.22,0.0448688,69.0|276,1056
1,1056|2,0.194993,1.73082,-24.22,0.0448688,69.0|276,1056
1,462|6,0.220145,0.385417,-24.22,0.00706413,55.0|292,462
1,462|5,0.253404,0.385417,-24.22,0.00706413,55.0|292,462
1,462|4,0.267944,0.385417,-24.22,0.00706413,55.0|292,462
1,462|3,0.354051,0.385417,-24.22,0.00706413,55.0|292,462
1,462|9,0.018768,2.01029,-24.22,0.00706413,32.0|292,462
1,462|10,0.0221323,2.01029,-24.22,0.00706413,32.0|292,462
1,462|7,0.0229521,2.01029,-24.22,0.00706413,32.0|292,462
1,462|8,0.0236801,2.01029,-24.22,0.00706413,32.0|292,462
1,462|11,0.252053,1.74624,-24.22,0.00706413,22.0|292,462
1,462|12,0.259624,1.74624,-24.22,0.00706413,22.0|292,462
1,462|1,0.0506617,1.72061,-24.22,0.00706413,69.0|292,462
1,462|2,0.016378,1.72061,-24.22,0.00706413,69.0|292,462
1,1159|8,0.236981,1.74628,-24.22,0.0448809,65.0|292,1159
1,1159|7,0.267264,1.74628,-24.22,0.0448809,65.0|292,1159
1,1159|5,0.234887,1.74628,-24.22,0.0448809,65.0|292,1159
1,1159|6,0.272515,1.74628,-24.22,0.0448809,65.0|292,1159
1,1159|11,0.0506014,1.74638,-24.22,0.0448809,28.0|292,1159
1,1159|12,0.0440309,1.74638,-24.22,0.0448809,28.0|292,1159
1,1159|9,0.0859591,1.74638,-24.22,0.0448809,28.0|292,1159
1,1159|10,0.0783691,1.74638,-24.22,0.0448809,28.0|292,1159
1,1159|4,0.299837,1.74624,-24.22,0.0448809,22.0|292,1159
1,1159|3,0.301631,1.74624,-24.22,0.0448809,22.0|292,1159
1,1159|1,0.126609,1.72061,-24.22,0.0448809,69.0|292,1159
1,1159|2,0.126652,1.72061,-24.22,0.0448809,69.0|292,1159
1,1197|7,0.0348681,1.79102,-24.22,0.0513547,65.0|103,1197
1,1197|8,0.0304309,1.79102,-24.22,0.0513547,65.0|103,1197
1,1197|6,0.0291004,1.79102,-24.22,0.0513547,65.0|103,1197
1,1197|5,0.0293696,1.79102,-24.22,0.0513547,65.0|103,1197
1,1197|12,0.0170021,1.74813,-24.22,0.0513547,28.0|103,1197
1,1197|10,0.0220517,1.74813,-24.22,0.0513547,28.0|103,1197
1,1197|9,0.0225751,1.74813,-24.22,0.0513547,28.0|103,1197
1,1197|3,0.027046,1.74626,-24.22,0.0513547,22.0|103,1197
1,1197|4,0.027563,1.74626,-24.22,0.0513547,22.0|103,1197
1,1197|11,0.0203327,1.74813,-24.22,0.0513547,28.0|103,1197
1,1197|1,0.00472212,1.73569,-24.22,0.0513547,69.0|103,1197
1,1197|2,0.135793,1.73569,-24.22,0.0513547,69.0|103,1197
