id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,2.33922e-09,0,-1.13904e-09,-9.27394e-09,-17.2236,0,0,0,1.4766e-14,1.94968e-12,-17.806,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,2.51981e-09,0,4.98091e-09,3.92716e-08,-18.0757,0,0,0,3.44169e-15,2.27438e-12,-18.6653,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-2.74042e-10,0,5.8565e-09,1.00496e-08,-14.0364,0,0,0,7.21645e-15,9.71001e-13,-14.9149,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.26162e-09,0,-4.67661e-09,1.21477e-09,-13.14,0,0,0,7.10543e-15,9.82714e-13,-13.6504,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-3.642e-09,0,3.12969e-09,-2.79725e-08,-17.8099,0,0,0,-3.4972e-15,2.07984e-12,-18.6109,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,5.49533e-09,0,2.95581e-09,-1.091e-09,-17.6622,0,0,0,2.44249e-15,2.06596e-12,-18.3763,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.05752e-09,0,-7.599e-09,3.75626e-09,-13.3079,0,0,0,-1.39333e-14,9.12465e-13,-14.3965,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,2.98256e-09,0,3.18411e-09,2.25601e-09,-13.5237,0,0,0,-9.99201e-16,8.69652e-13,-14.4728,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-3.32514e-09,0,5.25203e-09,-3.0126e-08,-20.3448,0,0,0,2.27596e-15,2.33877e-12,-20.7588,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,8.6634e-09,0,-5.17197e-09,-3.84939e-09,-17.6221,0,0,0,-7.04992e-15,2.1428e-12,-18.7872,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,4.50839e-09,0,-7.80337e-11,2.73472e-08,-1.43403,0,0,0,-1.77636e-15,1.75276e-14,7.92885e-08,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,2.27624e-09,0,-1.73408e-09,-6.10208e-09,0.161115,0,0,0,-1.23102e-12,-5.29077e-13,0.165179,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,4.35565e-09,0,6.16054e-10,-2.12164e-09,-0.0014419,0,2.91038e-11,0,-5.37232e-11,3.13059e-11,-0.00147279,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-2.09335e-09,0,5.24479e-10,9.89759e-09,-0.944234,0,0,0,0,-1.58484e-14,-2.54183e-08,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.01977e-09,0,-1.49202e-10,1.75477e-08,0.878828,0,0,0,-3.90799e-14,1.2237e-12,-4.90482e-05,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,3.50745e-09,0,-9.41014e-10,9.09657e-09,-0.294048,0,0,0,6.60538e-12,2.1182e-11,-0.299879,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,6.65139e-10,0,-6.94174e-10,7.79289e-09,0.100098,0,0,0,-4.64517e-13,-1.29181e-12,0.102109,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,5.94795e-10,0,-2.91253e-09,1.97171e-08,-0.365205,0,0,0,5.92859e-12,-3.07745e-11,-0.372128,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,3.54525e-09,0,-1.69784e-09,6.57639e-09,1.20377,0,0,0,-4.44089e-16,4.35346e-14,-2.78164e-08,0,False,69.0|274,411
