id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.498652,1.55838,-13.2168,0.497572,1.55695,-10.5024,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.498652,1.55838,-12.1182,0.497572,1.55695,-10.5024,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.498652,1.55838,-11.139,0.497572,1.55695,-10.5024,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.498652,1.55838,-10.5285,0.497572,1.55695,-10.5024,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.498652,1.55838,-13.2432,0.497572,1.55695,-10.5024,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.498652,1.55838,-13.2123,0.497572,1.55695,-10.5024,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.498652,1.55838,-11.6945,0.497572,1.55695,-10.5024,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.498652,1.55838,-11.1455,0.497572,1.55695,-10.5024,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.498652,1.55838,-14.3493,0.497572,1.55695,-10.5024,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.498652,1.55838,-13.8447,0.497572,1.55695,-10.5024,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.498652,1.55838,-11.8881,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.498652,1.55838,-12.171,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.498652,1.55838,-10.043,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.498652,1.55838,-10.9171,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.498652,1.55838,-11.1025,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.498652,1.55838,-11.0954,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.498652,1.55838,-11.4654,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.498652,1.55838,-11.9223,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.498652,1.55838,-10.169,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.498652,1.55838,-11.4499,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.498652,1.55838,-11.8406,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.498652,1.55838,-10.3584,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.498652,1.55838,-11.0365,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.498652,1.55838,-10.2719,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.498652,1.55838,-12.2253,0.497572,1.55695,-10.5024,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.498652,1.55838,-11.1084,0.497572,1.55695,-10.5024,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.27623,1.55838,-13.227,0.277179,1.55695,-10.5024,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.27623,1.55838,-12.7298,0.277179,1.55695,-10.5023,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.27623,1.55838,-4.67514,0.277179,1.55695,-10.5023,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.27623,1.55838,-13.4759,0.277179,1.55695,-10.5023,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.27623,1.55838,-13.5752,0.277179,1.55695,-10.5024,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.27623,1.55838,-13.7698,0.277179,1.55695,-10.5024,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.27623,1.55838,-12.4753,0.277179,1.55695,-10.5024,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.27623,1.55838,-12.7013,0.277179,1.55695,-10.5024,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.27623,1.55838,-12.4586,0.277179,1.55695,-10.5023,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.27623,1.55838,-13.0231,0.277179,1.55695,-10.5023,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.27623,1.55838,-9.78012,0.277179,1.55695,-10.5024,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.27623,1.55838,-10.45,0.277179,1.55695,-10.5024,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.27623,1.55838,-10.7124,0.277179,1.55695,-10.5024,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0.27623,1.55838,-12.303,0.277179,1.55695,-10.5024,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0.27623,1.55838,-10.3904,0.277179,1.55695,-10.5024,69.0|322,152
