id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0.00405304,0,0,0,0,0,6.79572e-08,0,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,-0.00433447,0,0,0,0,0,3.96344e-07,0,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,-0.0091732,0,0,0,0,0,2.37027e-07,0,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0.0208583,0,0,0,0,0,1.43695e-07,0,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0.0308961,0,0,0,0,0,-1.39806e-07,0,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-0.0303537,0,0,0,0,0,-2.53938e-07,0,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0.0115927,0,0,0,0,0,3.60483e-08,0,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0.0143319,0,0,0,0,0,-3.27197e-07,0,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,0.0305816,0,0,0,0,0,0.0195504,0,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,0.0717348,0,0,0,0,0,0.0715201,0,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,0.0322498,0,0,0,0,0,0.0246677,0,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,0.244596,0,0,0,0,0,0.237198,0,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,0.241611,0,0,0,0,0,0.228518,0,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,0.852396,0,0,0,0,0,0.850106,0,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,0.843531,0,0,0,0,0,0.82879,0,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,0.0511397,0,0,0,0,0,0.0444551,0,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,0.0511643,0,0,0,0,0,0.0345756,0,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,0.0406042,0,0,0,0,0,0.0218536,0,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,-0.00642566,0,0,0,0,0,-8.48898e-09,0,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0.0086051,0,0,0,0,0,-3.32571e-07,0,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,-0.0149636,0,0,0,0,0,2.27542e-07,0,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,-0.00770235,0,0,0,0,0,3.13846e-07,0,0,0,0,False,69.0|162,84
