rep,id,eta_U_offset,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,-0.0351255,-0.63483,0,-1.46907,0,0,True,70.0|274,411
1,9|411|sample|3|274,-0.0956759,0.612938,0,-0.749612,0,0,True,70.0|274,411
1,9|411|sample|5|274,0.343125,0.199937,0,-1.48515,0,0,True,70.0|274,411
1,9|411|sample|6|274,0.000648627,-0.647678,0,-1.3321,0,0,True,70.0|274,411
1,9|411|sample|8|274,0.163544,0.00842783,0,-1.17214,0,0,True,70.0|274,411
1,9|411|sample|7|274,-0.0399387,1.62404,0,-0.805037,0,0,True,70.0|274,411
1,9|411|sample|9|274,0.24639,0.385566,0,-1.28739,0,0,True,70.0|274,411
1,9|411|sample|10|274,0.0640809,-1.06338,0,-1.32512,0,0,True,70.0|274,411
1,9|411|sample|12|274,-0.220989,-0.186606,0,-0.769083,0,0,True,70.0|274,411
1,9|411|sample|11|274,0.193001,0.756898,0,-1.13283,0,0,True,70.0|274,411
1,9|411|cc|1|1|274,0.0948525,-0.381182,0,2.53403,0,0,False,69.0|274,411
1,9|411|cc|2|1|274,0.538508,1.10198,0,-2.30809,0,0,False,69.0|274,411
1,9|411|cc|3|1|274,-0.337226,0.0208304,0,-0.910143,0,0,False,69.0|274,411
1,9|411|cc|4|1|274,-0.384029,-0.126152,0,-4.87567,0,0,False,69.0|274,411
1,9|411|cc|5|1|274,-0.231219,-0.879971,0,-0.420707,0,0,False,69.0|274,411
1,9|411|cc|6|1|274,-0.345371,0.569,0,-1.84409,0,0,False,69.0|274,411
1,9|411|cc|7|1|274,0.181176,0.69267,0,-4.95027,0,0,False,69.0|274,411
1,9|411|cc|8|1|274,0.345297,-0.0909641,0,-1.05139,0,0,False,69.0|274,411
1,9|411|vc|1|2|274,-0.086325,-0.461029,0,-0.474461,0,0,False,69.0|274,411
1,9|411|vc|2|2|274,0.439913,-0.0151388,0,4.86067,0,0,False,69.0|274,411
1,9|411|vc|3|2|274,0.107434,1.2063,0,-2.65762,0,0,False,69.0|274,411
1,9|411|vc|4|2|274,-0.217504,-0.69224,0,-0.0276858,0,0,False,69.0|274,411
1,9|411|vc|5|2|274,0.289714,0.872409,0,-0.275444,0,0,False,69.0|274,411
1,9|411|vc|6|2|274,0.257924,0.809697,0,-0.135635,0,0,False,69.0|274,411
1,9|411|vc|7|2|274,0.10486,0.0151482,0,-3.60839,0,0,False,69.0|274,411
1,9|411|vc|8|2|274,0.364332,-1.37352,0,-2.64911,0,0,False,69.0|274,411
1,14|783|sample|3|71,-0.132386,-0.496489,0,-5.32602,0,0,True,6.0|71,783
1,14|783|sample|4|71,0.236523,0.353268,0,-5.35865,0,0,True,6.0|71,783
1,14|783|sample|5|71,0.196076,0.339544,0,-4.59309,0,0,True,6.0|71,783
1,14|783|sample|6|71,-0.243683,-0.873384,0,-4.75497,0,0,True,6.0|71,783
1,14|783|sample|7|71,0.0697663,-0.429485,0,0.986511,0,0,True,6.0|71,783
1,14|783|sample|8|71,-0.0229674,1.84417,0,0.736729,0,0,True,6.0|71,783
1,14|783|sample|10|71,-0.0595169,-0.0710631,0,-5.19744,0,0,True,6.0|71,783
1,14|783|sample|9|71,0.119017,-1.45593,0,-5.15203,0,0,True,6.0|71,783
1,14|783|sample|12|71,-0.199528,-0.044554,0,2.01963,0,0,True,6.0|71,783
1,14|783|sample|11|71,-0.147854,-1.16005,0,2.26032,0,0,True,6.0|71,783
1,14|783|cc|1|1|71,0.676464,0.337335,0,-2.09601,0,0,False,69.0|71,783
1,14|783|cc|2|1|71,0.106427,-0.396945,0,1.05726,0,0,False,69.0|71,783
1,14|783|cc|3|1|71,-0.154092,0.517244,0,-1.89933,0,0,False,69.0|71,783
1,14|783|cc|4|1|71,0.138669,-0.716939,0,0.827608,0,0,False,69.0|71,783
1,14|783|cc|5|1|71,-0.500604,0.481584,0,-0.93618,0,0,False,69.0|71,783
1,14|783|cc|6|1|71,0.163846,1.07757,0,1.49972,0,0,False,69.0|71,783
1,14|783|cc|7|1|71,-0.11664,1.32319,0,-0.45134,0,0,False,69.0|71,783
1,14|783|cc|8|1|71,-0.212243,0.365163,0,1.19548,0,0,False,69.0|71,783
1,14|783|vc|1|2|71,0.378359,1.35097,0,1.46402,0,0,False,69.0|71,783
1,14|783|vc|2|2|71,0.309242,-0.521899,0,-2.69144,0,0,False,69.0|71,783
1,14|783|vc|3|2|71,-0.18573,-0.535212,0,0.767096,0,0,False,69.0|71,783
1,14|783|vc|4|2|71,-0.448733,0.711451,0,0.0826755,0,0,False,69.0|71,783
1,14|783|vc|5|2|71,-0.369076,0.697614,0,1.43483,0,0,False,69.0|71,783
1,14|783|vc|6|2|71,-0.126965,0.273404,0,0.184266,0,0,False,69.0|71,783
1,14|783|vc|7|2|71,0.112302,0.700885,0,-1.82429,0,0,False,69.0|71,783
1,14|783|vc|8|2|71,0.380602,0.508578,0,1.52629,0,0,False,69.0|71,783
1,14|491|sample|10|99,-0.294362,1.36477,0,3.20912,0,0,True,6.0|99,491
1,14|491|sample|9|99,0.0922365,-0.880163,0,2.8813,0,0,True,6.0|99,491
1,14|491|sample|12|99,-0.168234,0.222174,0,1.78691,0,0,True,6.0|99,491
1,14|491|sample|11|99,0.166331,-0.571243,0,1.52867,0,0,True,6.0|99,491
1,14|491|sample|4|99,-0.166835,1.35152,0,0.860149,0,0,True,44.0|99,491
1,14|491|sample|3|99,-0.18215,0.600373,0,0.76087,0,0,True,44.0|99,491
1,14|491|sample|6|99,0.283409,-1.18022,0,0.133997,0,0,True,44.0|99,491
1,14|491|sample|5|99,-0.18992,0.774621,0,0.408519,0,0,True,44.0|99,491
1,14|491|sample|7|99,-0.200331,0.389014,0,4.1964,0,0,True,63.0|99,491
1,14|491|sample|8|99,-0.220283,0.409867,0,3.74851,0,0,True,63.0|99,491
1,14|491|cc|1|1|99,-0.195387,0.0463427,0,-0.429323,0,0,False,69.0|99,491
1,14|491|cc|2|1|99,0.217178,-1.69424,0,5.49967,0,0,False,69.0|99,491
1,14|491|cc|3|1|99,0.0242655,-2.58297,0,-0.394191,0,0,False,69.0|99,491
1,14|491|cc|4|1|99,0.154308,-0.400531,0,-0.797765,0,0,False,69.0|99,491
1,14|491|cc|5|1|99,-0.123448,0.886606,0,1.67105,0,0,False,69.0|99,491
1,14|491|cc|6|1|99,0.0889637,0.668296,0,-1.63918,0,0,False,69.0|99,491
1,14|491|cc|7|1|99,0.241181,0.366189,0,1.44325,0,0,False,69.0|99,491
1,14|491|cc|8|1|99,-0.0791339,0.298105,0,0.0744863,0,0,False,69.0|99,491
1,14|491|vc|1|2|99,-0.441394,2.24761,0,-4.63442,0,0,False,69.0|99,491
1,14|491|vc|2|2|99,-0.0842933,0.524947,0,-2.66786,0,0,False,69.0|99,491
1,14|491|vc|3|2|99,0.267303,0.652784,0,-3.38339,0,0,False,69.0|99,491
1,14|491|vc|4|2|99,0.256899,-0.704197,0,-2.10657,0,0,False,69.0|99,491
1,14|491|vc|5|2|99,0.144976,-1.43576,0,0.672164,0,0,False,69.0|99,491
1,14|491|vc|6|2|99,0.070343,1.12447,0,-0.798942,0,0,False,69.0|99,491
1,14|491|vc|7|2|99,-0.0592578,-0.225282,0,-2.91886,0,0,False,69.0|99,491
1,14|491|vc|8|2|99,-0.0352864,0.00314122,0,0.545132,0,0,False,69.0|99,491
1,14|433|sample|4|99,0.516301,0.405038,0,0.568804,0,0,True,6.0|99,433
1,14|433|sample|3|99,0.472891,1.24985,0,1.43981,0,0,True,6.0|99,433
1,14|433|sample|6|99,-0.157341,0.830113,0,-1.46689,0,0,True,6.0|99,433
1,14|433|sample|5|99,0.401718,-0.690658,0,-1.80446,0,0,True,6.0|99,433
1,14|433|sample|8|99,0.0169757,0.528185,0,2.99055,0,0,True,6.0|99,433
1,14|433|sample|7|99,-0.247426,1.52183,0,2.92574,0,0,True,6.0|99,433
1,14|433|sample|10|99,0.399419,1.27799,0,0.440115,0,0,True,6.0|99,433
1,14|433|sample|9|99,0.196683,0.389761,0,0.586481,0,0,True,6.0|99,433
1,14|433|sample|11|99,-0.0948739,1.0173,0,-0.864401,0,0,True,6.0|99,433
1,14|433|sample|12|99,-0.195984,1.13341,0,-0.648464,0,0,True,6.0|99,433
1,14|433|cc|1|1|99,0.382383,-0.544915,0,1.93588,0,0,False,69.0|99,433
1,14|433|cc|2|1|99,0.713881,0.271293,0,1.11057,0,0,False,69.0|99,433
1,14|433|cc|3|1|99,-0.225289,-0.782588,0,1.29756,0,0,False,69.0|99,433
1,14|433|cc|4|1|99,0.146436,1.5288,0,-2.88867,0,0,False,69.0|99,433
1,14|433|cc|5|1|99,-0.123445,-2.98928,0,0.933413,0,0,False,69.0|99,433
1,14|433|cc|6|1|99,0.100726,2.0778,0,2.79646,0,0,False,69.0|99,433
1,14|433|cc|7|1|99,-0.101081,1.0543,0,-0.960158,0,0,False,69.0|99,433
1,14|433|cc|8|1|99,-0.166936,1.09613,0,3.0292,0,0,False,69.0|99,433
1,14|433|vc|1|2|99,-0.382029,1.98279,0,-1.09895,0,0,False,69.0|99,433
1,14|433|vc|2|2|99,0.267306,0.0161705,0,2.78389,0,0,False,69.0|99,433
1,14|433|vc|3|2|99,-0.0284933,-0.643135,0,-3.29375,0,0,False,69.0|99,433
1,14|433|vc|4|2|99,0.103862,0.345148,0,-0.3236,0,0,False,69.0|99,433
1,14|433|vc|5|2|99,-0.0859738,-0.891777,0,-1.90622,0,0,False,69.0|99,433
1,14|433|vc|6|2|99,0.0623399,-0.0603871,0,0.0968948,0,0,False,69.0|99,433
1,14|433|vc|7|2|99,0.0391424,-1.17092,0,1.49639,0,0,False,69.0|99,433
1,14|433|vc|8|2|99,-0.212476,-2.01565,0,0.822034,0,0,False,69.0|99,433
1,14|297|sample|3|71,-0.173475,0.247321,0,-1.18892,0,0,True,6.0|71,297
1,14|297|sample|4|71,0.388391,-0.640395,0,-1.65807,0,0,True,6.0|71,297
1,14|297|sample|5|71,-0.224402,0.368881,0,1.96375,0,0,True,6.0|71,297
1,14|297|sample|6|71,0.222239,0.958932,0,1.90585,0,0,True,6.0|71,297
1,14|297|sample|8|71,-0.0717112,-1.00686,0,0.820129,0,0,True,6.0|71,297
1,14|297|sample|7|71,-0.079708,0.293357,0,1.0865,0,0,True,6.0|71,297
1,14|297|sample|9|71,-0.16678,1.11503,0,1.43393,0,0,True,6.0|71,297
1,14|297|sample|10|71,-0.266898,0.0440073,0,1.52276,0,0,True,6.0|71,297
1,14|297|sample|12|71,0.405239,-0.720325,0,-2.77599,0,0,True,6.0|71,297
1,14|297|sample|11|71,0.196548,-0.4876,0,-2.52508,0,0,True,6.0|71,297
1,14|297|cc|1|1|71,-0.0099442,-0.963074,0,-2.82905,0,0,False,69.0|71,297
1,14|297|cc|2|1|71,-0.031342,-0.736123,0,2.17397,0,0,False,69.0|71,297
1,14|297|cc|3|1|71,-0.171187,-0.616214,0,-0.321072,0,0,False,69.0|71,297
1,14|297|cc|4|1|71,-0.187403,1.21503,0,-3.61096,0,0,False,69.0|71,297
1,14|297|cc|5|1|71,0.171562,1.55035,0,-2.10799,0,0,False,69.0|71,297
1,14|297|cc|6|1|71,0.19467,0.330837,0,2.64172,0,0,False,69.0|71,297
1,14|297|cc|7|1|71,0.109466,0.659016,0,1.45416,0,0,False,69.0|71,297
1,14|297|cc|8|1|71,0.582455,0.0833328,0,-4.197,0,0,False,69.0|71,297
1,14|297|vc|1|2|71,-0.0524077,1.16854,0,-2.29303,0,0,False,69.0|71,297
1,14|297|vc|2|2|71,-0.00274799,0.197969,0,4.03152,0,0,False,69.0|71,297
1,14|297|vc|3|2|71,0.115444,0.165461,0,-2.10827,0,0,False,69.0|71,297
1,14|297|vc|4|2|71,0.344069,0.102462,0,-3.59749,0,0,False,69.0|71,297
1,14|297|vc|5|2|71,-0.0405144,-0.130021,0,-0.433088,0,0,False,69.0|71,297
1,14|297|vc|6|2|71,-0.382361,1.21808,0,1.66509,0,0,False,69.0|71,297
1,14|297|vc|7|2|71,-0.0714738,1.6662,0,-0.184677,0,0,False,69.0|71,297
1,14|297|vc|8|2|71,0.0446928,0.848355,0,-2.77919,0,0,False,69.0|71,297
1,14|183|sample|4|233,-0.143926,-1.12528,0,-0.828572,0,0,True,6.0|233,183
1,14|183|sample|3|233,0.0989918,-0.271235,0,-0.58724,0,0,True,6.0|233,183
1,14|183|sample|6|233,-0.494893,0.586056,0,0.0743234,0,0,True,6.0|233,183
1,14|183|sample|5|233,-0.0532053,0.210057,0,0.00211891,0,0,True,6.0|233,183
1,14|183|sample|7|233,-0.315416,1.66631,0,-0.888926,0,0,True,6.0|233,183
1,14|183|sample|8|233,-0.332462,0.399027,0,-0.989614,0,0,True,6.0|233,183
1,14|183|sample|10|233,-0.0800429,0.325082,0,0.346683,0,0,True,6.0|233,183
1,14|183|sample|9|233,-0.339626,-0.613881,0,0.595584,0,0,True,6.0|233,183
1,14|183|sample|12|233,0.287988,-0.259543,0,-1.81905,0,0,True,6.0|233,183
1,14|183|sample|11|233,-0.394049,-0.863048,0,-1.71388,0,0,True,6.0|233,183
1,14|183|cc|1|1|233,0.252033,-0.528944,0,1.74132,0,0,False,69.0|233,183
1,14|183|cc|2|1|233,-0.0945601,1.49081,0,0.173498,0,0,False,69.0|233,183
1,14|183|cc|3|1|233,-0.544818,1.06546,0,1.65808,0,0,False,69.0|233,183
1,14|183|cc|4|1|233,-0.016811,-1.52175,0,-1.37095,0,0,False,69.0|233,183
1,14|183|cc|5|1|233,0.0141173,0.708054,0,-1.64554,0,0,False,69.0|233,183
