id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0,1.34504e-09,-7.81719e-07,-1.34709,0,0,0,1.00044e-11,1.56374e-10,-1.35544,0,0,True,70.0|274,411
9|411|sample|3|274,0,-1.78523e-07,-7.83274e-07,-0.794585,0,0,0,-9.09495e-13,2.37942e-10,-0.798681,0,0,True,70.0|274,411
9|411|sample|5|274,0,2.77218e-08,-4.83825e-07,-1.44472,0,0,0,3.41061e-13,7.58593e-12,-1.45947,0,0,True,70.0|274,411
9|411|sample|6|274,0,-8.65936e-08,-8.26475e-07,-1.52545,0,0,0,1.59162e-12,-8.52016e-11,-1.47928,0,0,True,70.0|274,411
9|411|sample|8|274,0,7.92741e-09,1.32923e-07,-1.12366,0,0,0,-7.7307e-12,4.54459e-11,-1.09101,0,0,True,70.0|274,411
9|411|sample|7|274,0,1.73912e-07,-6.31253e-08,-1.05303,0,0,0,1.40972e-11,1.63092e-10,-1.03292,0,0,True,70.0|274,411
9|411|sample|9|274,0,1.43074e-07,-9.19927e-07,-1.37468,0,0,0,-1.36424e-12,8.39742e-11,-1.35001,0,0,True,70.0|274,411
9|411|sample|10|274,0,-2.44569e-07,1.75235e-07,-1.49959,0,0,0,-9.32232e-12,-1.88205e-12,-1.51213,0,0,True,70.0|274,411
9|411|sample|12|274,0,1.43239e-07,-1.11069e-07,-1.04985,0,0,0,4.54747e-12,1.0949e-10,-1.04745,0,0,True,70.0|274,411
9|411|sample|11|274,0,-1.04326e-08,3.05145e-07,-1.09491,0,0,0,1.13687e-13,2.7526e-11,-1.07181,0,0,True,70.0|274,411
9|411|cc|1|1|274,0,3.35632e-08,-7.6619e-08,0.340611,0,0,0,4.54747e-13,-3.63265e-13,1.48647e-08,0,0,False,69.0|274,411
9|411|cc|2|1|274,0,8.67845e-08,-7.34237e-08,0.242607,0,0,0,1.13687e-13,-9.70779e-13,2.377e-08,0,0,False,69.0|274,411
9|411|cc|3|1|274,0,-1.2422e-07,1.14135e-08,-0.0698892,0,0,0,-2.27374e-13,7.15872e-13,-2.78196e-07,0,0,False,69.0|274,411
9|411|cc|4|1|274,0,1.70102e-07,-3.87581e-07,0.179755,0,0,0,2.27374e-13,-2.84661e-13,-2.28184e-07,0,0,False,69.0|274,411
9|411|cc|5|1|274,0,1.35356e-08,4.28644e-07,0.0138118,0,0,0,2.27374e-13,2.4869e-13,3.0972e-07,0,0,False,69.0|274,411
9|411|cc|6|1|274,0,-1.00746e-07,7.75419e-07,-0.0790665,0,0,0,0.0,-6.62581e-13,-1.06443e-07,0,0,False,69.0|274,411
9|411|cc|7|1|274,0,-8.5472e-09,-1.75395e-07,-0.188851,0,0,0,2.27374e-13,-3.10862e-14,1.66915e-07,0,0,False,69.0|274,411
9|411|cc|8|1|274,0,1.31882e-07,6.49958e-08,0.0636351,0,0,0,2.27374e-13,1.4122e-13,5.29257e-07,0,0,False,69.0|274,411
9|411|vc|1|2|274,0,1.78529e-07,9.43971e-08,0.180935,0,0,0,-2.27374e-13,3.35731e-13,4.13085e-07,0,0,False,69.0|274,411
9|411|vc|2|2|274,0,-9.10172e-08,6.4099e-07,-0.104701,0,0,0,-6.82121e-13,3.15525e-12,-3.60831e-07,0,0,False,69.0|274,411
9|411|vc|3|2|274,0,-1.05401e-08,4.64669e-08,0.0351294,0,0,0,-6.82121e-13,7.60281e-13,-1.05443e-07,0,0,False,69.0|274,411
9|411|vc|4|2|274,0,-2.25263e-08,1.62965e-07,0.0869586,0,0,0,4.54747e-13,9.61897e-13,1.80015e-07,0,0,False,69.0|274,411
9|411|vc|5|2|274,0,2.69617e-07,7.56908e-08,0.0249254,0,0,0,3.41061e-13,-7.10543e-15,-8.77481e-08,0,0,False,69.0|274,411
9|411|vc|6|2|274,0,-2.85687e-07,-2.65249e-07,-0.0687104,0,0,0,-2.27374e-13,5.61773e-13,-2.37531e-07,0,0,False,69.0|274,411
9|411|vc|7|2|274,0,6.50236e-08,-1.95978e-07,0.159823,0,0,0,0.0,-1.28209e-12,-4.24044e-07,0,0,False,69.0|274,411
9|411|vc|8|2|274,0,1.58091e-07,2.6486e-08,-0.0389938,0,0,0,-2.27374e-13,4.65405e-13,-3.507e-07,0,0,False,69.0|274,411
14|783|sample|3|71,0,9.19001e-08,-1.64223e-07,-5.05207,0,0,0,6.59384e-12,-3.45683e-10,-5.08162,0,0,True,6.0|71,783
14|783|sample|4|71,0,4.85757e-07,4.14605e-07,-5.06915,0,0,0,4.09273e-12,-4.15835e-10,-5.08634,0,0,True,6.0|71,783
14|783|sample|5|71,0,1.93581e-07,-7.28746e-07,-4.27197,0,0,0,9.09495e-12,-5.92567e-10,-4.30202,0,0,True,6.0|71,783
14|783|sample|6|71,0,-1.62178e-07,-7.46643e-07,-4.29124,0,0,0,-6.13909e-12,-6.26899e-10,-4.30227,0,0,True,6.0|71,783
14|783|sample|7|71,0,-3.70613e-07,-6.06307e-08,0.973511,0,0,0,8.86757e-12,1.41224e-10,1.02011,0,0,True,6.0|71,783
14|783|sample|8|71,0,-6.43048e-07,1.89171e-07,0.888275,0,0,0,6.48015e-12,1.24276e-10,0.876481,0,0,True,6.0|71,783
14|783|sample|10|71,0,-8.49682e-08,-5.89143e-09,-5.13111,0,0,0,7.50333e-12,-3.35532e-10,-5.07043,0,0,True,6.0|71,783
14|783|sample|9|71,0,9.19141e-09,3.82998e-07,-5.16329,0,0,0,6.25278e-12,-3.18712e-10,-5.1238,0,0,True,6.0|71,783
14|783|sample|12|71,0,1.80392e-07,2.50771e-07,2.16963,0,0,0,1.14824e-11,2.96752e-10,2.15068,0,0,True,6.0|71,783
14|783|sample|11|71,0,-2.37123e-07,5.63811e-07,2.05303,0,0,0,8.18545e-12,4.21093e-10,2.08136,0,0,True,6.0|71,783
14|783|cc|1|1|71,0,-1.44836e-07,-3.1622e-07,0.0712933,0,0,0,2.27374e-13,-7.23865e-14,3.51403e-07,0,0,False,69.0|71,783
14|783|cc|2|1|71,0,-8.39941e-08,6.93726e-07,0.289294,0,0,0,-9.09495e-13,-7.22977e-13,-3.22601e-07,0,0,False,69.0|71,783
14|783|cc|3|1|71,0,-1.08947e-07,-3.07514e-07,-0.27438,0,0,0,0.0,8.10907e-13,2.35882e-07,0,0,False,69.0|71,783
14|783|cc|4|1|71,0,-1.48155e-07,4.03039e-07,0.0342687,0,0,0,2.27374e-13,1.21325e-12,2.11446e-07,0,0,False,69.0|71,783
14|783|cc|5|1|71,0,-2.64267e-08,-3.53946e-08,0.241473,0,0,0,-1.13687e-13,-6.76348e-13,3.88415e-07,0,0,False,69.0|71,783
14|783|cc|6|1|71,0,3.90924e-08,-1.27857e-07,-0.0151654,0,0,0,-2.27374e-13,-1.30917e-12,2.88698e-07,0,0,False,69.0|71,783
14|783|cc|7|1|71,0,4.66153e-09,7.17531e-07,0.378962,0,0,0,-4.54747e-13,7.29194e-13,-4.89591e-07,0,0,False,69.0|71,783
14|783|cc|8|1|71,0,-2.22711e-07,-2.20771e-07,0.342448,0,0,0,0.0,1.07114e-12,4.40174e-07,0,0,False,69.0|71,783
14|783|vc|1|2|71,0,5.11333e-09,3.87376e-07,-0.117229,0,0,0,0.0,-4.00124e-13,4.85635e-07,0,0,False,69.0|71,783
14|783|vc|2|2|71,0,-6.19731e-08,-5.24229e-08,0.207731,0,0,0,-2.27374e-13,-1.28342e-12,-6.29315e-08,0,0,False,69.0|71,783
14|783|vc|3|2|71,0,6.71775e-08,-5.23618e-08,0.186721,0,0,0,4.54747e-13,-1.00453e-12,-1.68842e-07,0,0,False,69.0|71,783
14|783|vc|4|2|71,0,-2.33122e-07,-4.18827e-07,0.0198155,0,0,0,6.82121e-13,1.15064e-12,2.84539e-07,0,0,False,69.0|71,783
14|783|vc|5|2|71,0,1.70776e-07,-7.99641e-08,0.0776478,0,0,0,-3.41061e-13,9.69891e-13,1.25684e-07,0,0,False,69.0|71,783
14|783|vc|6|2|71,0,9.36463e-08,-6.03214e-07,0.100916,0,0,0,-2.27374e-13,1.36957e-12,-9.67104e-08,0,0,False,69.0|71,783
14|783|vc|7|2|71,0,2.69364e-07,7.45318e-07,0.0416034,0,0,0,-2.27374e-13,6.11955e-13,1.08888e-07,0,0,False,69.0|71,783
14|783|vc|8|2|71,0,-1.39078e-07,1.05899e-07,0.0133901,0,0,0,-2.27374e-13,8.81073e-13,-1.03213e-07,0,0,False,69.0|71,783
