rep,id,eta_U_offset,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,0,-2.9206e-06,-9.11246e-07,-1.39792,0,0,True,70.0|274,411
1,9|411|sample|3|274,0,1.05513e-06,-3.81648e-06,-0.70769,0,0,True,70.0|274,411
1,9|411|sample|5|274,0,1.7875e-06,-4.85767e-06,-1.45982,0,0,True,70.0|274,411
1,9|411|sample|6|274,0,1.17709e-06,4.56911e-07,-1.45082,0,0,True,70.0|274,411
1,9|411|sample|8|274,0,1.97138e-06,4.78924e-06,-1.18356,0,0,True,70.0|274,411
1,9|411|sample|7|274,0,1.70499e-06,7.99468e-07,-0.896128,0,0,True,70.0|274,411
1,9|411|sample|9|274,0,-1.26288e-06,-9.29813e-06,-1.54769,0,0,True,70.0|274,411
1,9|411|sample|10|274,0,-1.52102e-06,3.2966e-06,-1.67532,0,0,True,70.0|274,411
1,9|411|sample|12|274,0,-8.42302e-07,3.58011e-06,-1.02575,0,0,True,70.0|274,411
1,9|411|sample|11|274,0,1.33761e-06,-6.02396e-06,-1.15197,0,0,True,70.0|274,411
1,9|411|cc|1|1|274,0,-1.69629e-06,1.29495e-06,0.920515,0,0,False,69.0|274,411
1,9|411|cc|2|1|274,0,-5.43475e-07,-4.81725e-07,3.38823,0,0,False,69.0|274,411
1,9|411|cc|3|1|274,0,-1.56924e-06,6.19863e-07,0.327642,0,0,False,69.0|274,411
1,9|411|cc|4|1|274,0,-8.27963e-07,-4.17536e-06,4.1369,0,0,False,69.0|274,411
1,9|411|cc|5|1|274,0,-2.58992e-06,2.31275e-06,0.932641,0,0,False,69.0|274,411
1,9|411|cc|6|1|274,0,1.46929e-06,-3.39079e-06,-0.393197,0,0,False,69.0|274,411
1,9|411|cc|7|1|274,0,-2.69698e-06,-3.38225e-07,1.50394,0,0,False,69.0|274,411
1,9|411|cc|8|1|274,0,-2.58649e-09,3.85305e-06,4.85002,0,0,False,69.0|274,411
1,9|411|vc|1|2|274,0,5.10384e-07,6.40515e-06,-1.42545,0,0,False,69.0|274,411
1,9|411|vc|2|2|274,0,-1.21764e-06,4.1285e-06,-2.86579,0,0,False,69.0|274,411
1,9|411|vc|3|2|274,0,-1.89541e-06,-8.60427e-06,-4.56174,0,0,False,69.0|274,411
1,9|411|vc|4|2|274,0,-8.33975e-07,1.49984e-06,-0.698433,0,0,False,69.0|274,411
1,9|411|vc|5|2|274,0,8.66854e-07,-3.11581e-06,0.540169,0,0,False,69.0|274,411
1,9|411|vc|6|2|274,0,-9.62265e-07,-7.43046e-06,-1.2037,0,0,False,69.0|274,411
1,9|411|vc|7|2|274,0,-3.03894e-07,-7.7833e-06,-1.295,0,0,False,69.0|274,411
1,9|411|vc|8|2|274,0,2.63893e-06,1.09219e-06,3.01004,0,0,False,69.0|274,411
1,14|783|sample|3|71,0,-1.59527e-06,1.11425e-06,-5.22994,0,0,True,6.0|71,783
1,14|783|sample|4|71,0,-3.43151e-07,-8.20441e-06,-5.21306,0,0,True,6.0|71,783
1,14|783|sample|5|71,0,7.67634e-07,8.33024e-06,-4.21518,0,0,True,6.0|71,783
1,14|783|sample|6|71,0,-1.04414e-06,-6.04348e-07,-4.15247,0,0,True,6.0|71,783
1,14|783|sample|7|71,0,-2.14412e-06,6.38369e-06,0.921967,0,0,True,6.0|71,783
1,14|783|sample|8|71,0,-3.57139e-06,6.17299e-06,0.891974,0,0,True,6.0|71,783
1,14|783|sample|10|71,0,-2.27856e-06,1.19922e-06,-4.87859,0,0,True,6.0|71,783
1,14|783|sample|9|71,0,-9.48486e-07,-8.10304e-06,-5.32085,0,0,True,6.0|71,783
1,14|783|sample|12|71,0,1.79755e-06,6.04324e-06,2.03971,0,0,True,6.0|71,783
1,14|783|sample|11|71,0,-7.85818e-07,-6.73737e-06,2.07158,0,0,True,6.0|71,783
1,14|783|cc|1|1|71,0,2.0347e-07,8.19346e-07,0.616901,0,0,False,69.0|71,783
1,14|783|cc|2|1|71,0,1.93851e-06,1.05439e-05,-1.29098,0,0,False,69.0|71,783
1,14|783|cc|3|1|71,0,-1.77062e-06,4.52417e-06,-3.57278,0,0,False,69.0|71,783
1,14|783|cc|4|1|71,0,1.26499e-06,-8.80276e-06,0.554614,0,0,False,69.0|71,783
1,14|783|cc|5|1|71,0,-9.29056e-07,-1.50478e-07,0.525789,0,0,False,69.0|71,783
1,14|783|cc|6|1|71,0,-3.24827e-06,3.62065e-06,1.19411,0,0,False,69.0|71,783
1,14|783|cc|7|1|71,0,-2.87531e-06,2.74206e-07,0.468388,0,0,False,69.0|71,783
