id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,0,0.0344117,0,0,0,-1.81543e-06,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,0,-0.00596985,0,0,0,-2.62647e-06,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,0,-0.0305047,0,0,0,2.43829e-07,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,0,-0.00346155,0,0,0,1.2255e-06,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,0,0.0154756,0,0,0,-2.72317e-06,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,0,0.00670737,0,0,0,-2.73902e-06,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,0,-0.0506826,0,0,0,-1.06677e-08,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,0,-0.0425257,0,0,0,6.82314e-07,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,0,-0.0218552,0,0,0,-2.63746e-06,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,0,0.0060348,0,0,0,-2.21043e-06,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,0,-0.0194777,0,0,0,1.32313e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0,-0.0256912,0,0,0,1.36297e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,0,-0.0142835,0,0,0,-1.691e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0,-0.00278803,0,0,0,-2.28488e-08,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0,0.0319228,0,0,0,-3.49081e-08,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0,0.0505013,0,0,0,1.63427e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0,0.0579638,0,0,0,-1.79818e-07,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,0,-0.0112377,0,0,0,-7.74196e-08,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0,-0.00805458,0,0,0,1.68538e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,0,0.0219321,0,0,0,1.17291e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,0,0.0405892,0,0,0,1.27641e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0,-0.0217304,0,0,0,5.05238e-08,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,0,0.0128424,0,0,0,1.12614e-07,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0,-0.0401945,0,0,0,2.41513e-07,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,0,0.0418061,0,0,0,1.31183e-07,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,0,-0.00789446,0,0,0,2.48282e-07,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,0,0,-0.0154225,0,0,0,-0.000341549,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,0,0,-0.0085423,0,0,0,-6.66653e-05,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,0,0,0.0016499,0,0,0,0.00039781,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,0,0,-0.0461651,0,0,0,0.000257862,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,0,0,-0.0108422,0,0,0,5.24238e-05,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0,0,0,-0.027787,0,0,0,0.000186692,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0,0,0,-0.0401761,0,0,0,0.000608756,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0,0,0,-0.070451,0,0,0,0.00097914,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0,0,0,0.00798757,0,0,0,0.000690735,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0,0,0,0.0107227,0,0,0,0.000422144,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0,0,0,0.0469028,0,0,0,9.24428e-08,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0,0,0,-0.00394376,0,0,0,3.03482e-07,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0,0,0,-0.0224215,0,0,0,3.04773e-07,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0,0,0,0.0252893,0,0,0,1.99805e-07,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0,0,0,0.0513996,0,0,0,2.91046e-07,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0,0,0,0.0228579,0,0,0,-1.79309e-07,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0,0,0,0.0683328,0,0,0,4.84262e-08,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0,0,0,-0.0211338,0,0,0,1.1453e-07,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0,0,0,0.00908047,0,0,0,-2.29566e-07,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0,0,0,-0.0269023,0,0,0,5.13093e-08,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0,0,0,0.00708058,0,0,0,-3.00346e-07,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0,0,0,-0.00590724,0,0,0,-1.78937e-07,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0,0,0,0.00795119,0,0,0,-1.98152e-07,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0,0,0,0.0124841,0,0,0,-2.03617e-07,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0,0,0,0.0304006,0,0,0,6.34265e-08,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0,0,0,-0.017546,0,0,0,3.06569e-07,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0,0,0,-0.0180509,0,0,0,-3.18983e-05,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0,0,0,-0.0192624,0,0,0,9.93769e-07,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0,0,0,0.00510379,0,0,0,-2.51805e-05,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0,0,0,0.0104498,0,0,0,-2.19481e-05,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0,0,0,0.0191104,0,0,0,-4.12452e-05,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0,0,0,-0.0180451,0,0,0,-2.39478e-05,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0,0,0,0.00254176,0,0,0,-3.27498e-05,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0,0,0,-0.00202683,0,0,0,-3.20776e-05,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,0,0,0,0.0683908,0,0,0,-1.68615e-05,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,0,0,0,0.0473325,0,0,0,-3.12406e-05,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,0,0,0,-0.0011765,0,0,0,8.99099e-08,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0,0,0,0.00649442,0,0,0,1.96272e-07,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,0,0,0,0.00598757,0,0,0,2.30959e-07,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0,0,0,0.00988814,0,0,0,1.93248e-07,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,0,0,0,-0.0123971,0,0,0,2.64069e-07,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,0,0,0,0.00532637,0,0,0,-1.6851e-07,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,0,0,0,-0.00755456,0,0,0,-1.45939e-07,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,0,0,0,0.0362319,0,0,0,2.09618e-07,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,0,0,0,0.0420718,0,0,0,2.39e-08,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,0,0,0,-0.00918089,0,0,0,5.54681e-08,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,0,0,0,-0.0214904,0,0,0,1.93643e-07,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,0,0,0,0.0212986,0,0,0,-2.41997e-07,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,0,0,0,0.00979982,0,0,0,-1.801e-07,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,0,0,0,0.00883177,0,0,0,1.79871e-07,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,0,0,0,-0.0431182,0,0,0,-1.40528e-07,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,0,0,0,-0.0396048,0,0,0,7.05517e-08,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,0,0,0,-0.0108349,0,0,0,4.28628e-07,55.0|292,462
8|462|8|462|sample|5|292|5|292|55.0,0,0,0,0.0299938,0,0,0,5.53843e-07,55.0|292,462
8|462|8|462|sample|4|292|4|292|55.0,0,0,0,-0.0116625,0,0,0,-3.41915e-07,55.0|292,462
8|462|8|462|sample|3|292|3|292|55.0,0,0,0,-0.0254597,0,0,0,6.3177e-07,55.0|292,462
8|462|8|462|sample|9|292|9|292|32.0,0,0,0,0.0323132,0,0,0,-4.61529e-06,32.0|292,462
8|462|8|462|sample|10|292|10|292|32.0,0,0,0,0.0315708,0,0,0,-3.77615e-06,32.0|292,462
