id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,125886,10896.4,1.33433,0.0949407,5.9644e-05,0.724731,125886,10896.4,1.33433,0.0949407,4.34333e-09,0.730601,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,125886,10896.4,1.33433,0.0949407,0.000307267,0.724731,125886,10896.4,1.33433,0.0949407,7.47946e-09,0.730601,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,125886,10896.4,1.33433,0.0949407,0.193422,0.724731,125886,10896.4,1.33433,0.0949407,3.25333e-08,0.730601,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,125886,10896.4,1.33433,0.0949408,5.80948,0.724731,125886,10896.4,1.33433,0.0949407,1.79893e-07,0.730601,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,125886,10896.4,1.33433,0.0949408,1.83335e-06,0.724731,125886,10896.4,1.33433,0.0949407,1.24524e-09,0.730601,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,125886,10896.4,1.33433,0.0949407,0.00042636,0.724731,125886,10896.4,1.33433,0.0949407,1.85639e-09,0.730601,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,125886,10896.4,1.33433,0.0949407,0.00266686,0.724731,125886,10896.4,1.33433,0.0949407,6.08414e-08,0.730601,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,125886,10896.4,1.33433,0.0949408,0.00520496,0.724731,125886,10896.4,1.33433,0.0949407,1.0909e-07,0.730601,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,125886,10896.4,1.33433,0.0949407,0.0342383,0.724731,125886,10896.4,1.33433,0.0949407,2.88127e-07,0.730601,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,125886,10896.4,1.33433,0.0949407,0.000118813,0.724731,125886,10896.4,1.33433,0.0949407,2.18494e-08,0.730601,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,125886,10893.6,35.6488,0.0949408,8.80608e+31,0.724731,125886,10893.6,35.6488,0.0949407,1,0.730601,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,125886,10893.6,35.6488,0.0949407,4.04532e+26,0.724731,125886,10893.6,35.6488,0.0949407,1.35932,0.730601,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,125886,10893.6,35.6488,0.0949407,3.00014e+31,0.724731,125886,10893.6,35.6488,0.0949407,1.43268,0.730601,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,125886,10893.6,35.6488,0.0949407,9.25804e+21,0.724731,125886,10893.6,35.6488,0.0949407,1,0.730601,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,125886,10893.6,35.6488,0.0949407,4.40266e+25,0.724731,125886,10893.6,35.6488,0.0949407,0.999999,0.730601,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,125886,10893.6,35.6488,0.0949407,6.33584e+26,0.724731,125886,10893.6,35.6488,0.0949407,0.999997,0.730601,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,125886,10893.6,35.6488,0.0949408,2.87102e+31,0.724731,125886,10893.6,35.6488,0.0949407,2.49002,0.730601,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,125886,10893.6,35.6488,0.0949407,6.41502e+31,0.724731,125886,10893.6,35.6488,0.0949407,0.999999,0.730601,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,125886,10893.6,35.6488,0.0949407,7.87257e+27,0.724731,125886,10893.6,35.6488,0.0949407,1,0.730601,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,125886,10893.6,35.6488,0.0949408,1.30002e+25,0.724731,125886,10893.6,35.6488,0.0949407,1,0.730601,False,69.0|274,411
