rep,id,eta_f,eta_h,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,-3.31216e-08,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,3.48396e-08,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,5.70926e-09,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,-1.00906e-08,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,2.00707e-08,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,-9.76055e-09,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,-1.98949e-08,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,-2.80512e-08,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,-2.57192e-09,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,-4.915e-08,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-4.76647e-08,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,7.80443e-09,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,2.53912e-09,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,2.9033e-08,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,6.53644e-09,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,1.90978e-08,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-3.48539e-08,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-3.19844e-08,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,8.1082e-09,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,2.64546e-09,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-5.64318e-08,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,1.74296e-08,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,4.10878e-08,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-3.14456e-08,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,1.8853e-08,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-1.04049e-09,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,0,1.62478e-08,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,0,-3.57462e-08,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0,0,-3.30053e-08,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0,0,3.24838e-08,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0,0,-9.15834e-09,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0,0,-2.12154e-08,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0,0,-1.93056e-08,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0,0,8.15865e-08,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0,0,-3.83893e-08,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0,0,-5.2652e-09,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0,0,2.50311e-08,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0,0,3.41172e-08,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0,0,5.8248e-08,69.0|322,152
