id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.02447,1.04526,1.94073,-0.00946027,1.02243,1.04526,1.93787,-0.00904889,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.02447,1.04526,1.94073,0.113738,1.02243,1.04526,1.93787,-0.023953,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.02447,1.04526,1.94073,-0.0610721,1.02243,1.04526,1.93787,0.00845201,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.02447,1.04526,1.94073,-0.0676562,1.02243,1.04526,1.93787,0.0268023,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.02447,1.04526,1.94073,-0.437718,1.02243,1.04526,1.93787,-0.0340256,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.02447,1.04526,1.94073,0.0210967,1.02243,1.04526,1.93787,-0.0278531,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.02447,1.04526,1.94073,0.265551,1.02243,1.04526,1.93787,0.00760152,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.02447,1.04526,1.94073,-0.0183332,1.02243,1.04526,1.93787,0.0139067,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.02447,1.04526,1.94073,-0.328709,1.02243,1.04526,1.93787,-0.0302173,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.02447,1.04526,1.94073,-0.178935,1.02243,1.04526,1.93787,-0.0225307,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.106641,1.68459,0.906112,-0.00895097,0.106638,1.68459,0.906077,1.00086e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.106641,1.68459,0.906112,0.107515,0.106638,1.68459,0.906077,2.2485e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.106641,1.68459,0.906112,-0.0317232,0.106638,1.68459,0.906077,2.17911e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.106641,1.68459,0.906112,0.524062,0.106638,1.68459,0.906077,8.08081e-08,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.106641,1.68459,0.906112,-0.409666,0.106638,1.68459,0.906077,-7.10644e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.106641,1.68459,0.906112,0.548487,0.106638,1.68459,0.906077,1.63485e-08,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.106641,1.68459,0.906112,0.0615212,0.106638,1.68459,0.906077,-4.11593e-08,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.106641,1.68459,0.906112,0.011274,0.106638,1.68459,0.906077,2.67313e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.106641,1.68459,0.906112,0.172439,0.106638,1.68459,0.906077,2.86731e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.106641,1.68459,0.906112,-0.106971,0.106638,1.68459,0.906077,3.20488e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.106641,1.68459,0.906112,-0.330856,0.106638,1.68459,0.906077,3.64203e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.106641,1.68459,0.906112,0.194522,0.106638,1.68459,0.906077,1.77315e-09,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.106641,1.68459,0.906112,-0.178255,0.106638,1.68459,0.906077,2.95128e-07,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.106641,1.68459,0.906112,0.050087,0.106638,1.68459,0.906077,6.12712e-08,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.106641,1.68459,0.906112,0.0608441,0.106638,1.68459,0.906077,3.66183e-07,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.106641,1.68459,0.906112,-0.316373,0.106638,1.68459,0.906077,-2.11486e-07,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.155065,1.1653,0.906144,-0.386409,0.155076,1.1653,0.906109,-0.0326584,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.155065,1.1653,0.906144,-0.334408,0.155076,1.1653,0.906109,-0.0233069,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.155065,1.1653,0.906144,-0.194622,0.155076,1.1653,0.906109,-0.0046996,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.155065,1.1653,0.906144,-0.100064,0.155076,1.1653,0.906109,-0.00982251,65.0|322,152
