id,importanceSampling
411|4,137.246207
411|3,132.881206
411|5,159.850269
411|6,159.683133
411|8,136.563673
411|7,135.176839
411|9,156.948102
411|10,158.919196
411|12,133.310789
411|11,134.975448
411|1,82.903607
411|2,147.937186
152|8,148.576101
152|7,147.984763
152|6,153.782157
152|5,152.416392
152|12,144.838976
152|11,142.456906
152|10,147.598678
152|9,150.476281
152|3,149.725964
152|4,149.297159
152|1,45.204861
152|2,152.020148
1056|8,146.641962
1056|7,148.541716
1056|6,118.424187
1056|5,151.285315
1056|12,146.727261
1056|11,145.430750
1056|10,152.107794
1056|9,153.971870
1056|4,148.766589
1056|3,145.461309
1056|1,77.155036
1056|2,163.260013
462|6,166.432711
462|5,167.723490
462|4,172.714143
462|3,171.347498
462|9,115.222244
462|10,152.577830
462|7,160.358091
462|8,157.965912
462|11,169.069459
462|12,176.508262
462|1,90.965001
462|2,161.601670
1159|8,162.008681
1159|7,163.837747
1159|5,166.873825
1159|6,165.638603
1159|11,146.763861
1159|12,150.466292
1159|9,160.537859
1159|10,131.847234
1159|4,154.054965
1159|3,121.531379
1159|1,49.567243
1159|2,159.616744
1197|7,141.307051
1197|8,139.721586
1197|6,146.307264
1197|5,145.579745
1197|12,143.257807
1197|10,120.073240
1197|9,117.169804
1197|3,105.633801
1197|4,139.407929
1197|11,145.920055
1197|1,81.416621
1197|2,159.719087
