id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,604.116,1.41223,0.225643,8.16915,307.672,9.52045,603.726,1.42334,0.0191844,8.12603,321.756,9.55279,False,69.0|162,84
8|84|cc|2|1|162,604.711,1.44202,1.15385,8.16915,307.672,9.52045,603.726,1.42334,0.0191844,8.12603,321.756,9.55279,False,69.0|162,84
8|84|cc|3|1|162,604.518,1.42324,0.0889713,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|84|cc|4|1|162,604.093,1.42213,0.177941,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|84|cc|5|1|162,604.493,1.41869,0.887858,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|84|cc|6|1|162,602.855,1.41151,0.0671668,8.16915,307.672,9.52045,603.726,1.42334,0.0191844,8.12603,321.756,9.55279,False,69.0|162,84
8|84|cc|7|1|162,603.873,1.45883,0.132498,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|84|cc|8|1|162,602.592,1.4458,0.133068,8.16915,307.672,9.52045,603.726,1.42334,0.0191844,8.12603,321.756,9.55279,False,69.0|162,84
8|84|sample|10|162,605.841,0.737558,0.124259,8.16915,307.672,9.52045,605.079,0.737108,0.124945,8.12603,321.756,9.55279,True,32.0|162,84
8|84|sample|11|162,607.239,0.795313,0.0996919,8.16915,307.672,9.52045,605.013,0.789577,0.100768,8.12603,321.756,9.55279,True,22.0|162,84
8|84|sample|12|162,602.89,0.632198,0.0847208,8.16915,307.672,9.52045,605.003,0.650861,0.0908805,8.12603,321.756,9.55279,True,22.0|162,84
8|84|sample|3|162,605.777,0.781444,0.0316826,8.16915,307.672,9.52045,605.041,0.744903,0.0303536,8.12603,321.756,9.55279,True,55.0|162,84
8|84|sample|4|162,604.386,0.694884,0.0267072,8.16915,307.672,9.52045,605.042,0.706448,0.0293783,8.12603,321.756,9.55279,True,55.0|162,84
8|84|sample|5|162,604.85,0.445207,0.00413384,8.16915,307.672,9.52045,605.151,0.448852,0.00479709,8.12603,321.756,9.55279,True,55.0|162,84
8|84|sample|6|162,603.535,0.507707,0.00590203,8.16915,307.672,9.52045,605.11,0.48086,0.00529117,8.12603,321.756,9.55279,True,55.0|162,84
8|84|sample|7|162,603.069,0.77302,0.113814,8.16915,307.672,9.52045,605.052,0.767398,0.112392,8.12603,321.756,9.55279,True,32.0|162,84
8|84|sample|8|162,604.703,0.775429,0.121788,8.16915,307.672,9.52045,605.091,0.759435,0.117419,8.12603,321.756,9.55279,True,32.0|162,84
8|84|sample|9|162,608.714,0.832451,0.158475,8.16915,307.672,9.52045,605.083,0.804001,0.147353,8.12603,321.756,9.55279,True,32.0|162,84
8|84|vc|1|2|162,604.359,1.45246,0.26662,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|84|vc|2|2|162,605.477,1.43012,0.120562,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|84|vc|3|2|162,604.007,1.45113,0.181051,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|84|vc|4|2|162,603.36,1.4418,0.208126,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|84|vc|5|2|162,603.924,1.44363,0.370419,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|84|vc|6|2|162,604.381,1.42911,0.180846,8.16915,307.672,9.52045,603.726,1.42334,0.0191844,8.12603,321.756,9.55279,False,69.0|162,84
8|84|vc|7|2|162,603.445,1.44625,0.14878,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|84|vc|8|2|162,602.323,1.43124,0.447643,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|162,84
8|719|cc|1|1|274,603.972,1.42822,0.0918207,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|274,719
8|719|cc|2|1|274,603.501,1.42187,0.212163,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|274,719
8|719|cc|3|1|274,602.51,1.44651,0.354999,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|274,719
8|719|cc|4|1|274,603.482,1.4224,0.11635,8.16915,307.672,9.52045,603.726,1.42334,0.0191844,8.12603,321.756,9.55279,False,69.0|274,719
8|719|cc|5|1|274,603.573,1.44815,0.253842,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|274,719
8|719|cc|6|1|274,603.016,1.43085,0.233077,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|274,719
8|719|cc|7|1|274,603.672,1.45776,0.177671,8.16915,307.672,9.52045,603.726,1.42334,0.0191844,8.12603,321.756,9.55279,False,69.0|274,719
8|719|cc|8|1|274,604.151,1.4195,0.241045,8.16915,307.672,9.52045,603.726,1.42334,0.0191845,8.12603,321.756,9.55279,False,69.0|274,719
