rep,id,f,h,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.568705,1.53965,-31.1338,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.369835,1.53965,-17.4839,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.55294,1.53965,-15.794,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.623206,1.53965,-12.6833,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.432276,1.53965,-17.0516,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.414229,1.53965,-18.5427,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.525877,1.53965,-12.0638,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.572733,1.53965,2.6408,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.383463,1.53965,-3.77223,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.493672,1.53965,-5.75629,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.107172,1.53965,-26.7644,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.100166,1.53965,-17.8787,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.0984449,1.53965,-33.4135,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.0997506,1.53965,-11.8975,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.105173,1.53965,-27.9632,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.113201,1.53965,13.1759,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.0908481,1.53965,-18.3567,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.106604,1.53965,-9.96485,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.0880717,1.53965,-33.1818,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.0837828,1.53965,-20.6901,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.0847918,1.53965,-13.5033,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.157069,1.53965,-26.5217,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.0886021,1.53965,-21.6185,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.109702,1.53965,-30.0214,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.0951855,1.53965,-27.5676,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0.129879,1.53965,-28.8611,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.297915,1.53965,-6.17146,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.361866,1.53965,-15.487,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.388214,1.53965,-6.70977,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0.363797,1.53965,-0.369935,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0.10858,1.53965,-26.9446,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.127618,1.53965,-28.4676,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0.130551,1.53965,-11.0459,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.149864,1.53965,-15.8913,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0.227878,1.53965,-6.42723,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.288366,1.53965,-16.6188,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0.22109,1.53965,-27.5234,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0.226159,1.53965,-22.6737,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0.238938,1.53965,-3.60896,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0.226004,1.53965,-48.733,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0.228367,1.53965,-33.4438,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0.20529,1.53965,-41.1439,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0.192431,1.53965,-12.7624,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0.192934,1.53965,-32.0651,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0.176176,1.53965,-28.9327,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0.152625,1.53965,-10.634,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0.236652,1.53965,-38.5725,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0.189459,1.53965,-9.73658,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0.212251,1.53965,-16.2421,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,0.197013,1.53965,-15.0962,69.0|322,152
