id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.530127,1.53205,-15.8089,0.530634,1.53965,-15.3234,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.362406,1.53205,-17.6906,0.374055,1.53965,-15.3234,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.574711,1.53205,-14.7962,0.571535,1.53965,-15.3234,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.585223,1.53205,-13.4308,0.594055,1.53965,-15.3234,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.442483,1.53205,-15.9827,0.44743,1.53965,-15.3234,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.427613,1.53205,-18.9221,0.428053,1.53965,-15.3234,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.531742,1.53205,-13.1115,0.534751,1.53965,-15.3234,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.593333,1.53205,-18.1184,0.595475,1.53965,-15.3234,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.418507,1.53205,-14.1323,0.418873,1.53965,-15.3234,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.46169,1.53205,-16.7222,0.455072,1.53965,-15.3234,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.100432,1.53205,-14.4503,0.0988946,1.53965,-15.3234,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.101072,1.53205,-15.083,0.0988947,1.53965,-15.3234,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.0993656,1.53205,-16.3772,0.0988947,1.53965,-15.3234,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.100806,1.53205,-17.3087,0.0988947,1.53965,-15.3234,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.101721,1.53205,-16.1212,0.0988947,1.53965,-15.3234,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.10243,1.53205,-15.5821,0.0988947,1.53965,-15.3234,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.102107,1.53205,-15.3512,0.0988947,1.53965,-15.3234,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.101464,1.53205,-14.3442,0.0988946,1.53965,-15.3234,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.0994101,1.53205,-15.1102,0.0988947,1.53965,-15.3234,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.0996085,1.53205,-15.7441,0.0988946,1.53965,-15.3234,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.100033,1.53205,-14.6164,0.0988946,1.53965,-15.3234,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.101132,1.53205,-14.0818,0.0988946,1.53965,-15.3234,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.0995231,1.53205,-15.2497,0.0988947,1.53965,-15.3234,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.0999947,1.53205,-14.7685,0.0988946,1.53965,-15.3234,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.101417,1.53205,-14.7579,0.0988947,1.53965,-15.3234,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.0991566,1.53205,-16.5069,0.0988947,1.53965,-15.3234,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.332012,1.53205,-16.7451,0.332528,1.53965,-15.3234,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.35883,1.53205,-17.6139,0.355189,1.53965,-15.3234,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.364074,1.53205,-10.9089,0.370608,1.53965,-15.3234,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.341402,1.53205,-16.1014,0.341202,1.53965,-15.3234,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.12529,1.53205,-16.5499,0.124477,1.53965,-15.3234,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.131632,1.53205,-18.9689,0.131055,1.53965,-15.3234,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.126379,1.53205,-14.2966,0.126415,1.53965,-15.3234,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.146748,1.53205,-17.8807,0.147206,1.53965,-15.3234,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.255961,1.53205,-8.67323,0.264927,1.53965,-15.3234,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.283995,1.53205,-17.8387,0.286427,1.53965,-15.3234,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.208996,1.53205,-15.2083,0.205151,1.53965,-15.3234,69.0|322,152
