rep,id,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,608.303,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|cc|2|1|162,610.129,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|cc|3|1|162,608.747,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|cc|4|1|162,608.493,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|cc|5|1|162,611.515,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|cc|6|1|162,609.885,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|cc|7|1|162,607.775,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|cc|8|1|162,609.382,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|sample|10|162,609.915,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,True,32.0|162,84
1,8|84|sample|11|162,611.314,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,True,22.0|162,84
1,8|84|sample|12|162,606.435,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,True,22.0|162,84
1,8|84|sample|3|162,605.452,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,True,55.0|162,84
1,8|84|sample|4|162,610.809,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,True,55.0|162,84
1,8|84|sample|5|162,608.672,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,True,55.0|162,84
1,8|84|sample|6|162,612.121,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,True,55.0|162,84
1,8|84|sample|7|162,609.087,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,True,32.0|162,84
1,8|84|sample|8|162,608.625,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,True,32.0|162,84
1,8|84|sample|9|162,606.44,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,True,32.0|162,84
1,8|84|vc|1|2|162,608.147,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|vc|2|2|162,605.818,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|vc|3|2|162,606.979,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|vc|4|2|162,607.6,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|vc|5|2|162,610.354,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|vc|6|2|162,612.39,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|vc|7|2|162,613.028,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|84|vc|8|2|162,606.584,-4.1521e-05,4.59118e-08,77.8139,0.469125,-0.064762,False,69.0|162,84
1,8|719|cc|1|1|274,605.992,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|cc|2|1|274,605.541,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|cc|3|1|274,608.179,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|cc|4|1|274,611.458,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|cc|5|1|274,610.073,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|cc|6|1|274,609.044,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|cc|7|1|274,605.228,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|cc|8|1|274,611.159,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|sample|10|274,609.51,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,True,32.0|274,719
1,8|719|sample|11|274,608.669,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,True,22.0|274,719
1,8|719|sample|12|274,605.791,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,True,22.0|274,719
1,8|719|sample|3|274,611.184,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,True,55.0|274,719
1,8|719|sample|4|274,610.24,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,True,55.0|274,719
1,8|719|sample|5|274,613.113,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,True,55.0|274,719
1,8|719|sample|6|274,609.168,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,True,55.0|274,719
1,8|719|sample|7|274,609.909,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,True,32.0|274,719
1,8|719|sample|8|274,606.92,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,True,32.0|274,719
1,8|719|sample|9|274,605.5,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,True,32.0|274,719
1,8|719|vc|1|2|274,613.467,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|vc|2|2|274,612.519,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|vc|3|2|274,603.589,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|vc|4|2|274,605.865,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|vc|5|2|274,606.437,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|vc|6|2|274,606.029,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|vc|7|2|274,612.335,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|719|vc|8|2|274,610.979,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.296222,False,69.0|274,719
1,8|488|cc|1|1|322,609.314,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,False,69.0|322,488
1,8|488|cc|2|1|322,605.756,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,False,69.0|322,488
1,8|488|cc|3|1|322,608.419,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,False,69.0|322,488
1,8|488|cc|4|1|322,605.6,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,False,69.0|322,488
1,8|488|cc|5|1|322,608.226,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,False,69.0|322,488
1,8|488|cc|6|1|322,610.842,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,False,69.0|322,488
1,8|488|cc|7|1|322,615.209,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,False,69.0|322,488
1,8|488|cc|8|1|322,607.156,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,False,69.0|322,488
1,8|488|sample|10|322,605.932,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,True,32.0|322,488
1,8|488|sample|11|322,609.159,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,True,22.0|322,488
1,8|488|sample|12|322,610.852,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,True,22.0|322,488
1,8|488|sample|3|322,610.773,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,True,55.0|322,488
1,8|488|sample|4|322,608.925,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,True,55.0|322,488
1,8|488|sample|5|322,613.848,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,True,55.0|322,488
1,8|488|sample|6|322,611.457,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,True,55.0|322,488
1,8|488|sample|7|322,612.016,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,True,32.0|322,488
1,8|488|sample|8|322,606.763,-4.1521e-05,4.59118e-08,77.8139,0.469125,0.369473,True,32.0|322,488
