rep,id,eta_L,eta_m,eta_e,eta_s,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,-0.0171545,0,0,0,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,1.80852,0,0,0,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0.426549,0,0,0,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0.172709,0,0,0,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,3.19487,0,0,0,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,1.56537,0,0,0,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,-0.544603,0,0,0,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,1.06186,0,0,0,0,0,False,69.0|162,84
1,8|84|sample|10|162,1.20529,0,0,0,0,0,True,32.0|162,84
1,8|84|sample|11|162,2.60387,0,0,0,0,0,True,22.0|162,84
1,8|84|sample|12|162,-2.27543,0,0,0,0,0,True,22.0|162,84
1,8|84|sample|3|162,-3.25811,0,0,0,0,0,True,55.0|162,84
1,8|84|sample|4|162,2.09896,0,0,0,0,0,True,55.0|162,84
1,8|84|sample|5|162,-0.0379559,0,0,0,0,0,True,55.0|162,84
1,8|84|sample|6|162,3.41065,0,0,0,0,0,True,55.0|162,84
1,8|84|sample|7|162,0.37692,0,0,0,0,0,True,32.0|162,84
1,8|84|sample|8|162,-0.0849524,0,0,0,0,0,True,32.0|162,84
1,8|84|sample|9|162,-2.26988,0,0,0,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,-0.173174,0,0,0,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,-2.50194,0,0,0,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,-1.34093,0,0,0,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,-0.719645,0,0,0,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,2.03375,0,0,0,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,4.06981,0,0,0,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,4.70795,0,0,0,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,-1.73621,0,0,0,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,-2.32846,0,0,0,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,-2.77941,0,0,0,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,-0.141132,0,0,0,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,3.13747,0,0,0,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,1.75283,0,0,0,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,0.72429,0,0,0,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,-3.09229,0,0,0,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,2.83883,0,0,0,0,0,False,69.0|274,719
1,8|719|sample|10|274,0.800211,0,0,0,0,0,True,32.0|274,719
1,8|719|sample|11|274,-0.0410154,0,0,0,0,0,True,22.0|274,719
1,8|719|sample|12|274,-2.91957,0,0,0,0,0,True,22.0|274,719
1,8|719|sample|3|274,2.47355,0,0,0,0,0,True,55.0|274,719
1,8|719|sample|4|274,1.53021,0,0,0,0,0,True,55.0|274,719
1,8|719|sample|5|274,4.40326,0,0,0,0,0,True,55.0|274,719
1,8|719|sample|6|274,0.458234,0,0,0,0,0,True,55.0|274,719
