parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
f_pop,1,,nan,nan,nan,nan
beta_f_mab_virus_22_0_276,0,,1.99353342311273,inf,-3.90725,3.90725
beta_f_mab_virus_22_0_292,0,,1.33952491704555,inf,-2.62542,2.62542
beta_f_mab_virus_22_0_322,0,,1.96864501291849,inf,-3.85847,3.85847
beta_f_mab_virus_28_0_103,0,,nan,nan,nan,nan
beta_f_mab_virus_28_0_276,0,,1.85624228342198,inf,-3.63817,3.63817
beta_f_mab_virus_28_0_292,0,,1.74313328316327,inf,-3.41648,3.41648
beta_f_mab_virus_28_0_322,0,,1.74422005007812,inf,-3.41861,3.41861
beta_f_mab_virus_32_0_292,0,,nan,nan,nan,nan
beta_f_mab_virus_55_0_292,0,,1.34712890484092,inf,-2.64032,2.64032
beta_f_mab_virus_65_0_103,0,,nan,nan,nan,nan
beta_f_mab_virus_65_0_276,0,,1.52149252161178,inf,-2.98207,2.98207
beta_f_mab_virus_65_0_292,0,,1.40372100150031,inf,-2.75124,2.75124
beta_f_mab_virus_65_0_322,0,,1.41915133659437,inf,-2.78149,2.78149
beta_f_mab_virus_69_0_103,0,,2.88131046347602,inf,-5.64726,5.64726
beta_f_mab_virus_69_0_274,0,,nan,nan,nan,nan
beta_f_mab_virus_69_0_276,0,,2.82681348609399,inf,-5.54045,5.54045
beta_f_mab_virus_69_0_292,0,,2.4247219047923,inf,-4.75237,4.75237
beta_f_mab_virus_69_0_322,0,,nan,nan,nan,nan
beta_f_mab_virus_70_0_274,0,,0.855798651654231,inf,-1.67733,1.67733
h_pop,1.58983473247439,,2.29686790980012e-07,1.4447211794306e-05,1.58983,1.58984
beta_h_mab_virus_22_0_276,0.11889588780404,,1.52676049371342e-07,0.000128411547439703,0.118896,0.118896
beta_h_mab_virus_22_0_292,0.121471893777032,,nan,nan,nan,nan
beta_h_mab_virus_22_0_322,-0.433344494053274,,nan,nan,nan,nan
beta_h_mab_virus_28_0_103,0.138052398790452,,1.80903429018251e-07,0.000131039685368193,0.138052,0.138053
beta_h_mab_virus_28_0_276,0.099720400047937,,1.50176686555661e-07,0.000150597757814318,0.0997201,0.0997207
beta_h_mab_virus_28_0_292,0.15541575752763,,1.50569800609612e-07,9.68819397755367e-05,0.155415,0.155416
beta_h_mab_virus_28_0_322,-0.346142231968143,,1.57605146892761e-07,4.55319034596349e-05,-0.346143,-0.346142
beta_h_mab_virus_32_0_292,0.222688592048608,,1.53559623455654e-07,6.89571127299306e-05,0.222688,0.222689
beta_h_mab_virus_55_0_292,-1.40987080799404,,3.88005161554908e-07,2.75206181555714e-05,-1.40987,-1.40987
beta_h_mab_virus_65_0_103,0.046733043256884,,1.53198000233657e-07,0.000327815159375675,0.0467327,0.0467333
beta_h_mab_virus_65_0_276,0.132183178905205,,1.56199988075574e-07,0.000118169338465973,0.132183,0.132183
beta_h_mab_virus_65_0_292,0.00149534856197886,,1.49789487342954e-07,0.0100170282134575,0.00149505,0.00149564
beta_h_mab_virus_65_0_322,-0.311047854219548,,nan,nan,nan,nan
beta_h_mab_virus_69_0_103,-1.32077159308154,,1.47307522753027e-07,1.11531413549968e-05,-1.32077,-1.32077
beta_h_mab_virus_69_0_274,-0.710656107197948,,1.49080393595909e-07,2.09778530130022e-05,-0.710656,-0.710656
beta_h_mab_virus_69_0_276,0.140023530209046,,1.60942229841877e-07,0.000114939417397634,0.140023,0.140024
beta_h_mab_virus_69_0_292,-1.68233405269481,,1.49001023394216e-07,8.8568036268149e-06,-1.68233,-1.68233
beta_h_mab_virus_69_0_322,0.981138528347608,,1.53347137443299e-07,1.56295092907583e-05,0.981138,0.981139
beta_h_mab_virus_70_0_274,-0.110414312981487,,1.83548189104049e-07,0.000166235865756665,-0.110415,-0.110414
L_gap_pop,0.614417727352175,,nan,nan,nan,nan
beta_L_gap_mab_virus_22_0_276,0.0775072614200331,,nan,nan,nan,nan
beta_L_gap_mab_virus_22_0_292,1.50749899009188,,nan,nan,nan,nan
beta_L_gap_mab_virus_22_0_322,-1.1253223181951,,nan,nan,nan,nan
beta_L_gap_mab_virus_28_0_103,-0.885306014772832,,nan,nan,nan,nan
beta_L_gap_mab_virus_28_0_276,-0.641249237890791,,9.23270921322128e-08,1.43980041888076e-05,-0.641249,-0.641249
beta_L_gap_mab_virus_28_0_292,-0.888815949594421,,8.15457983760283e-08,9.17465515928678e-06,-0.888816,-0.888816
beta_L_gap_mab_virus_28_0_322,-1.22139170536905,,1.66811958333293e-07,1.36575316174175e-05,-1.22139,-1.22139
beta_L_gap_mab_virus_32_0_292,-1.60384091504394,,nan,nan,nan,nan
beta_L_gap_mab_virus_55_0_292,-1.05562821269364,,nan,nan,nan,nan
beta_L_gap_mab_virus_65_0_103,0.796308983738737,,nan,nan,nan,nan
beta_L_gap_mab_virus_65_0_276,-0.72699613310076,,1.01290227397194e-07,1.39327051115353e-05,-0.726996,-0.726996
beta_L_gap_mab_virus_65_0_292,0.0444214915077298,,nan,nan,nan,nan
beta_L_gap_mab_virus_65_0_322,0.981817478961306,,nan,nan,nan,nan
beta_L_gap_mab_virus_69_0_103,5.8614429688693,,nan,nan,nan,nan
beta_L_gap_mab_virus_69_0_274,1.62636285592809,,nan,nan,nan,nan
beta_L_gap_mab_virus_69_0_276,2.17686582111629,,nan,nan,nan,nan
beta_L_gap_mab_virus_69_0_292,1.51695430358303,,4.29184036545276e-08,2.82924828738445e-06,1.51695,1.51695
beta_L_gap_mab_virus_69_0_322,1.71546637686535,,1.65183912524681e-07,9.62909648083689e-06,1.71547,1.71547
beta_L_gap_mab_virus_70_0_274,-0.459318566094572,,9.38313019334084e-07,0.000204283712568433,-0.45932,-0.459317
beta_L_gap_run_id_1159,-0.849229713004186,,nan,nan,nan,nan
beta_L_gap_run_id_1197,-2.41141178594427,,nan,nan,nan,nan
beta_L_gap_run_id_152,0.3505698322625,,1.53093408075669e-07,4.36698751537284e-05,0.35057,0.35057
beta_L_gap_run_id_411,1.16704428983352,,nan,nan,nan,nan
beta_L_gap_run_id_462,0.369819420854758,,nan,nan,nan,nan
omega_f,2.43059977415844,1915.46732784332,0.568388859762374,23.3847162254086,1.56349,3.7786
omega_h,3.46087314924406e-08,3.33200093731253e-06,nan,nan,nan,nan
omega_L_gap,5.0504452471686e-08,4.9421560620597e-06,nan,nan,nan,nan
a,80.8810169651469,,9.01395709037697,11.1447128493219,65.1398,100.426
b,0.130573964535492,,0.00604818489677706,4.63199912654337,0.119259,0.142962
